NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
IMPLANTABLES/MEDICAL SUPPLIES,ICD LEAD MODEL 3830,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,TEMP ABLATION CATH 7FRX4MM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,DBL BALL CATH 9F 16MMX3.5CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROXYAPATITE ORBIT IMP 20MM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 15X3.25X139CM,$387.24
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STY#15 421CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:10 120CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:10 150CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:10 180CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:15 286CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:15 397CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:15 659CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:15 700CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:20 475CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:20 550CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STYLE:20 800CC,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIB BALL CATH 10F 18MMX3.5CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIB BALL CATH 8F 14MMX2.5CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,COARSE-THD MA SCREW 5.5X35MM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,LITHOTRIPSY LASER FIBER 910UM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 2MMX2CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 2MMX3CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 2MMX4CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 2MMX6CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 2MMX8CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 3MMX6CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 3MMX8CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 4MMX10CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX DETACH COIL 4MMX8CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,LVL-1 ANT CERV PLATE 14MM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,LVL-1 ANT CERV PLATE 18MM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,CATH BALL 9FX16MMX3X110CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,CATH BALL 10FX18MMX3X110CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,BALL CATH 8F 14MMX3.0X110CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,CATH BALL 11FX22MMX3X110CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 7MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 8MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 4MMX12CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 5MMX15CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 5MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 6MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM PGLA COIL 7MMX30CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,F-IDC 2D HELCL COIL 6MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR CX PERI COIL 5MMX16CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR CX PERI COIL 6MMX20CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR CX PERI COIL 7MMX24CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR CX PERI COIL 8MMX28CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR DETACH COIL.018IN9MMX28CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR DETACH COIL 10MMX32CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,AZUR CX PERI COIL 18 12MMX38CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,KIT SEAL CUSTOM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,RM LOCATION REFERENC PATCH KIT,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,COIL DETACH .018IN 2MMX2CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,COIL DETACH .018IN 2MMX4CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,COIL DETACH .018IN 3MMX4CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,COIL DETACH .018IN 3MMX8CM,"$2,100.00"
IMPLANTABLES/MEDICAL SUPPLIES,MID URET TRANSVAGINAL SLING,"$2,111.20"
IMPLANTABLES/MEDICAL SUPPLIES,ACE+ HARMONIC SHEAR 7MMX45CM,"$2,112.22"
IMPLANTABLES/MEDICAL SUPPLIES,LCP PLATE 7H HD 3H SHFT 55MM L,"$2,116.80"
IMPLANTABLES/MEDICAL SUPPLIES,LINEAR CATH 34CC 7.5F,"$2,118.60"
IMPLANTABLES/MEDICAL SUPPLIES,PARIETEX COMP MESH 20X15CM,"$2,120.78"
IMPLANTABLES/MEDICAL SUPPLIES,GENESIS Y BIL STENT 10-18X25MM,"$2,121.77"
IMPLANTABLES/MEDICAL SUPPLIES,CAPSURE BIP A/V PMK LEAD 35CM,"$2,125.20"
IMPLANTABLES/MEDICAL SUPPLIES,LVL-1 ANT CERV PLATE 13MM,"$2,131.50"
IMPLANTABLES/MEDICAL SUPPLIES,BLUE PLEURAL DRAIN STARTER KIT,"$2,135.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLS INCISOR BLADE 2.9MM,"$2,136.02"
IMPLANTABLES/MEDICAL SUPPLIES,HELICAL BLADE TFNA STL 80MM,"$2,147.04"
IMPLANTABLES/MEDICAL SUPPLIES,HELICAL BLADE TFNA STL 85MM,"$2,147.04"
IMPLANTABLES/MEDICAL SUPPLIES,HELICAL BLADE TFNA STL 95MM,"$2,147.04"
IMPLANTABLES/MEDICAL SUPPLIES,HELICAL BLADE TFNA STL 105MM,"$2,147.04"
IMPLANTABLES/MEDICAL SUPPLIES,VICRYL WOVEN MESH 12X12,"$2,148.41"
IMPLANTABLES/MEDICAL SUPPLIES,RT LCP 7HH 3SH PLATE 2.4X55MM,"$2,148.55"
IMPLANTABLES/MEDICAL SUPPLIES,HOOK BONE 6MM X 250MM,"$2,153.20"
IMPLANTABLES/MEDICAL SUPPLIES,TEMP INTRACRAN PRESS MON 4F,"$2,153.94"
IMPLANTABLES/MEDICAL SUPPLIES,AMNIOTIC MEMBRANE 2.5MM,"$2,156.00"
IMPLANTABLES/MEDICAL SUPPLIES,NITINOL VASC OCCL PLUG 6X7MM,"$2,161.60"
IMPLANTABLES/MEDICAL SUPPLIES,NITINOL VASC OCCL PLUG 8X7MM,"$2,161.60"
IMPLANTABLES/MEDICAL SUPPLIES,NITINOL VASC OCCL PLUG 10X7MM,"$2,161.60"
IMPLANTABLES/MEDICAL SUPPLIES,NITINOL VASC OCCL PLUG 12X8MM,"$2,161.60"
IMPLANTABLES/MEDICAL SUPPLIES,NITINOL VASC OCCL PLUG 16X8MM,"$2,161.60"
IMPLANTABLES/MEDICAL SUPPLIES,6H DIST TIB T-PLATE 2.7MM,"$2,167.20"
IMPLANTABLES/MEDICAL SUPPLIES,LCP PLATE 6H HD 3H SHFT2.4MM L,"$2,167.60"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 LORDOTIC ROD 120MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 LORDOTIC ROD 200MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 STRAIGHT ROD 120MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 LORDOTIC ROD 100MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 LORDOTIC ROD 150MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 STRAIGHT ROD 150MM,"$2,168.40"
IMPLANTABLES/MEDICAL SUPPLIES,ACTIFUSE ABX PUTTY 2.5ML,"$2,170.00"
IMPLANTABLES/MEDICAL SUPPLIES,ECHO PS CIRCLE HERNIA MESH 6IN,"$2,170.00"
IMPLANTABLES/MEDICAL SUPPLIES,20 CONTACT ELECTRODE GRID,"$2,172.80"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP 2C 6H HD 3H SHFT L,"$2,180.30"
IMPLANTABLES/MEDICAL SUPPLIES,LCP PLATE 6H HD 3H SHFT2.4MM R,"$2,180.30"
IMPLANTABLES/MEDICAL SUPPLIES,COVER BURR HOLE GUARDIAN,"$2,184.00"
IMPLANTABLES/MEDICAL SUPPLIES,GORE INTRO SHEATH12FX45CM,"$2,187.50"
IMPLANTABLES/MEDICAL SUPPLIES,OBTRYX URETHRAL MID SLING,"$2,189.46"
IMPLANTABLES/MEDICAL SUPPLIES,S-GRAFT CERV SPACER 7MM,"$2,190.53"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE DR 2C 7HH 3SH 2.4X55MM L,"$2,195.42"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP 2C 6H 4H 2.4X66MM L,"$2,197.44"
IMPLANTABLES/MEDICAL SUPPLIES,LIGASURE IMPACT TISS FUSN INST,"$2,206.61"
IMPLANTABLES/MEDICAL SUPPLIES,HELIX SFT DETCH COIL 4MMX12CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 3MMX5CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 2MMX1CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 2MMX2CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 2MMX4CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 3MMX5CM,"$2,212.00"
IMPLANTABLES/MEDICAL SUPPLIES,LIGATOR OPN SEAL/DIVIDR LG JAW,"$2,214.79"
IMPLANTABLES/MEDICAL SUPPLIES,BIOCOMP BLOCK 20X20X20MM,"$2,217.60"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROCOIL AZUR PERIPH 3MMX10CM,"$2,225.30"
IMPLANTABLES/MEDICAL SUPPLIES,IMP ACELLULAR CARDI REPA,"$2,226.00"
IMPLANTABLES/MEDICAL SUPPLIES,DBS LEAD EXTENSION,"$2,226.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROPEL MOMETASONE FUROATE IMPL,"$2,226.00"
IMPLANTABLES/MEDICAL SUPPLIES,ADVANTAGE FIT SGL VAG SLING,"$2,229.50"
IMPLANTABLES/MEDICAL SUPPLIES,ADVANTAGE TRANS VAG SLING SYS,"$2,229.50"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP 2C 6H 4H 2.4X66MM R,"$2,230.40"
IMPLANTABLES/MEDICAL SUPPLIES,TI LAT CONNECTOR 6.35X12MM,"$2,232.61"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT VASC COIL 2.0MMX4CM,"$2,234.40"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT VASC COIL 2.0MMX6CM,"$2,234.40"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT VASC COIL 4.0MMX6CM,"$2,234.40"
IMPLANTABLES/MEDICAL SUPPLIES,PERIPH BALL CATH 6X2X120CM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALL CATH 7X2X135CM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 2.75X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 3.0X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 3.25X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALL MONOCATH 2.0X10,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 2.5X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 2.75X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALL MONOCATH 3.0X10,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME CBM CATH 3.5X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLEXTOME BALL CATH 2.5X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,TI LVL-2 ANT CERV PLATE 30MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,LVL-2 ANT CERV PLATE 30MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,2-LVL ANT CERV PLATE 34MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 15X3.75X139CM,$329.17
IMPLANTABLES/MEDICAL SUPPLIES,5.5/6 REDC M-AX SCREW 6.5X50MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,MLT-AX REDUC SCREW 7.5X40MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,MLT-AX REDUC SCREW 7.5X45MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,MLT-AX REDUC SCREW 7.5X50MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,ATLAS V LIGATURE SEALER 20CM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,SM THREADED PLATE BOLT 5X40MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH FP INSPIRA 385CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.25X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.25X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.5X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.5X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.75X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 2.75X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3.25X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3.25X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3.5X10MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 3.75X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,CUTTING BALLOON MR 4X6MM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH FP INSPIRA 485CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH FP INSPIRA 520CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,INTRO STEER LG CURL 8.5FX82CM,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 240CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 310CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 345CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 485CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 560CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 600CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL FP 415CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL FP 560CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL FP 605CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL FP 650CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL XFP 580CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH SHELL MP 255CC,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,4MM AMP VASC PLUG 2,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,8MM AMP VASC PLUG 2,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,10MM AMP VASC PLUG 2,"$2,240.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH HP XTRAGEL 490CC,"$2,251.20"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH MP XTRA 240CC,"$2,251.20"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH MP XTRA 560CC,"$2,251.20"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH MP XTRA 325CC,"$2,251.20"
IMPLANTABLES/MEDICAL SUPPLIES,TI ILIAC CLOSED CONN 5.5X20MM,"$2,253.52"
IMPLANTABLES/MEDICAL SUPPLIES,5H RT FIB DIST PLATE 2.7X3.5MM,"$2,254.95"
IMPLANTABLES/MEDICAL SUPPLIES,X3 SYMMETRIC PATELLA 2X98MM,"$2,262.32"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 20X2.0X139CM,$252.00
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP 7HH 4SH 2.4X68MM R,"$2,263.35"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE DR 2C 7HH 4SH 2.4X68MM L,"$2,263.35"
IMPLANTABLES/MEDICAL SUPPLIES,UHR BIPOLAR FEM HEAD 28X56MM,"$2,271.95"
IMPLANTABLES/MEDICAL SUPPLIES,UHR BIPOLAR FEM HEAD 28X58MM,"$2,271.95"
IMPLANTABLES/MEDICAL SUPPLIES,UHR BIPOLAR FEM HEAD 28X49MM,"$2,271.95"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 20X3.0X139CM,$277.72
IMPLANTABLES/MEDICAL SUPPLIES,RESIPROCAT MORCELLATOR 4MM,"$2,281.24"
IMPLANTABLES/MEDICAL SUPPLIES,WIRELESS GUIDEWIRE FFR 175CM,"$2,283.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLYAXIAL 5.0X20MM,"$2,296.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLYAXIAL 5.0X48MM,"$2,296.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLYAXIAL 5.5X30MM,"$2,296.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLYAXIAL 5.5X46MM,"$2,296.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 10X4X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 10X6X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 9X6X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 10X3X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD EXT PHASE III 35 CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 6X60X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 7X30X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 7X60X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 8X40X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 12X40X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 12X60X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 14X40X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 14X60X80CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 7X40X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 12X30X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 5X80X120CM,"$2,307.20"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 20X3.25X139CM,$462.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 6X2.0X139CM,$252.00
IMPLANTABLES/MEDICAL SUPPLIES,FLEXSTAR BIL STENT 10X30X130CM,"$2,310.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW CANC POLY TI 3.5X14MM,"$2,310.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 3.5MMX12MM,"$2,310.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 4.0X18MM,"$2,310.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 6X2.5X139CM,$252.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 6X2.75X139CM,$462.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 6X3.0X139CM,$252.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL CATH 6X3.5X139CM,$252.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA BALL OTWPUSH CATH 8X1.25,$308.00
IMPLANTABLES/MEDICAL SUPPLIES,PTCA GUIDEWIRE STR TIP 190CM,$280.00
IMPLANTABLES/MEDICAL SUPPLIES,UNIV BIPOLAR HEAD COMP 28X45MM,"$2,317.36"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BRST SMTH FP INSPIRA 450CC,"$2,324.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA MR DIL CATH BALL 5.5X6MM,$308.00
IMPLANTABLES/MEDICAL SUPPLIES,TI OPN/CLSD CONN 5.5-6.35-5.5,"$2,340.24"
IMPLANTABLES/MEDICAL SUPPLIES,7H LEFT HD LCP PLATE 77MM,"$2,346.43"
IMPLANTABLES/MEDICAL SUPPLIES,OSTEOTOME HRIS STR 6.4X210MM,"$2,355.50"
IMPLANTABLES/MEDICAL SUPPLIES,ANTHREX PLATES /SCREWS / PINS,"$2,375.33"
IMPLANTABLES/MEDICAL SUPPLIES,DISTAL BICEPS REPAIR IMPL,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,SM TRADITIONAL C-C PLATE 8.0,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,SM GRAFT C-C PLATE 8.0MM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,ASPIRA PLEURAL DRAIN CATH 25,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,5MM STAPLER W/360D JAW 2X25MM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,PUSHLOCK SUT ANCHOR 2.9X12.5MM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 5X20MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 5X40MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 6X20MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 6X40MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 6X80MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 7X60MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 7X80MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,BRIDGE OCCLUSION BALL CATH,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 8X40MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 8X60MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 8X100MMX130CM,"$2,380.00"
IMPLANTABLES/MEDICAL SUPPLIES,GENESIS Y BIL STENT 10-18X19MM,"$2,387.73"
IMPLANTABLES/MEDICAL SUPPLIES,OLECR PLATE 2H LT 2.7/3.5X73MM,"$2,387.95"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 4.5X24MM,"$2,394.00"
IMPLANTABLES/MEDICAL SUPPLIES,SMART BIL STENT 12X80X80CM,"$2,408.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERG BALL OCCL CATH 3X10MM,"$2,408.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERGLIDE BALLOONS ALL SIZES,"$2,408.00"
IMPLANTABLES/MEDICAL SUPPLIES,VIPER-2 STRAIGHT ROD 200MM,"$2,410.66"
IMPLANTABLES/MEDICAL SUPPLIES,CCM+ STR LN ROD 6.0X500MM,"$2,410.80"
IMPLANTABLES/MEDICAL SUPPLIES,CCM LINED ROD 5.5X500MM,"$2,410.80"
IMPLANTABLES/MEDICAL SUPPLIES,8H STERNALOCK JL-PLATE,"$2,419.20"
IMPLANTABLES/MEDICAL SUPPLIES,ECHO PS ELIPSE MESH 6X8IN,"$2,422.00"
IMPLANTABLES/MEDICAL SUPPLIES,F-IDC CUBE HELCL COIL 20X40CM,"$2,422.64"
