Charge Code,Charge Description, Charge Amount ,Comments
25000001,NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH [27862], $28.90 ,
25000001,NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH [27863], $34.10 ,
25000001,NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH [27860], $34.40 ,
25000001,NICU IV FLUID RATE CHANGES [40841565],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NIFEDIPINE 10 MG CAPSULE [5558], $14.50 ,
25000001,NIFEDIPINE 20 MG CAPSULE [5559], $31.10 ,
25000001,"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR [28643]", $17.90 ,
25000001,"NIFEDIPINE ER 60 MG TABLET,EXTENDED RELEASE 24 HR [27659]", $31.30 ,
25000001,"NIFEDIPINE ER 90 MG TABLET,EXTENDED RELEASE 24 HR [27660]", $36.10 ,
25000001,NILUTAMIDE 150 MG TABLET [25420]," $3,040.80 ",
25000001,NIMODIPINE 30 MG CAPSULE [10722], $129.40 ,
25000001,NIMODIPINE 30 MG/ML ORAL LIQUID (REPACKAGED) [40842001], $123.60 ,
25000001,"NISOLDIPINE ER 17 MG TABLET,EXTENDED RELEASE 24 HR [91079]", $322.70 ,
25000001,"NISOLDIPINE ER 8.5 MG TABLET,EXTENDED RELEASE 24 HR [91078]", $351.70 ,
25000001,NITAZOXANIDE 500 MG TABLET [39254]," $1,550.90 ",
25000001,NITROFURANTOIN 25 MG/5 ML ORAL SUSPENSION [10723], $26.60 ,
25000001,NITROFURANTOIN MACROCRYSTAL 100 MG CAPSULE [5593], $45.70 ,
25000001,NITROFURANTOIN MACROCRYSTAL 50 MG CAPSULE [5595], $37.40 ,
25000001,NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS 100 MG CAPSULE [10724], $43.30 ,
25000001,NITROGLYCERIN 0.1 MG/HR TRANSDERMAL 24 HOUR PATCH [27471], $25.10 ,
25000001,NITROGLYCERIN 0.2 MG/HR TRANSDERMAL 24 HOUR PATCH [27472], $75.90 ,
25000001,NITROGLYCERIN 0.3 MG SUBLINGUAL TABLET [5603], $9.30 ,
25000001,NITROGLYCERIN 0.3 MG/HR TRANSDERMAL 24 HOUR PATCH [27473], $85.10 ,
25000001,NITROGLYCERIN 0.4 MG SUBLINGUAL TABLET [5604], $20.20 ,
25000001,NITROGLYCERIN 0.4 MG/HR TRANSDERMAL 24 HOUR PATCH [27474], $85.10 ,
25000001,NITROGLYCERIN 0.6 MG SUBLINGUAL TABLET [5605], $9.30 ,
25000001,NITROGLYCERIN 0.6 MG/HR TRANSDERMAL 24 HOUR PATCH [27475], $32.40 ,
25000001,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT [5606], $33.90 ,
63600002,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN 5 % DEXTROSE  INTRAVENOUS [15858], $283.50 ,
63600002,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN D5W SYRINGE [40841552], $5.70 ,
25000001,NITROGLYCERIN 400 MCG/SPRAY TRANSLINGUAL [27096]," $3,030.40 ",
63600002,NITROGLYCERIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION [5599], $219.40 ,
63600002,NITROGLYCERIN 50 MG/500 ML (100 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS [125403], $128.30 ,
25000001,"NITROGLYCERIN ER 2.5 MG CAPSULE,EXTENDED RELEASE [27143]", $9.40 ,
25000001,"NITROGLYCERIN ER 6.5 MG CAPSULE,EXTENDED RELEASE [27144]", $10.80 ,
25000001,NITROPRUSSIDE 50 MG/100 ML (0.5 MG/ML) IN 0.9% SODIUM CHLORIDE IV SOLN [182202]," $2,430.00 ",
63600002,NIVOLUMAB 100 MG/10 ML INTRAVENOUS SOLUTION [172629]," $40,021.90 ",
63600002,NIVOLUMAB 40 MG/4 ML INTRAVENOUS SOLUTION [172628]," $16,008.80 ",
25000001,NIZATIDINE 150 MG CAPSULE [10727], $32.20 ,
25000001,NIZATIDINE 150 MG/10 ML ORAL SOLUTION [39219], $26.60 ,
25100001,NO ACE INHIBITORS [40840734],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ACETAMINOPHEN [40840729],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ANTICHOLINERGICS [40840740],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ANTICOAGULANTS [40840723],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ANTIHISTAMINES [40840741],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ANTIPLATELETS [40840724],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO APIXABAN [40841233],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ASPIRIN [40840730],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO BENZODIAZEPINES [40840738],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO BETA BLOCKERS [40840739],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO CLONIDINE [40840725],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO CLOPIDOGREL [40840736],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO CRUSHED MEDICATIONS VIA FEEDING TUBE [40841838],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO ENOXAPARIN [40840731],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO FONDAPARINUX [40840728],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO HEPARIN [40840735],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO HYDRALAZINE [40841252],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO IM INJECTION [40841206],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO INTERMEDIATE OR LONG ACTING INSULIN [40840907],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO IV NARCOTICS [40841648],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO KETOROLAC [40840737],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO LATEX - USE LATEX PRECAUTIONS [40841268],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO METFORMIN X 48 HOURS [40840732],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO NARCOTICS [40840742],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO NSAIDS [40840743],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO PHENOTHIAZINE MEDICATIONS [40840744],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO PO CALCIUM CHANNEL BLOCKERS [40840745],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO RECTAL MEDS [40841207],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO RIVAROXABAN [40841232],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO SEDATIVES [40841105],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO SHORT ACTING CALCIUM CHANNEL BLOCKERS [40840726],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO SLEEP/SEDATING MEDICATIONS [40840727],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NO WARFARIN [40840733],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NOREPINEPHRINE 4 MG IN 250 ML D5W (PYXIS) [40841827], $131.70 ,
25000001,NOREPINEPHRINE 4 MG IN 250 ML NS (PYXIS) [40841737], $131.70 ,
25000001,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLUTION [10734], $74.60 ,
25000001,NORETHINDRONE ACETATE 1.25 MG PARTIAL TABLET [40841777], $18.10 ,
25000001,NORETHINDRONE ACETATE 2.5 MG PARTIAL TABLET [40840335], $18.10 ,
25000001,NORETHINDRONE ACETATE 5 MG TABLET [10747], $35.80 ,
25000001,NORETHINDRONE-ETHINYL ESTRADIOL 1 MG-35 MCG TABLET [10742], $14.30 ,
25000001,NORGESTIMATE 0.25 MG-ETHINYL ESTRADIOL 35 MCG TABLET [10749], $28.90 ,
25000001,NORGESTREL-ETHINYL ESTRADIOL 0.3 MG-30 MCG TABLET [10752], $14.80 ,
25000001,NORGESTREL-ETHINYL ESTRADIOL 0.5 MG-50 MCG TABLET [10753], $21.70 ,
25000001,NORMAL HORSE SERUM 1:10 DILUTION TEST DOSE [40841657], $-   ,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NORTRIPTYLINE 10 MG CAPSULE [5674], $10.00 ,
25000001,NORTRIPTYLINE 25 MG CAPSULE [5675], $19.90 ,
25000001,NS WITH HEPARIN 1 UNIT/ML IV FLUID (PEDS) PYXIS [40841492]," $2,880.00 ",
63600002,NUSINERSEN (PF) 12 MG/5 ML INTRATHECAL SOLUTION [181540]," $150,000.00 ",
25000001,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM [5749]", $237.00 ,
25000001,"NYSTATIN 100,000 UNIT/GRAM TOPICAL OINTMENT [5750]", $226.80 ,
25000001,"NYSTATIN 100,000 UNIT/GRAM TOPICAL POWDER [39136]", $370.80 ,
25000001,"NYSTATIN 100,000 UNIT/ML ORAL SUSPENSION [5751]", $26.60 ,
25000001,"NYSTATIN 500,000 UNIT TABLET [5752]", $19.20 ,
25000001,NYSTATIN-LIDOCAINE 1:1 ORAL SUSP [40840434], $247.10 ,
25000001,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM [5754]"," $1,511.30 ",
25000001,"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/GRAM-0.1 % TOPICAL OINTMENT [5755]"," $1,511.30 ",
63600002,"OBINUTUZUMAB 1,000 MG/40 ML INTRAVENOUS SOLUTION [168757]"," $93,626.90 ",
63600002,OCRELIZUMAB 30 MG/ML INTRAVENOUS SOLUTION [182264]," $120,900.00 ",
63600002,OCTREOTIDE ACETATE 100 MCG/ML INJECTION SOLUTION [91279], $161.10 ,
63600002,OCTREOTIDE ACETATE 200 MCG/ML INJECTION SOLUTION [25123], $151.70 ,
63600002,OCTREOTIDE ACETATE 50 MCG/ML INJECTION SOLUTION [91278], $82.00 ,
63600002,OCTREOTIDE ACETATE 500 MCG/ML INJECTION SOLUTION [91281], $805.00 ,
63600002,"OFATUMUMAB 1,000 MG/50 ML INTRAVENOUS SOLUTION [127149]"," $92,134.80 ",
25000001,OFLOXACIN 0.3 % EYE DROPS [19746], $303.80 ,
25000001,OLANZAPINE 1.25 MG PARTIAL TABLET [40840184], $76.20 ,
63600002,OLANZAPINE 10 MG INTRAMUSCULAR SOLUTION [38263], $695.60 ,
25000001,OLANZAPINE 2.5 MG TABLET [21057], $184.60 ,
25000001,OLANZAPINE 5 MG DISINTEGRATING TABLET [28159], $233.80 ,
25000001,OLANZAPINE 5 MG TABLET [17936], $217.90 ,
25000001,OLIVE OIL ORAL [119579], $26.60 ,
25000001,OLMESARTAN 2.5 MG PARTIAL TABLET [40840337], $46.60 ,
25000001,OLMESARTAN 20 MG TABLET [32762], $113.10 ,
25000001,OLMESARTAN 5 MG TABLET [32761], $92.60 ,
25000001,OLOPATADINE 0.1 % EYE DROPS [19452]," $4,441.40 ",
25000001,OLOPATADINE 0.2 % EYE DROPS [76979]," $2,402.80 ",
25000001,OLSALAZINE 250 MG CAPSULE [10773], $219.60 ,
63600002,OMALIZUMAB 150 MG SUBCUTANEOUS SOLUTION [36151]," $9,698.20 ",
25000001,OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAPSULE [41822], $28.00 ,
25000001,"OMEGA3-DHA 200 MG-EPA 300 MG-OTHR OM3 100 MG-FISH OIL 1,000 MG CAPSULE [181679]", $2.00 ,
25000001,"OMEPRAZOLE 10 MG CAPSULE,DELAYED RELEASE [27693]", $40.60 ,
25000001,OMEPRAZOLE 2 MG/ML ORAL SUSPENSION [40841736], $26.60 ,
25000001,"OMEPRAZOLE 20 MG CAPSULE,DELAYED RELEASE [27694]", $45.60 ,
25000001,"OMEPRAZOLE 20 MG TABLET,DELAYED RELEASE [89422]", $9.50 ,
25000001,OMEPRAZOLE 20 MG-SODIUM BICARBONATE 1.1 GRAM CAPSULE [70578]," $1,785.70 ",
25000001,"OMEPRAZOLE 40 MG CAPSULE,DELAYED RELEASE [27695]", $90.30 ,
25000001,OMEPRAZOLE 40 MG-SODIUM BICARBONATE 1.1 GRAM CAPSULE [70579]," $1,785.70 ",
27235112,ON-Q DUAL 270 ML PUMP [40840136], $-   ,"Place holder,static, order communication, zero charge item or charge panel"
27235127,ON-Q DUAL 600 ML PUMP [40840137]," $3,423.00 ",
27235112,ON-Q SELECT-A-FLOW 330 ML PUMP [40840138]," $1,378.00 ",
27235120,ON-Q SELECT-A-FLOW 550 ML PUMP [40840959]," $2,105.00 ",
27235127,ON-Q SELECT-A-FLOW 750 ML PUMP [40841043],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,ONABOTULINUMTOXINA 100 UNIT SOLUTION FOR INJECTION [32700]," $8,764.20 ",
63600002,ONDANSETRON 4 MG DISINTEGRATING TABLET [27697], $312.10 ,
63600002,ONDANSETRON 8 MG DISINTEGRATING TABLET [27698], $501.30 ,
63600002,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SOLUTION [106348], $32.40 ,
63600002,ONDANSETRON HCL 2 MG PARTIAL TABLET [40840451], $165.70 ,
63600002,ONDANSETRON HCL 2 MG/ML INTRAVENOUS SOLUTION [106349], $127.20 ,
63600002,ONDANSETRON HCL 4 MG TABLET [10778], $376.80 ,
63600002,ONDANSETRON HCL 4 MG/5 ML ORAL SOLUTION [18877], $26.60 ,
63600002,ONDANSETRON HCL 8 MG TABLET [10779], $557.10 ,
25000001,OPIUM TINCTURE 10 MG/ML (MORPHINE) ORAL [99405], $26.60 ,
63600002,ORPHENADRINE CITRATE 30 MG/ML INJECTION SOLUTION [5886], $303.80 ,
25000001,"ORPHENADRINE CITRATE ER 100 MG TABLET,EXTENDED RELEASE [27146]", $29.40 ,
25000001,OSELTAMIVIR 30 MG CAPSULE [88704], $225.80 ,
25000001,OSELTAMIVIR 45 MG CAPSULE [88705], $225.80 ,
25000001,OSELTAMIVIR 6 MG/ML ORAL SUSPENSION [110998], $26.60 ,
25000001,OSELTAMIVIR 75 MG CAPSULE [26546], $246.10 ,
25000001,OVERFILL [490000],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,OXACILLIN 1 GRAM SOLUTION FOR INJECTION [5924], $197.10 ,
63600002,OXACILLIN 2 GRAM SOLUTION FOR INJECTION [5926], $382.40 ,
63600002,OXALIPLATIN 100 MG/20 ML INTRAVENOUS SOLUTION [99612]," $1,782.00 ",
63600002,OXALIPLATIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION [99610], $891.00 ,
25000001,OXANDROLONE 2.5 MG TABLET [10803], $106.00 ,
25000001,OXAPROZIN 600 MG TABLET [10825], $49.50 ,
25000001,OXAZEPAM 10 MG CAPSULE [5930], $15.60 ,
25000001,OXCARBAZEPINE 150 MG TABLET [27049], $19.30 ,
25000001,OXCARBAZEPINE 300 MG TABLET [21061], $35.70 ,
25000001,OXCARBAZEPINE 300 MG/5 ML (60 MG/ML) ORAL SUSPENSION [30479], $26.60 ,
25000001,OXCARBAZEPINE 75 MG PARTIAL TABLET [40840338], $9.90 ,
25000001,OXYBUTYNIN 3.9 MG/24 HOUR TRANSDERMAL 4 DAY PATCH [166330], $44.60 ,
25000001,OXYBUTYNIN 3.9 MG/24 HR SEMIWEEKLY TRANSDERMAL PATCH [35495]," $1,312.40 ",
25000001,OXYBUTYNIN CHLORIDE 2.5 MG PARTIAL TABLET [40840339], $3.10 ,
25000001,OXYBUTYNIN CHLORIDE 5 MG TABLET [5938], $10.30 ,
25000001,OXYBUTYNIN CHLORIDE 5 MG/5 ML SYRUP [10810], $26.60 ,
25000001,"OXYBUTYNIN CHLORIDE ER 5 MG TABLET,EXTENDED RELEASE 24 HR [24470]", $44.40 ,
25000001,OXYCODONE 10 MG TABLET [87795], $8.50 ,
25000001,OXYCODONE 15 MG TABLET [28899], $25.60 ,
25000001,OXYCODONE 2.5 MG PARTIAL TABLET [40840340], $3.70 ,
25000001,OXYCODONE 20 MG TABLET [87822], $14.90 ,
25000001,OXYCODONE 30 MG TABLET [28900], $48.50 ,
25000001,OXYCODONE 5 MG TABLET [10814], $7.40 ,
25000001,OXYCODONE 5 MG/5 ML ORAL SOLUTION [10813], $26.60 ,
25000001,OXYCODONE 7.5 MG PARTIAL TABLET [40840457], $12.80 ,
25000001,"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [172868]", $61.20 ,
25000001,"OXYCODONE ER 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [172869]", $87.70 ,
25000001,"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [172870]", $111.10 ,
25000001,"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [172872]", $190.20 ,
25000001,"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [172874]", $331.90 ,
25000001,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET [31864], $48.00 ,
25000001,OXYCODONE-ACETAMINOPHEN 2.5 MG-162.5 MG PARTIAL TABLET [40840341], $9.40 ,
25000001,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET [5940], $18.50 ,
25000001,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET [31863], $36.70 ,
25000001,OXYCODONE-ASPIRIN 4.8355 MG-325 MG TABLET [123473], $15.40 ,
25000001,OXYMETAZOLINE 0.05 % NASAL SPRAY [5943], $57.60 ,
25000001,OXYMORPHONE 10 MG TABLET [76676], $72.30 ,
25000001,OXYMORPHONE 5 MG PARTIAL TABLET [40841713], $36.40 ,
25000001,"OXYMORPHONE ER 20 MG TABLET,EXTENDED RELEASE,12 HR [113691]", $114.60 ,
25000001,"OXYMORPHONE ER 5 MG TABLET,EXTENDED RELEASE,12 HR [113689]", $33.70 ,
63600002,OXYTOCIN 10 UNIT/ML INJECTION SOLUTION [5944], $24.20 ,
63600002,OXYTOCIN 30 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [122799], $222.10 ,
63600002,OXYTOCIN IN LACTATED RINGERS 15 UNIT/250 ML INTRAVENOUS SOLUTION (PYXIS) [40841812], $210.90 ,
63600002,OXYTOCIN IN LACTATED RINGERS 30 UNIT/500 ML INTRAVENOUS SOLUTION [123327]," $6,547.50 ",
63600002,"PACLITAXEL 6 MG/ML CONCENTRATE,INTRAVENOUS [31025]", $136.40 ,
63600002,PACLITAXEL-PROTEIN BOUND 100 MG INTRAVENOUS SUSPENSION [40475]," $21,568.90 ",
25000001,"PALIPERIDONE ER 1.5 MG TABLET,EXTENDED RELEASE 24 HR [100011]", $598.20 ,
25000001,"PALIPERIDONE ER 3 MG TABLET,EXTENDED RELEASE 24 HR [78064]", $598.20 ,
25000001,PALIVIZUMAB 100 MG/ML INTRAMUSCULAR SOLUTION [41675]," $45,833.40 ",
25000001,PALIVIZUMAB 50 MG/0.5 ML INTRAMUSCULAR SOLUTION [108060]," $24,272.50 ",
63600002,PALONOSETRON 0.25 MG/5 ML INTRAVENOUS SOLUTION [36591]," $7,338.60 ",
63600002,PAMIDRONATE 30 MG INTRAVENOUS SOLUTION [10845], $304.50 ,
63600002,PAMIDRONATE 30 MG/10 ML (3 MG/ML) INTRAVENOUS SOLUTION [32589], $223.70 ,
63600002,PAMIDRONATE 90 MG INTRAVENOUS SOLUTION [14122], $913.20 ,
25000001,PANCURONIUM 1 MG/ML INTRAVENOUS SOLUTION [6013], $76.90 ,
63600002,PANITUMUMAB 100 MG/5 ML (20 MG/ML) INTRAVENOUS SOLUTION [108055]," $19,236.60 ",
63600002,PANITUMUMAB 400 MG/20 ML (20 MG/ML) INTRAVENOUS SOLUTION [108057]," $76,946.00 ",
25000001,"PANTOPRAZOLE 20 MG TABLET,DELAYED RELEASE [26224]", $232.50 ,
25000001,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION [26226], $81.00 ,
25000001,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION (CUSTOM) [40841782], $81.00 ,
25000001,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE [26225]", $232.50 ,
63600002,PAPAVERINE 30 MG/ML INJECTION SOLUTION [6030], $579.60 ,
25000001,PARABEN-CETYL ALCOHOL-STEARYL ALCOHOL-PROPY GLYCOL-SLS TOPICAL CLEANER [121437], $86.40 ,
25000001,PARENTERAL AMINO ACID 10 % COMBINATION NO.1 INTRAVENOUS SOLUTION [124807]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 10 % COMBINATION NO.2 INTRAVENOUS SOLUTION [9049]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 10 % COMBINATION NO.4 INTRAVENOUS SOLUTION [124890]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 10 % COMBINATION NO.7 INTRAVENOUS SOLUTION [124990]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 15 % COMBINATION NO.1 INTRAVENOUS SOLUTION [124863]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 15 % COMBINATION NO.2 INTRAVENOUS SOLUTION [9050]," $2,880.00 ",
25000001,PARENTERAL AMINO ACID 5.2 % (RENAL) INTRAVENOUS SOLUTION [171768], $371.30 ,
25000001,PARICALCITOL 1 MCG CAPSULE [41497], $210.80 ,
25000001,PARICALCITOL 2 MCG CAPSULE [41498], $421.60 ,
63600002,PARICALCITOL 5 MCG/ML INTRAVENOUS SOLUTION [22960], $245.50 ,
25000001,PAROMOMYCIN 250 MG CAPSULE [10854], $76.60 ,
25000001,PAROXETINE 10 MG TABLET [16632], $35.40 ,
25000001,PAROXETINE 20 MG TABLET [10855], $37.70 ,
25000001,PAROXETINE 5 MG PARTIAL TABLET [40840456], $17.90 ,
25000001,"PAROXETINE ER 12.5 MG TABLET,EXTENDED RELEASE 24 HR [32631]", $75.30 ,
25000001,"PAROXETINE ER 25 MG TABLET,EXTENDED RELEASE 24 HR [32632]", $78.60 ,
25000001,"PAROXETINE ER 37.5 MG TABLET,EXTENDED RELEASE 24 HR [32633]", $81.00 ,
25000001,PATIENT'S OWN BACLOFEN PUMP [40840899],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN CHEMOTHERAPY PUMP [40840824],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN INSULIN PUMP [40840900],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN INSULIN PUMP - PEDS [40841514],,"Place holder,static, order communication, zero charge item or charge panel"
,PATIENT'S OWN MED [500940],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED - CHEMO [40841813],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 1 [40841053],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 10 [40841163],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 11 [40841164],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 12 [40841165],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 2 [40841052],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 3 [40841051],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 4 [40841050],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 5 [40841154],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 6 [40841155],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 7 [40841156],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 8 [40841161],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MED IN PYXIS 9 [40841162],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MEDICAL MARIJUANA [40841690],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN MEDICATION PUMP [40840822],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN NARCOTIC PUMP [40840821],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PATIENT'S OWN ONDANSETRON PUMP [40840823],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PEDIATRIC MULTIVITAMIN NO.40-PHYTONADIONE 400 MCG/ML ORAL DROPS [123786], $26.60 ,
25000001,PEDIATRIC MULTIVITAMIN NO.68-IRON CARBONYL 18 MG IRON CHEWABLE TABLET [169728], $1.40 ,
25000001,PEDIATRIC MULTIVITAMIN NO.81 750 UNIT-35 MG-400 UNIT/ML ORAL DROPS [164196], $26.60 ,
25000001,PEG 3350-ELECTROLYTES 236 GRAM-22.74 GRAM-6.74 GRAM-5.86 GRAM SOLUTION [10839], $324.00 ,
25000001,PEG 3350-ELECTROLYTES-VITAMIN C 100 G-7.5 G-2.691 G-4.7 G POWDER PACK [77400]," $1,615.30 ",
25000001,PEG 400-PROPYLENE GLYCOL (PF) 0.4 %-0.3 % EYE DROPS IN A DROPPERETTE [122712], $5.50 ,
63600002,PEGASPARGASE 750 UNIT/ML INJECTION SOLUTION [12519]," $218,168.10 ",
63600002,PEGFILGRASTIM 6 MG/0.6 ML SUBCUTANEOUS SYRINGE [32267]," $100,943.20 ",
25000001,PEGINTERFERON ALFA-2B 50 MCG/0.5 ML SUBCUTANEOUS KIT [116027]," $12,185.10 ",
25000001,PEGINTERFERON ALFA-2B 80 MCG/0.5 ML SUBCUTANEOUS KIT [116329]," $12,793.00 ",
63600002,PEMBROLIZUMAB 25 MG/ML INTRAVENOUS SOLUTION [172995]," $69,919.20 ",
63600002,PEMETREXED 100 MG INTRAVENOUS SOLUTION [89350]," $10,959.60 ",
63600002,PEMETREXED 500 MG INTRAVENOUS SOLUTION [37894]," $54,798.20 ",
25000001,PENCICLOVIR 1 % TOPICAL CREAM [18743]," $13,154.30 ",
25000001,PENICILLAMINE 250 MG TABLET [10895], $981.50 ,
63600002,PENICILLIN (K) 5 M UNITS IN 250 ML D5W (PYXIS) [40840915], $777.60 ,
63600002,PENICILLIN G (K) 3 MILLION UNITS IN D5W 250 ML IVPB (PYXIS) [411008], $739.20 ,
63600002,PENICILLIN G (K) 3 MILLION UNITS IN NS 50 ML IVPB (PYXIS) [40841654], $147.90 ,
63600002,PENICILLIN G (K) 5 MILLION UNITS IN 100 ML NS (WC)(PYXIS) [40841820], $205.20 ,
63600002,PENICILLIN G (K) IVPB 5 MIL-UNITS MINI-BAG PLUS IN 100 ML NS (WC) [500596], $205.20 ,
63600002,"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML INTRAMUSCULAR SYRINGE [108049]"," $2,549.40 ",
63600002,PENICILLIN G POT 3 MILLION UNIT/50 ML-DEXTROSE INTRAVENOUS PIGGYBACK [10900], $147.90 ,
63600002,PENICILLIN G POTASSIUM 20 MILLION UNIT SOLUTION FOR INJECTION [6085], $820.30 ,
63600002,PENICILLIN G POTASSIUM 5 MILLION UNIT SOLUTION FOR INJECTION [6086], $205.10 ,
25000001,PENICILLIN G SODIUM 5 MILLION UNIT SOLUTION FOR INJECTION [6087], $777.60 ,
25000001,PENICILLIN V POTASSIUM 0.25 MG/ML ORAL SOLN (1:100 DILUTION) [40841278], $26.60 ,
