HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,47160403, IMDUR 30 MG TAB                ,39,4710
513,47160429, IMITREX 25 MG TAB              ,99,4710
513,47160445, LOPERAMIDE HCL 2 MG CAP        ,15,4710
513,47160452, LOPERAMIDE HCL 1MG/5ML LIQ SOL ,10,4710
513,47160478, AZATHIOPRINE 50 MG TAB         ,15,4710
513,47160510, PROPRANOLOL HCL 10 MG TAB      ,9,4710
513,47160528, INDERAL 20 MG TAB              ,9,4710
513,47160551, INDERAL 1 MG/CC INJECTION      ,96,4710
513,47160635, INDIGO CARMINE 8 MG/CC 5 INJ   ,155,4710
513,47160643, INDOMETHACIN 25 MG CAP         ,15,4710
513,47160742, INSULIN 70/30 100U/ML INJ      ,58,4710
513,47160775, INSULIN HUMULIN-NPH 100 U/CC   ,241,4710
513,47160783, NOVOLIN R 100U/ML-10ML INJ     ,241,4710
513,47160916, INTRALIPID 10% 500CC INJ       ,184,4710
513,47161039, ISONIAZID 300 MG TAB           ,9,4710
513,47161062, ISOSORBIDE DINITRATE 5 MG TAB  ,9,4710
513,47161070, ISOSORBIDE DINITRATE 10 MG TAB ,9,4710
513,47161229, POT CHL 20MEQ TAB ER           ,9,4710
513,47161237, KCL 10MEQ TAB ER               ,9,4710
513,47161302, KAOLIN/PECTIN 5.8GM/30ML SUS   ,35,4710
513,47161336, KAYEXALATE 15 GM/60 ML SUS     ,100,4710
513,47161377, POT CHL 2MEQ/ML 30 ML INJ      ,99,4710
513,47161443, POT CHL 20MEQ/15ML ORAL LIQUID ,41,4710
513,47161450, KCL 40MEQ/15ML-15ML ELEXI SOL  ,14,4710
513,47161468, CEPHALEXIN 250 MG CAP          ,21,4710
513,47161476, CEPHALEXIN 500 MG CAP          ,33,4710
513,47161518, KEFLEX SUSP. 250 MG/5 C SUSPEN ,305,4710
513,47161583, KEFUROX/ZINACEF 750 MG INJ     ,202,4710
513,47161591, CEFAZOLIN SODIUM 1 GM INJ      ,174,4710
513,47161708, TRIAMCIN-A 40MG/ML INJ         ,161,4710
513,47161716, TRIAMCIN-A .1% 80GR OIN        ,14,4710
513,47161781, KETOROLAC 10MG ORAL TAB        ,14,4710
513,47161799, CLONAZEPAM 1.0 MG TAB          ,10,4710
513,47161831, LAC-HYDRIN 0.12 LOTION         ,184,4710
513,47161880, LACTATED RINGER'S 1000 CC SOL  ,145,4710
513,47161906, LACTINEX GRANULES N/A POWDER   ,15,4710
513,47161914, LAMICTAL 100 MG TAB            ,39,4710
513,47161922, LAMICTAL 25 MG TAB             ,39,4710
513,47161948, LAMISIL 250 MG TAB             ,52,4710
513,47161955, LAMISIL 1 % CREAM              ,174,4710
513,47162029, DIGOXIN .25 MG TAB             ,14,4710
513,47162037, DIGOXIN .25 MG/ML INJ SOL      ,17,4710
513,47162060, FUROSEMIDE 20 MG TAB           ,9,4710
513,47162078, FUROSEMIDE 40 MG TAB           ,9,4710
513,47162086, LASIX 100 MG INJECTION         ,161,4710
513,47162094, FUROSEMIDE 10 MG/ML INJ SOL    ,77,4710
513,47162102, LASIX 40 MG INJECTION          ,99,4710
513,47162110, FUROSEMIDE 40 MG/5 ML ELIX SOL ,10,4710
513,47162177, LEVAQUIN 500 MG TAB            ,63,4710
513,47162193, LEVAQUIN PRE 250 MG INJ        ,296,4710
513,47162201, LEVAQUIN INJECTION PRE 500 MG  ,347,4710
513,47162235, LEVOPHED BITARTRATE 1MG/ML INJ ,140,4710
513,47162243, LEVSIN 0.125 MG TAB            ,9,4710
513,47162326, CHLORDIAZEPOXIDE HCL 10 MG CAP ,9,4710
513,47162334, CHLORDIAZEPOXIDE HCL 25 MG CAP ,15,4710
513,47162359, FLUOCINONIDE .05% 15GM CREAM   ,139,4710
513,47162417, DEXTROSE/LIDO 5%-0.4% 500ML    ,233,4710
513,47162482, BACLOFEN 10 MG TABLET          ,15,4710
513,47162490, LIPITOR 10MG TAB               ,37,4710
513,47162516, LITHIUM CARBONATE 300 MG CAPS  ,9,4710
513,47162524, LITHIUM CARBONATE 300 MG TAB   ,9,4710
513,47162581, LOMOTIL 2.5 MG TAB             ,9,4710
513,47162615, LONITEN 10 MG TAB              ,21,4710
513,47162623, GEMFIBROZIL 600 MG TAB         ,26,4710
513,47162631, METOPROLOL TARTRATE 50 MG TAB  ,9,4710
513,47162656, LOPRESSOR 5MG INJ              ,99,4710
513,47162714, LOTENSIN 20 MG TAB             ,21,4710
513,47162722, LOTENSIN 10MG TAB              ,21,4710
513,47162730, LOTENSIN 5MG TAB               ,21,4710
513,47162748, CLOTRIMAZOLE .01 15 GM CREAM   ,107,4710
513,47162763, LOTRISONE .05%-1% CREAM        ,298,4710
513,47162771, LOVENOX 30MG INJECTION         ,298,4710
513,47162789, LOVENOX 40 MG/0.4ML INJ        ,296,4710
513,47162797, LOVENOX 80 MG INJECTION        ,296,4710
513,47162805, LOVENOX 60 MG/0.6 ML INJ       ,322,4710
513,47162813, LOXITANE 25 MG CAP             ,17,4710
513,47162870, LUVOX 50 MG TAB                ,33,4710
513,47162896, MAALOX PLUS(30 CC) SUS         ,15,4710
513,47162904, MACROBID 100 MG CAP            ,33,4710
513,47162912, MACRODANTIN 50 MG CAP          ,9,4710
513,47162938, MAG-OX 400 MG TAB              ,9,4710
513,47162953, MAG CITRATE 296 10 OZ ELIX SOL ,14,4710
513,47162961, MAGNESIUM SULFATE 2 GM INJ     ,58,4710
513,47162987, MAGNESIUM SULF 4GR/100ML INJ   ,17,4710
513,47163035, MAGNESIUM SULFATE 50%/1GM/2C I ,58,4710
513,47163050, MAGNESIUM SUL 40GM/1000ML SOL  ,48,4710
513,47163118, MANNITOL 25% 50ML INJ          ,99,4710
513,47163126, MANNITOL 20 % 500 ML INJ       ,411,4710
513,47163167, MARCAINE 1/2% 30 CC INJ        ,140,4710
513,47163183, SENSORCAINE-MPF .75% SOL       ,161,4710
513,47163217, MARCAINE HCL WITH EPI 0.5% INJ ,162,4710
513,47163266, MAXIPIME 1 GM INJ              ,83,4710
513,47163274, MAXIPIME 2 GM INJ              ,167,4710
513,47163282, NEO/POLY/DEXA OPTH 1(5CC) SUS  ,143,4710
513,47163340, MEDROL 4 MG TABLET             ,14,4710
513,47163373, MEFOXIN 1 GRAM INJECTION       ,242,4710
513,47163381, MEFOXIN 2 GM INJ               ,266,4710
513,47163407, MEGACE 40 MG TAB               ,15,4710
513,47163415, MEGACE 40MG/ML SUS             ,369,4710
513,47163431, THIORIDAZINE HCL 10 MG TAB     ,9,4710
513,47163456, THIORIDAZINE HCL 25 MG TABLET  ,9,4710
513,47163464, THIORIDAZINE HCL 50 MG TAB     ,9,4710
513,47163472, THIORIDAZINE HCL 100 MG TAB    ,15,4710
513,47163555, MESTINON 60 MG TAB             ,9,4710
513,47163563, METAMUCIL SMOOTH TEXT 3.4GM/DO ,9,4710
513,47163589, METHADONE HCL 10MG TAB         ,10,4710
513,47163597, METHERGINE 0.2 MG TAB          ,9,4710
513,47163605, METHERGINE 0.2 MG/ML INJ       ,77,4710
513,47163613, METHOTREXATE 2.5 MG TABLET     ,20,4710
513,47163647, METHYLENE BLUE 10MG/ML INJ SOL ,75,4710
513,47163662, METROGEL VAGINAL .75% GEL      ,153,4710
513,47163795, MOM 400 MG/5 ML (30CC)SUSP     ,15,4710
513,47163829, MINERAL OIL  STERILE 10 CC     ,69,4710
513,47163837, PRAZOSIN HCL 1 MG CAP          ,9,4710
513,47163894, MIRAPEX 0.125 MG TAB           ,21,4710
513,47163951, MICONAZOLE NITRATE 2% 30GM CRE ,167,4710
513,47163977, MONISTAT 3 200 MG SUP          ,207,4710
513,47164009, ASTRAMORPH PF .5MG/ML-10ML     ,58,4710
513,47164033, MORPHINE 2MG/ML INJ            ,58,4710
513,47164066, IBUPROFEN 200 MG TAB           ,9,4710
513,47164082, IBUPROFEN 400 MG TAB           ,9,4710
513,47164090, IBUPROFEN 600 MG TAB           ,15,4710
513,47164108, IBUPROFEN 800 MG TAB           ,15,4710
513,47164116, MOTRIN 100 MG/5 ML  4 OZ SUS   ,33,4710
513,47164140, MS CONTIN 15 MG TAB            ,22,4710
513,47164157, ACETYLCYSTEINE 20% 4ML         ,90,4710
513,47164165, ACETYLCYSTEINE 10% 4ML         ,77,4710
513,47164173, MVI ONE VIAL INJ               ,99,4710
513,47164207, MYCELEX TROCHE 10 MG LOZENGE   ,20,4710
513,47164215, NEOMYCIN SULF 500 MG TAB       ,14,4710
513,47164231, NYSTOP 100 000 U/GM POWDER     ,143,4710
513,47164256, NYSTATIN 100 000U/ML (5CC) SUS ,14,4710
513,47164264, NYSTATIN 100 000 U/GM CREAM    ,14,4710
513,47164371, EQUILZR GAS RELIE 40MG/.6ML SU ,142,4710
513,47164397, SIMETHICONE 80MG TAB           ,9,4710
513,47164413, MYSOLINE 250 MG TAB            ,9,4710
513,47164454, NAFCILLIN SODIUM 2 GM INJ      ,241,4710
513,47164538, NAPHAZOLINE .10%(15CC)DROP SOL ,184,4710
513,47164553, NAPROSYN 250 MG TAB            ,15,4710
513,47164579, NAPROXEN 500 MG TABLET         ,20,4710
513,47164595, NARCAN 1 MG/ML INJ             ,298,4710
513,47164694, NAVANE 1 MG CAP                ,14,4710
513,47164702, THIOTHIXENE 2 MG CAP           ,9,4710
513,47164710, THIOTHIXENE 5 MG CAP           ,15,4710
513,47164785, TOBRAMYCIN 40MG/ML-2ML INJ     ,17,4710
513,47164959, PHENYLEPHRINE HCL 10MG/ML INJ  ,99,4710
513,47164967, NEO-SYNEPHRINE 1/2 % 15 C DROP ,80,4710
513,47165071, NEORAL 100 MG CAPSULE          ,43,4710
513,47165089, NEORAL 25 MG CAPSULE           ,39,4710
513,47165162, NEPHRO VITE RX TAB             ,9,4710
513,47165212, NEUPOGEN 300 MCG INJECTION     ,1981,4710
513,47165220, NEURONTIN 100MG CAP            ,15,4710
513,47165238, NEURONTIN 300 MG CAP           ,31,4710
513,47165246, NEURONTIN 600 MG TAB           ,39,4710
513,47165261, NEUTRA-PHOS (250 MG) PDR       ,15,4710
513,47165386, NITROPRESS 25MG/ML INJ SOL     ,233,4710
513,47165428, NITRO-BID 1.0GM OINT           ,9,4710
513,47165451, NITRO 50MG/250ML PREMIX INJ    ,252,4710
513,47165485, NITROQUICK .4 MG TAB           ,26,4710
513,47165493, NIZORAL 200 MG TAB             ,25,4710
513,47165501, NIZORAL 2% 15 GM CREAM         ,184,4710
513,47165519, NIZORAL 2% SHAMPOO             ,177,4710
513,47165550, NOLVADEX 10 MG TAB             ,26,4710
513,47165568, NORCURON N/A INJ               ,241,4710
513,47165717, NORMAL SALINE ADD-VANT 50 CC   ,72,4710
513,47165741, NS 0.9% 3000ML SOL             ,120,4710
513,47165766, NS 0.9% MINI-PLUS 100ML        ,120,4710
513,47165832, DESIPRAMINE HCL 50 MG TAB      ,15,4710
513,47165857, NORVASC 5MG TAB                ,33,4710
513,47165865, NORVASC 10 MG TAB              ,36,4710
513,47165956, NYSTATIN/TRIAMCINOLONE 15GM CR ,14,4710
513,47166251, OSCAL 250+D 250 MG-125 IU TAB  ,9,4710
513,47166269, OSCAL-500 500 MG TAB           ,9,4710
513,47166392, NORTRIPTYLINE HCL 10 MG CAP    ,14,4710
513,47166400, NORTRIPTYLINE HCL 25 MG CAP    ,14,4710
513,47166426, PANCREALIPASE 4K-12K-12K       ,9,4710
513,47166442, PAPAVERINE 60 MG/2 ML INJ      ,114,4710
513,47166509, PARLODEL 2.5 MG TAB            ,21,4710
513,47166533, PANCURONIUM BROMIDE 2MG/ML INJ ,161,4710
513,47166541, PAXIL 20 MG TAB                ,36,4710
513,47166558, PAXIL 10 MG TAB                ,39,4710
513,47166632, PEDIAPRED 5 MG/5 ML LIQUID     ,15,4710
513,47166657, PEDIAZOLE 200MG-600MG/5ML SUS  ,184,4710
513,47166681, PEN-VEE K 250 MG TAB           ,9,4710
513,47166699, PEN-VEE K 500 MG TAB           ,9,4710
513,47166798, PENICILLIN GK 5 MIL UNIT INJ   ,125,4710
513,47166830, PEPCID 20 MG TAB               ,26,4710
513,47166855, PEPCID 20 MG/ 2C INJECTION     ,161,4710
513,47166970, CYPROHEPTADINE HYDROCHL 4MG TA ,9,4710
513,47167168, PHENERGAN 25 MG TAB            ,14,4710
513,47167184, PROMETHAZINE HCL 25MG/ML INJ   ,58,4710
513,47167192, PROMETHAZINE HCL 50MG/ML INJ   ,58,4710
513,47167200, PHENERGAN 12.5 MG SUP          ,21,4710
513,47167218, PHENERGAN 25 MG SUP            ,21,4710
513,47167234, PROMETHAZINE 6.25MG/5ML SYR    ,11,4710
513,47167259, CODEINE/PROMETHZNE 10MG/5ML SY ,10,4710
513,47167291, PHENOBARBITAL 100 MG TAB       ,10,4710
513,47167317, PHENOBARBITAL 30 MG TAB        ,10,4710
513,47167358, PHENOBARBITAL SODI 65MG/ML INJ ,75,4710
513,47167366, PHENOBARBITAL 20MG/5ML ELIXIR  ,11,4710
513,47167374, PHENYTOIN 50 MG/ML INJ         ,17,4710
513,47167416, PHOSLO 667 MG TAB              ,9,4710
513,47167440, PILOCAR OPTH 1 % 15ML DROPS    ,376,4710
513,47167515, PITOCIN 10 UNITS/C INJECTION   ,58,4710
513,47167531, VASOPRESSIN 20U/ML INJ SOL     ,230,4710
513,47167564, HYDROXYCHLQUINE SULF 200MG TAB ,15,4710
513,47167614, PLAVIX 75 MG TAB               ,39,4710
513,47167622, PLENDIL 5MG TAB                ,26,4710
513,47167630, PLETAL 100 MG TAB              ,26,4710
513,47167697, POLY-VI-SOL(5ML) ELIXIR        ,11,4710
513,47167705, POLYMYXIN 500 000 UNITS INJ    ,161,4710
513,47167721, POLYSPORIN 500U/GM(15 GM) OIN  ,50,4710
513,47167739, POLYSPORIN 500 U/GM (10GM) POW ,97,4710
513,47167747, POLYTRIM 10 000U/ML(10CC) DROP ,184,4710
513,47167796, POTASSIUM PHOSPHATE 15 MM INJ  ,58,4710
513,47167838, PRANDIN 1 MG TAB               ,21,4710
513,47167853, PREDNISOLONE ACE 1% OPHT 1ML   ,121,4710
513,47167879, PREDNISOLONE 5 MG TAB          ,9,4710
513,47167895, PREDNISONE 10 MG TAB           ,9,4710
513,47167903, PREDNISONE 20 MG TAB           ,9,4710
513,47167929, PREDNISONE 1 MG TAB            ,9,4710
513,47167945, PRELONE 15 MG/5 ML SYRUP       ,26,4710
513,47167952, PREMARIN 0.3 MG TAB            ,9,4710
513,47167960, PREMARIN 0.625 MG TAB          ,9,4710
513,47167978, PREMARIN 1.25 MG TAB           ,9,4710
513,47168018, PREPARATION H NA OINTMENT      ,56,4710
513,47168091, PRINIVIL(ZESTRIL) 5MG TAB      ,21,4710
513,47168109, PRINIVIL(ZESTRIL) 10MG TAB     ,21,4710
513,47168117, PRINIVIL(ZESTRIL) 20MG TAB     ,14,4710
513,47168174, PROCARDIA XL 30MG TAB SLOW REL ,33,4710
513,47168182, PROCARDIA XL 60MG TAB SLOW REL ,36,4710
513,47168190, NIFEDIPINE ER 90MG TAB SLW REL ,36,4710
513,47168208, NIFEDIPINE(PROCARDIA) 10MG CAP ,9,4710
513,47168216, PROCRIT/EPOGEN 3 000 UN/ML INJ ,392,4710
513,47168224, PROCRIT/EPOGEN 10 000 UNITS    ,701,4710
513,47168232, PROCRIT/EPOGEN 2 000 UNITS     ,287,4710
513,47168240, PROCRIT/EPOGEN 4 000 UNITS     ,603,4710
513,47168281, PROGESTERONE IN OIL 50MG INJ   ,114,4710
513,47168299, FLUPHENAZINE HCL 1 MG TAB      ,15,4710
513,47168315, FLUPHENAZINE HCL 5 MG TAB      ,21,4710
513,47168331, PROLIXIN D SYRINGE 25 MG INJ   ,233,4710
513,47168414, PRONESTYL 100 MG/CC INJECTION  ,233,4710
513,47168463, PROPYLTHIOURACIL 50 MG TABLET  ,9,4710
513,47168471, PROSCAR 5 MG TAB               ,35,4710
513,47168554, NEOSTIGMINE 1MG/ML INJ         ,58,4710
513,47168596, PROTAMINE 50MG/5ML INJ         ,135,4710
513,47168604, FLAGYL(PROTOSTAT) 500 MG TAB   ,15,4710
513,47168620, VOSPIRE(PROVENTIL) 4MG TAB     ,15,4710
513,47168646, ALBUTEROL .083% 3ML            ,33,4710
513,47168661, ALBUTEROL(PROVENTIL)2 MG TAB   ,15,4710
513,47168679, ALBUTEROL SULFATE 2 MG/5ML SYR ,14,4710
513,47168695, MEDROXYPROGESTERONE 2.5 MG TAB ,9,4710
513,47168703, PROZAC 10 MG CAP               ,36,4710
513,47168711, PROZAC 20 MG CAP               ,20,4710
513,47168778, PURINETHOL 50 MG TABLET        ,33,4710
513,47168794, PYRAZINAMIDE 500 MG TAB        ,15,4710
513,47168802, PYRIDIUM 100 MG TABLET         ,9,4710
513,47168810, PHENAZOPYRIDINE HCL 200 MG TAB ,15,4710
513,47168851, QUESTRAN LIGHT 4GM/5GM  POWDER ,37,4710
513,47168976, REGITINE 5 MG/CC INJECTION     ,322,4710
513,47168984, METOCLOPRAMIDE HCL 10 MG TAB   ,9,4710
513,47168992, METOCLOPRAMIDE HCL 5MG/ML INJ  ,99,4710
513,47169032, METOCLOPRAMIDE 10MG/10ML SYRUP ,21,4710
513,47169081, REMERON 30 MG TAB              ,39,4710
513,47169131, TEMAZEPAM(RESTORIL)15 MG CAP   ,10,4710
513,47169149, TEMAZEPAM(RESTORIL)30 MG CAP   ,10,4710
513,47169180, REVIA 50 MG TABLET             ,35,4710
513,47169222, RIFAMPIN(RIMACTANE)300 MG CAP  ,26,4710
513,47169271, RISPERDAL 1 MG TAB             ,36,4710
513,47169289, RISPERDAL 3 MG TAB             ,42,4710
513,47169297, RISPERDAL 1MG/ ML SOLUTION     ,14,4710
513,47169305, RISPERDAL 2 MG TAB             ,36,4710
513,47169313, RISPERDAL 0.5 MG TAB           ,39,4710
513,47169321, RITALIN 10 MG TABLET           ,10,4710
513,47169354, METHOCARBAMOL(ROBXIN)500MG TAB ,9,4710
513,47169362, METHOCARBAMOL(ROBAXN)750MG TAB ,15,4710
513,47169396, ROBINUL 1 MG TAB               ,9,4710
513,47169404, ROBINUL 0.2 MG/ML INJECTION    ,58,4710
513,47169420, GUAIFENESIN 200MG/10ML LIQ     ,10,4710
513,47169461, DXTRMETHRPHN/GUAIFENES 10MG SY ,11,4710
513,47169487, ROCALTROL 0.25 MCG CAP         ,33,4710
513,47169503, ROCEPHIN 250 MG INJ            ,221,4710
513,47169511, ROCEPHIN 500 MG INJ            ,298,4710
513,47169545, ROCEPHIN VIAL 2 GRAM INJ       ,719,4710
513,47169552, ROCEPHIN VIAL 1 GM INJ         ,428,4710
513,47169560, ROMAZICON 0.1MG/ML 5 ML INJ    ,287,4710
513,47169701, SANDOSTATIN 100 MCG/ML INJ     ,345,4710
513,47169792, SELENIUM SULFIDE .025 4 OZ LOT ,34,4710
513,47169800, SENNA CONCENTRATE 8.6 MG TAB   ,4,4710
513,47169818, BUPIVACAINE MPF 0.5% 10ML INJ  ,135,4710
513,47169826, SENSORCAINE MPF W/EPIN .25% SO ,155,4710
513,47169834, SENSORCAINE-MPF .75%(SPINL)SOL ,174,4710
513,47169867, SMZ TMP 80MG-16MG/10ML INJ     ,161,4710
513,47169941, SEROQUEL 100 MG TAB            ,39,4710
513,47169958, SEROQUEL 25 MG TAB             ,39,4710
513,47170006, SILVADENE .01 (20 GM) CREAM    ,136,4710
513,47170055, SINEMET 10 MG-100 MG TAB       ,9,4710
513,47170063, CARBIDOPA/LEVODPA 25/100MG TAB ,15,4710
513,47170071, SINEMET 25 MG-250 MG TAB       ,15,4710
513,47170097, DOXEPIN HCL 10 MG CAP          ,9,4710
513,47170121, DOXEPIN HCL 25 MG CAP          ,9,4710
513,47170139, DOXEPIN HCL 50 MG CAP          ,9,4710
513,47170162, SINGULAIR 10 MG TAB            ,39,4710
513,47170261, KCL 8MEQ TAB ER                ,9,4710
513,47170295, SODIUM ACETATE 2ML 40MEQ INJ   ,119,4710
513,47170345, NS 23.4% 120MEQ/30ML SOL       ,17,4710
513,47170360, NS 0.45% 1000ML SOL            ,147,4710
513,47170378, NS 0.9% 1000ML SOL             ,17,4710
513,47170386, NS 0.45% 500ML SOL             ,65,4710
513,47170402, NS 3.0% 500ML SOL              ,76,4710
513,47170436, SODIUM SULAMYD .1 (15C DRP)SOL ,138,4710
513,47170493, SOLU-CORTEF(A HYDROCO)100MG IN ,119,4710
513,47170592, SOLU-MEDROL(AMETHAPR)40MG INJ  ,140,4710
513,47170808, TRIFLUOPERAZINE HCL 1MG TAB    ,9,4710
513,47170824, TRIFLUOPERAZINE HCL 5 MG TAB   ,9,4710
513,47170840, WATER FOR INJECTION SOL        ,132,4710
513,47171087, FENTANYL CITRATE .05MG/ML-2ML  ,111,4710
513,47171103, PSEUDOEPHEDRINE HCL 30 MG TAB  ,9,4710
513,47171285, AMANTADINE HCL 100 MG CAP      ,15,4710
513,47171335, LEVOTHYROXINE SODI .025MG TAB  ,9,4710
513,47171343, LEVOTHROID .05 MG TAB          ,9,4710
513,47171350, LEVOXYL .1 MG TAB              ,9,4710
513,47171368, LEVOTHROID .125 MG TABLET      ,9,4710
513,47171376, SYNTHROID 0.15 MG TABLET       ,9,4710
513,47171384, LEVOTHROID .2 MG TABLET        ,9,4710
513,47171392, LEVOTHYROXINE SODI 200 MCG INJ ,589,4710
513,47171400, SYNTHROID 0.075 MG TAB         ,9,4710
513,47171574, TAMBOCOR 100 MG TAB            ,21,4710
513,47171582, TAPAZOLE 5MG TAB               ,9,4710
513,47171673, TEGRETOL 100 MG TAB            ,9,4710
513,47171681, TEGRETOL 200 MG TAB            ,9,4710
513,47171715, TEGRETOL 100 MG/5 ML SUSP      ,10,4710
513,47171780, ATENOLOL(TENORMIN) 50 MG TAB   ,26,4710
513,47171871, BENZONATATE 100 MG CAP         ,9,4710
513,47171897, TETANUS TOXOID 5UN 0.5ML       ,77,4710
513,47171905, TETRACAINE 0.5% 15ML OPHT DROP ,65,4710
513,47171913, TETRACYCLINE HCL 250MG CAP     ,9,4710
513,47171970, THEO-24 300MG TAB SLW REL      ,9,4710
513,47171988, THEODUR 100MG TAB SLW REL      ,9,4710
513,47171996, THEODUR 200MG TAB SLW REL      ,9,4710
513,47172085, THEOPHYLLIN 80MG/15ML(30CC)ELI ,68,4710
513,47172127, THERAPEUTIC W/MINERALS TAB     ,4,4710
513,47172150, VITAMIN B1 100 MG TAB          ,9,4710
513,47172176, THIAMINE 100 MG INJECTION      ,58,4710
513,47172192, CHLORPROMAZINE HCL 10 MG TAB   ,9,4710
513,47172200, CHLORPROMAZINE HCL 100 MG TAB  ,9,4710
513,47172218, CHLORPROMAZINE HCL 25 MG TAB   ,9,4710
513,47172226, CHLORPROMAZINE HCL 50MG TAB    ,9,4710
513,47172242, CHLORPROMAZINE HCL 25MG/ML INJ ,140,4710
513,47172275, THROMBINAR 5 000 U TOPICAL     ,288,4710
513,47172390, TRIMETHOBENZAMDE HCL 200MG/2ML ,119,4710
513,47172507, TNKASE 50 MG INJ               ,9360,4710
513,47172515, TOBRADEX 2.5ML OPHTHALMIC      ,177,4710
513,47172523, TOBREX OPTHALMIC DROPS 0.3 % D ,14,4710
513,47172549, IMIPRAMNE HCL(TOFRNL)10 MG TAB ,9,4710
513,47172556, IMIPRAMINE HCL 25 MG TAB       ,9,4710
513,47172663, TOPAMAX 25 MG TAB              ,39,4710
513,47172671, TOPAMAX 100 MG TAB             ,39,4710
513,47172697, TOPROL XL 50MG TAB SLW REL     ,15,4710
513,47172705, TORADOL TUBEX 60MG INJ         ,202,4710
513,47172713, TORADOL VIAL 30MG INJ          ,180,4710
513,47172747, TRACE ELEMENTS 1 VIAL INJ      ,99,4710
513,47172754, ATRACURIUM 10MG/ML INJ         ,202,4710
513,47172770, LABETALOL HCL 100 MG TAB       ,15,4710
513,47172788, LABETALOL HCL 200 MG TAB       ,15,4710
513,47172804, LABETALOL HCL 5MG/ML-20ML INJ  ,252,4710
513,47172812, NITROGLYCERIN TRANSDERMAL .1MG ,25,4710
513,47172820, NITROGLYCERIN .2MG/HR TOPICAL  ,25,4710
513,47172838, NITRO DUR .4MG/HR TOPICAL      ,26,4710
513,47172887, TRENTAL 400 MG TAB             ,15,4710
513,47172903, TRIAMCIN-A .1% 15GR CRE        ,107,4710
513,47172960, TRICOR 54MG TAB                ,26,4710
513,47173018, PERPHENAZINE 4 MG TAB          ,9,4710
513,47173075, TRIPLE DYE(TOPICAL) SOL        ,14,4710
513,47173141, TRUSOPT 2% DROPS 10ML          ,61,4710
513,47173190, TUMS (CA CARBONATE) 500 MG TAB ,9,4710
513,47173307, TYLENOL 325MG TAB              ,3,4710
513,47173349, TYLENOL 80MG/.8ML DROPS INFANT ,9,4710
513,47173364, ACETAMIN 160MG/5ML ELIX        ,10,4710
513,47173380, TYLENOL XT 500MG TAB           ,9,4710
513,47173398, ACETAMIN 120MG SUP INFANT      ,15,4710
513,47173414, ACETAMIN 325MG SUP             ,15,4710
513,47173422, ACETAMIN 650MG SUP             ,15,4710
513,47173430, ACETAMIN/COD (120-12MG)/5ML    ,10,4710
513,47173448, TYLENOL/COD #3 300-30MG TAB    ,10,4710
513,47173513, ULTRAM 50 MG TAB               ,20,4710
513,47173521, UNASYN 1GM-.5GM INJ            ,202,4710
513,47173539, BETHANECHOL CHLORIDE 10 MG TAB ,9,4710
513,47173547, BETHANECHOL CHLORIDE 25 MG TAB ,9,4710
513,47173661, DIAZEPAM(VALIUM) 5 MG TAB      ,9,4710
513,47173679, DIAZEPAM(VALIUM) 5MG/ML INJ    ,140,4710
513,47173703, VANCOCIN 1 GRAM INJECTION      ,608,4710
513,47173729, VANCOMYCIN HCL 500MG INJ       ,325,4710
513,47173737, PETROLATUM(30GM) GEL OIN       ,14,4710
513,47173810, VASOTEC 10 MG TAB              ,21,4710
513,47173828, VASOTEC 5 MG TAB               ,21,4710
513,47174099, DOXYCYCLINE HYCLATE 100 MG CAP ,39,4710
513,47174131, HYDROCOD/APAP(VICODIN)750MGTAB ,15,4710
513,47174149, HYDROCOD/APAP2/500MG(VICOD)TAB ,10,4710
513,47174289, HYDROXYZINE PAMOATE 25 MG CAP  ,15,4710
513,47174297, HYDROXYZINE PAMOATE 50 MG CAP  ,15,4710
513,47174313, HYDROXYZINE HCL 50MG/ML INJ    ,99,4710
513,47174339, VITAMIN B12 1000MCG INJ        ,17,4710
513,47174347, VITAMIN B12 1000MCG TAB        ,17,4710
513,47174354, VITAMIN B6 50MG TAB            ,14,4710
513,47174370, VITAMIN C 500 MG TAB           ,9,4710
513,47174388, VITAMIN E 400IU CAP            ,6,4710
513,47174446, VOLTAREN 75 MG TABLET          ,26,4710
513,47174453, VOLTAREN .001 (DROP) SOL       ,153,4710
513,47174461, WATER FOR INJ 20 CC INJ        ,17,4710
513,47174479, WELLBUTRIN 100 MG TABLET       ,15,4710
513,47174487, WELLBUTRIN 75 MG TAB           ,15,4710
513,47174495, WELLBUTRIN SR 100MG TAB SLW RE ,33,4710
513,47174503, WELLBUTRIN SR 150MG TAB SLW RE ,37,4710
513,47174636, ALPRAZOLAM .25 MG TAB          ,9,4710
513,47174644, ALPRAZOLAM .5MG TAB            ,9,4710
513,47174651, ALPRAZOLAM 1 MG TAB            ,9,4710
513,47174669, LIDOCAINE 1% 20ML SOL IV       ,161,4710
513,47174685, LIDOCAINE 5% 35GR OIN TP       ,89,4710
513,47174743, LIDOCAINE 2% 10ML GEL TP       ,123,4710
513,47174750, LIDOCAINE 2% 20ML SOL MM       ,11,4710
513,47174776, LIDOCAINE-EP 1:100K-1% 20ML    ,179,4710
