St. Vincent Medical Center # 106190762,,,
SVMC Dept#,Charge Number,Charge Description, 06/01/18 Default Price 
00,0030122,INTENSIVE CARE DICU," $13,985.00 "
00,0030379,INTENSIVE CARE ICU," $13,985.00 "
00,0030627,INTENSIVE CARE ICU M/S," $13,985.00 "
00,0030635,INTENSIVE CARE TCSU," $13,985.00 "
00,0030148,INTENSIVE CARE UNIT-ICSU," $13,985.00 "
12,1206796,INTERG DVC EVAL F2F1/DUAL/MLT/ DFB, $729.00 
21,2110278,INTERG DVC EVAL F2F1/DUAL/MLT/ DFB, $729.00 
21,2110286,INTERG DVC EVAL F2F1/DUAL/MLT/ DFB, $729.00 
12,1206747,INTERMEDIATE PROCEDURE(S)-ER," $1,500.00 "
18,1809508,INTERNAL CARDIOVERSION," $2,387.00 "
19,1971787,INTERNAL FIXATION DEVICE (501-600)," $2,516.00 "
08,0810549,INTERSTITIAL RAD APPLY COMPLEX," $4,908.00 "
18,1869544,INTRACARDIAC ECHOCARDIOGRAPHY," $7,009.00 "
18,1800705,INTRACARDIAC MAPPING," $14,446.00 "
08,0810515,INTRACAVITARY RAD APPLY COMPLEX," $1,985.00 "
08,0810507,INTRACAVITARY RAD APPLY INTERMD," $1,490.00 "
08,0811208,INTRACAVITARY RAD APPLY SIMPLE," $1,490.00 "
18,1801760,INTRAVASCULAR DISTAL BLOOD FLOW VEL," $5,810.00 "
48,4801569,INTRINSIC FACTOR ANTIBODIES [AP, $16.41 
03,0300434,INTRO CATH ART RT HEART PULMONARY," $3,673.00 "
03,0337253,INTRO CATH SUP/INF VENA CAVA," $4,806.00 "
18,1801125,INTRO CATH SUP/INF VENA CAVA," $4,806.00 "
03,0337105,INTRO NDL/CATH ARTERY UPR/LWR EXT," $3,095.00 "
18,1870260,INTRO NDL/CATH ARTERY UPR/LWR EXT," $3,095.00 "
03,0301960,INTRO NEDL/CATH W/CONT DIALYS ANGIO," $16,871.00 "
13,1302538,INTRO NEDL/CATH W/CONT DIALYS ANGIO," $16,871.00 "
18,1809722,INTRO NEDL/CATH W/CONT DIALYS ANGIO," $16,871.00 "
03,0304733,INTRO NEDL/CATH W/CONT DIALYSIS CIR," $2,791.00 "
03,0304741,INTRO NEDL/CATH W/CONT DIALYSIS CIR," $34,098.00 "
19,1917202,INTRO/SHEATH GDNG FIXED (1501-2000)," $7,033.00 "
19,1920925,INTRO/SHEATH GUIDNG FIXED (201-250), $832.00 
18,1803659,INTRO/SHEATH GUIDNG FIXED (701-800)," $3,391.00 "
19,1939297,INTRO/SHEATH NONGUIDNG (51-100), $384.00 
18,1803519,INTRO/SHEATH NON-LASER (101-150), $603.00 
18,1802339,INTRO/SHEATH NON-LASER (11-50), $166.00 
19,1982305,INTRO/SHEATH NON-LASER (11-50), $166.00 
19,1917723,INTRO/SHEATH NON-LASER (2.5-3K)," $10,783.00 "
19,1983105,INTRO/SHEATH NON-LASER (201-250), $832.00 
18,1803022,INTRO/SHEATH NON-LASER (301-400)," $1,641.00 "
19,1980960,INTRO/SHEATH NON-LASER (301-400)," $1,641.00 "
19,1915081,INTRO/SHEATH NON-LASER (401-500)," $2,079.00 "
18,1810654,INTRO/SHEATH NON-LASER (501-600)," $2,516.00 "
19,1917608,INTRO/SHEATH NON-LASER (501-600)," $2,516.00 "
18,1810613,INTRO/SHEATH NON-LASER (51-100), $384.00 
19,1917632,INTRO/SHEATH NON-LASER (51-100), $384.00 
18,1800077,INTRO/SHEATH NON-LASER (601-700)," $2,954.00 "
19,1924018,INTRO/SHEATH NON-LASER (701-800)," $3,391.00 "
19,1917005,INTRO/SHTH STRBLE NO PEEL (501-600)," $2,516.00 "
18,1802289,INTRODUCE NEEDLE/INTRACATHETER VEIN, $466.00 
19,1922947,INTRODUCER ARTERIAL STRYKER, $15.00 
19,1910355,INTRODUCER SHEATH AFX," $1,423.00 "
18,1801893,INTRODUCER SHEATH STEER," $2,975.00 "
19,1915677,INTRODUCER SHEATH W/HYDRO COAT MDTR," $1,094.00 "
54,5400460,INTRODUCER STYLET BARD, $140.00 
19,1982842,"INTRODUCER, FLEXOR CHECKFLO COOK", $239.00 
19,1922020,"INTRODUCER,DAIG", $376.00 
19,1939271,"INTRODUCER,PACEMAKER SUPL", $263.00 
03,0337121,INTRODUCTION OF CATHETER AORTA," $7,777.00 "
18,1801091,INTRODUCTION OF CATHETER AORTA," $7,777.00 "
12,1201078,INTUBATION GASTRIC TREATMENT," $2,308.00 "
06,0601021,IONTOPHORESIS, $257.00 
29,2900355,IPPB CIRCUIT, $19.00 
94,9407610,IPRATROPIUM 0.02% INH 2.5ML, $20.00 
94,9407628,IPRATROPIUM 0.03% NAS SPR 30ML, $250.00 
94,9407636,IPRATROPIUM 0.06% NAS SPR 15ML, $245.00 
94,9407644,IPRATROPIUM HFA 17MCG 12.9G, $480.00 
13,1300011,IR PROCEDURE LEVEL I, $930.00 
13,1300029,IR PROCEDURE LEVEL II," $3,053.00 "
13,1300037,IR PROCEDURE LEVEL III," $10,589.00 "
13,1300045,IR PROCEDURE LEVEL IV," $15,133.00 "
13,1300052,IR PROCEDURE LEVEL V," $32,382.00 "
94,9415597,IRBESARTAN 150MG TABLET, $31.25 
01,0102293,IRON BINDING CAPACITY, $270.00 
94,9403452,IRON DEXTRAN 50MG/ML 2ML INJ, $247.50 
94,9403486,IRON SUCROSE 20MG/ML 5ML INJ, $285.00 
94,9463787,ISAVUCONAZONIUM SULFATE 372MG INJ," $1,096.25 "
08,0898494,ISODOSE BRACHYTHERAPY PLAN COMPLEX," $3,759.00 "
08,0898486,ISODOSE BRACHYTHERAPY PLAN INTERMED," $9,214.00 "
08,0898478,ISODOSE BRACHYTHERAPY PLAN SIMPLE," $6,840.00 "
08,0898452,ISODOSE PLAN 1-2 PORT W/CALC-SIMPLE," $1,886.00 "
08,0898460,ISODOSE TELETHERAPY PLAN COMPLEX," $8,335.00 "
94,9453689,"ISOFLURANE INHALATION GAS, 1ML", $17.50 
94,9415621,ISONIAZID 100MG TABLET, $8.00 
94,9415639,ISONIAZID 300MG TABLET, $10.00 
94,9407677,ISOPROTERENOL 0.2MG/ML 5ML AMP," $8,078.75 "
94,9415662,ISOSORBIDE DIN 40MG ER TAB, $15.00 
94,9415670,ISOSORBIDE DINITRATE 10MG TAB, $15.00 
94,9415696,ISOSORBIDE DINITRATE 20MG TAB, $25.00 
94,9415704,ISOSORBIDE DINITRATE 30MG TAB, $17.00 
94,9415712,ISOSORBIDE DINITRATE 40MG TAB, $27.50 
94,9415720,ISOSORBIDE DINITRATE 5MG TAB, $8.75 
94,9415753,ISOSORBIDE MONO 20MG TAB, $11.25 
94,9415761,ISOSORBIDE MONO 30MG ER TABLET, $20.00 
94,9415779,ISOSORBIDE MONO 60MG ER TABLET, $12.00 
94,9448879,ISOSULFAN BLUE 1% INJ 5ML," $3,080.00 "
94,9415837,ITRACONAZOLE 100MG CAPSULE, $132.50 
94,9407701,ITRACONAZOLE 10MG/1ML SOL, $21.25 
12,1203728,IV DRUG INFUSION 1ST HR, $819.00 
24,2401073,"IV DRUG INFUSION, 1ST HR", $819.00 
27,2701357,"IV DRUG INFUSION, 1ST HR 4ICU", $819.00 
27,2700946,"IV DRUG INFUSION, 1ST HR 6MS", $819.00 
27,2701597,"IV DRUG INFUSION, 1ST HR -7KP", $819.00 
27,2700771,"IV DRUG INFUSION, 1ST HR 7MS", $819.00 
27,2700433,"IV DRUG INFUSION, 1ST HR 7ONC", $819.00 
27,2700607,"IV DRUG INFUSION, 1ST HR TELE", $819.00 
24,2401099,"IV DRUG SEQ'L, UP TO 1 HR", $395.00 
27,2701373,"IV DRUG SEQ'L, UP TO 1 HR 4ICU", $395.00 
27,2700961,"IV DRUG SEQ'L, UP TO 1 HR 6MS", $395.00 
27,2701613,"IV DRUG SEQ'L, UP TO 1 HR -7KP", $395.00 
27,2700797,"IV DRUG SEQ'L, UP TO 1 HR 7MS", $395.00 
27,2700458,"IV DRUG SEQ'L, UP TO 1 HR 7ONC", $395.00 
27,2700623,"IV DRUG SEQ'L, UP TO 1 HR TELE", $395.00 
12,1203744,"IV DRUG SEQ'L, UP TO 1HR", $395.00 
24,2400901,IV HYDRATION 1ST HR, $819.00 
27,2701308,IV HYDRATION 1ST HR 4ICU, $819.00 
27,2700896,IV HYDRATION 1ST HR 6MS, $819.00 
27,2701571,IV HYDRATION 1ST HR -7KP, $819.00 
27,2700722,IV HYDRATION 1ST HR 7MS, $819.00 
27,2700383,IV HYDRATION 1ST HR 7ONC, $819.00 
27,2700557,IV HYDRATION 1ST HR TELE, $819.00 
12,1203678,IV HYDRATION 31MIN TO 1HR, $819.00 
12,1203686,IV HYDRATION EA ADDL HR, $428.00 
24,2400927,IV HYDRATION EA ADDL HR, $428.00 
27,2701316,IV HYDRATION EA ADDL HR 4ICU, $428.00 
27,2700904,IV HYDRATION EA ADDL HR 6MS, $428.00 
27,2701589,IV HYDRATION EA ADDL HR -7KP, $428.00 
27,2700730,IV HYDRATION EA ADDL HR 7MS, $428.00 
27,2700391,IV HYDRATION EA ADDL HR 7ONC, $428.00 
27,2700565,IV HYDRATION EA ADDL HR TELE, $428.00 
12,1203736,IV INF THER/PROP/DX EA ADDL HR, $395.00 
24,2401081,IV INF THER/PROP/DX EA ADDL HR, $395.00 
27,2701365,IV INF THER/PROP/DX EA ADDL HR 4ICU, $395.00 
27,2700953,IV INF THER/PROP/DX EA ADDL HR 6MS, $395.00 
27,2701605,IV INF THER/PROP/DX EA ADDL HR 7KP, $395.00 
27,2700789,IV INF THER/PROP/DX EA ADDL HR 7MS, $395.00 
27,2700441,IV INF THER/PROP/DX EA ADDL HR 7ONC, $395.00 
27,2700615,IV INF THER/PROP/DX EA ADDL HR TELE, $395.00 
27,2701472,IV INJ SAME DRUG> 30MINS 4ICU, $327.00 
27,2701241,IV INJ SAME DRUG> 30MINS 6MS, $327.00 
27,2701662,IV INJ SAME DRUG> 30MINS -7KP, $327.00 
27,2701274,IV INJ SAME DRUG> 30MINS 7MS, $327.00 
27,2701282,IV INJ SAME DRUG> 30MINS 7ONC, $327.00 
27,2701258,IV INJ SAME DRUG> 30MINS TELE, $327.00 
12,1203702,"IV PUSH, ADD'L SEQ'L", $341.00 
24,2401065,"IV PUSH, ADD'L SEQ'L", $341.00 
27,2701340,"IV PUSH, ADD'L SEQ'L 4ICU", $341.00 
27,2700938,"IV PUSH, ADD'L SEQ'L 6MS", $341.00 
27,2701654,"IV PUSH, ADD'L SEQ'L -7KP", $341.00 
27,2700763,"IV PUSH, ADD'L SEQ'L 7MS", $341.00 
27,2700425,"IV PUSH, ADD'L SEQ'L 7ONC", $341.00 
27,2700599,"IV PUSH, ADD'L SEQ'L TELE", $341.00 
12,1203694,"IV PUSH, SINGLE", $347.00 
24,2400943,"IV PUSH,SINGLE", $347.00 
27,2701324,"IV PUSH,SINGLE 4ICU", $347.00 
27,2700912,"IV PUSH,SINGLE 6MS", $347.00 
27,2701647,"IV PUSH,SINGLE -7KP", $347.00 
27,2700748,"IV PUSH,SINGLE 7MS", $347.00 
27,2700409,"IV PUSH,SINGLE 7ONC", $347.00 
27,2700573,"IV PUSH,SINGLE TELE", $347.00 
24,2401263,IV SET SMARTSITE EXTENSN, $15.00 
30,3007374,IV SET SMARTSITE EXTENSN, $15.00 
94,9415852,IVERMECTIN 3MG TABLET, $46.25 
94,9459256,IVIG (CARIMUNE NF) 12G PWVL," $5,163.75 "
94,9459272,IVIG (CARIMUNE NF) 6G PWVL," $2,626.25 "
94,9464413,IVIG (GAMMAGARD) 10G/100ML," $5,966.25 "
94,9464421,IVIG (GAMMAGARD) 20G/200ML," $11,845.00 "
94,9463589,IVIG (GAMMAKED) 10G/100ML," $5,516.25 "
94,9462813,IVIG (GAMUNEX-C) 10G/100ML," $4,700.00 "
94,9464660,IVIG (GAMUNEX-C) 5G/50ML," $2,393.75 "
18,1801851,IVUS (NON-CORONARY) W/IMAG INIT VSL," $2,579.00 "
18,1809599,IVUS (NON-CORONARY) W/IMAG INIT VSL," $4,206.00 "
54,5400296,IVUS (NON-CORONARY) W/IMAG INIT VSL," $2,579.00 "
03,0301192,IVUS DX EVAL/THERA INTERV 1ST VESEL," $7,223.00 "
18,1800440,IVUS DX EVAL/THERA INTERV 1ST VESEL," $7,223.00 "
18,1800457,IVUS DX EVAL/THERA INTERV EA ADDTNL," $11,518.00 "
03,0300996,IVUS IMAGING CATHETER," $4,856.00 "
13,1300938,IVUS IMAGING CATHETER," $4,856.00 "
18,1810472,IVUS IMAGING CATHETER," $4,856.00 "
18,1801869,IVUS(NON-CORONARY) W/IMAG EA ADD VS," $2,851.00 "
18,1809607,IVUS(NON-CORONARY) W/IMAG EA ADD VS," $2,851.00 "
19,1914704,JOINT DEVICE (3001-3500)," $12,658.00 "
19,1980333,JOINT DEVICE (5001-5500)," $17,626.00 "
19,1977651,JOINT DEVICE (5501-6000)," $19,126.00 "
19,1917327,JOINT REAMER (251-300)," $1,007.00 "
94,9437724,K PHOS 3MMOL/ML INJ 15 ML VIAL, $57.00 
94,9437732,K PHOS 4.4MEQ/ML INJ 15ML VIAL, $57.00 
19,1977503,K WIRE STRYKER, $354.00 
19,1936483,K WIRES, $175.00 
94,9442575,KALETRA 200-50MG TABLET, $63.75 
94,9445842,KALETRA ORAL SOL 5ML, $93.75 
94,9438581,KAYEXALATE 15 G/60ML SUSP, $71.25 
94,9438565,KAYEXALATE 750MG/ML SUSP 20ML, $136.25 
94,9426297,KCL 10 MEQ D5-NS0.45% 1L, $132.00 
94,9438672,KCL 10MEQ SR TABLET, $12.00 
94,9437229,KCL 10MEQ/STER WATER INJ 50ML, $110.00 
94,9438706,KCL 20MEQ SR TABLET, $14.00 
94,9440249,KCL 20MEQ/1000ML NS INJ, $132.00 
94,9437658,KCL 20MEQ/15ML ORAL SOL 15ML, $96.00 
94,9437302,KCL 20MEQ/1L D5-NS INJECTION, $132.00 
94,9437179,KCL 20MEQ/STERILE WATER 100ML, $110.00 
94,9437286,KCL 30MEQ/1L D5-1/2NS INJ, $132.00 
94,9426370,KCL 40MEQ D5NS IV 1000ML, $130.00 
94,9437294,KCL 40MEQ/1L D5-1/2NS INJ, $132.50 
94,9437203,KCL 40MEQ/20ML INJECTION, $43.00 
94,9437187,KCL 40MEQ/STER WATER INJ 100ML, $110.00 
19,1935790,KEEPERS, $86.00 
94,9416397,KEPPRA 100MG/ML ORAL SOL 5ML, $53.00 
04,0433516,KERLIX ROLL, $28.00 
94,9407743,KETAMINE 100MG/ML 5ML INJ, $91.25 
94,9415878,KETOCONAZOLE 2% CREAM 15G, $177.00 
01,0102004,KETONE BODIES SERUM QUALITATIVE, $207.00 
01,0101576,KETONE BODIES SERUM QUANTITATIVE, $83.00 
94,9415928,KETOROLAC 0.5% OPHTH SOL 3ML, $338.75 
94,9403585,KETOROLAC 30MG/1ML INJECTION, $39.00 
94,9403593,KETOROLAC 30MG/ML 2ML INJ MDV, $75.00 
19,1917822,KIDNEY ACQUISITION - CADAVER," $128,250.00 "
19,1917830,KIDNEY ACQUISITION - LIVE," $128,250.00 "
02,0202044,KIDNEY IMG MORPH VASC F/F 1 W/RX," $2,870.00 "
02,0201418,KIDNEY IMG MORPH VASC FLOW 1 W/O RX," $3,701.00 "
02,0202051,KIDNEY IMG VASC F/F MULTI W&W/O RX," $2,817.00 "
19,1900281,KIT  JACKSON, $223.00 
19,1914662,KIT 3V DISPOSABLE GLOBUS MED," $12,285.00 "
19,1910900,KIT ACCESS PEDICLE GLOBUS," $4,759.00 "
12,1215300,KIT CENTRAL LINE DRESSING, $40.00 
30,3001252,KIT CRANIAL ACCESS (301-400)," $1,641.00 "
30,3001807,KIT CRANIAL ACCESS 500075," $1,396.00 "
19,1917095,KIT DISP PRP (301-400)," $1,641.00 "
19,1908052,KIT DISP SURGICAL (501-600)," $2,516.00 "
19,1976281,KIT DRILL PIN TRIM IT ARX, $494.00 
19,1915776,KIT ENDOBUTTON CL ULT 1.2," $1,152.00 "
03,0311340,KIT FLUID MANAGE SYSTEM," $1,008.00 "
13,1301464,KIT FLUID MANAGE SYSTEM," $1,008.00 "
30,3001815,KIT INJECT DELIVERY OSTEOVATION, $569.00 
30,3002102,KIT INJECTABLE POLARYN PLUS 1CC," $1,838.00 "
13,1302140,KIT INTRODUCER GASTROSTOMY TUBE, $851.00 
03,0311399,KIT KYPHOPLASTY," $12,586.00 "
13,1301506,KIT KYPHOPLASTY," $12,586.00 "
19,1904523,KIT KYPHOPLASTY FRACTURE," $13,730.00 "
03,0311282,KIT MICROPUNCTURE, $169.00 
13,1301407,KIT MICROPUNCTURE, $169.00 
19,1943232,KIT NEEDLE GUIDE SITERITE, $79.00 
30,3007002,KIT NEEDLE GUIDE SITERITE, $79.00 
13,1301480,KIT PERMA CATH REPAIR, $354.00 
13,1301472,KIT PNEUMOTHORAX, $229.00 
19,1973411,KIT PREP TOTAL HIP S&N, $703.00 
19,1905850,KIT RFA W/TIP," $3,523.00 "
03,0311332,KIT ROSCH-UCHIDA," $1,594.00 "
13,1301456,KIT ROSCH-UCHIDA," $1,594.00 "
19,1910785,KIT SHOULDER SUSPENSION, $346.00 
03,0300590,KIT STEREOTATIC BIOPSY," $1,109.00 "
13,1301498,KIT STONE REMOVAL, $924.00 
18,1809847,KIT SURGICAL DISP (1000-1500)," $5,158.00 "
19,1914779,KIT SURGICAL DISP (1001-1500)," $5,158.00 "
19,1971043,KIT SURGICAL DISP (101-150), $603.00 
19,1907609,KIT SURGICAL DISP (11-50), $166.00 
19,1915214,KIT SURGICAL DISP (151-200), $821.00 
19,1903186,KIT SURGICAL DISP (201-250), $832.00 
19,1918663,KIT SURGICAL DISP (2501-3000)," $10,783.00 "
19,1976109,KIT SURGICAL DISP (251-300)," $1,007.00 "
19,1921485,KIT SURGICAL DISP (3.5-4K)," $14,533.00 "
19,1900398,KIT SURGICAL DISP (3001-3500)," $12,658.00 "
19,1975259,KIT SURGICAL DISP (301-400)," $1,641.00 "
19,1972173,KIT SURGICAL DISP (401-500)," $2,079.00 "
19,1981877,KIT SURGICAL DISP (51-100), $384.00 
19,1913284,KIT SURGICAL DISP (701-800)," $3,391.00 "
19,1903236,KIT SURGICAL DISP (901-1000)," $4,266.00 "
03,0311308,KIT TIPS," $1,763.00 "
13,1301423,KIT TIPS," $1,763.00 "
19,1938232,KIT TRANSDUCER ARTERIAL, $331.00 
30,3005287,KIT TRANSDUCER ARTERIAL, $300.00 
19,1931526,KIT TRANSDUCER BIFURCATED, $354.00 
19,1925023,KIT TRANSDUCER TRIFURCATED, $354.00 
03,0311290,KIT TRANSJUG LIVER BIOPSY," $1,846.00 "
13,1301415,KIT TRANSJUG LIVER BIOPSY," $1,846.00 "
03,0311779,KIT US PROB COV W NLD GD," $1,008.00 "
13,1301753,KIT US PROB COV W NLD GD (11-50), $166.00 
18,1869502,KIT VASCULAR CLOSURE STARCLOSE, $683.00 
03,0311316,KIT VERTEBROPLASTY," $5,370.00 "
13,1301431,KIT VERTEBROPLASTY," $5,370.00 "
19,1903053,"KIT, ARROW CVP", $246.00 
30,3002615,"KIT, ARROW CVP", $246.00 
03,0357251,"KIT, EVIVA HANDPIECE"," $1,168.00 "
18,1803162,"KIT, TRANSDUCER 3 LINE", $246.00 
53,5300355,KIT: SEED PLCMNT GOLD (2)MRKR+NDL, $245.00 
53,5300371,KIT:BIO-SEAL LUNG BIOPSY TRACT PLUG, $963.00 
31,3101581,KNEE BRACE, $96.00 
19,1922897,KNEE IMMOBILIZER UNIVERSAL, $105.00 
19,1907054,KNEE JOINT DEVICE  (1001-1500)," $5,158.00 "
19,1908961,KNEE JOINT DEVICE (10001-11000)," $32,251.00 "
19,1917343,KNEE JOINT DEVICE (1001-1500)," $5,158.00 "
19,1907211,KNEE JOINT DEVICE (11-50), $166.00 
19,1970631,KNEE JOINT DEVICE (14-15K)," $44,251.00 "
19,1917350,KNEE JOINT DEVICE (1501-2000)," $7,033.00 "
19,1979418,KNEE JOINT DEVICE (1501-2000)," $7,033.00 "
19,1908441,KNEE JOINT DEVICE (2001-2500)," $8,908.00 "
19,1911932,KNEE JOINT DEVICE (2001-2500)," $8,908.00 "
19,1906908,KNEE JOINT DEVICE (201-250), $832.00 
19,1909118,KNEE JOINT DEVICE (2501-3000)," $10,783.00 "
19,1982461,KNEE JOINT DEVICE (251-300)," $1,007.00 "
19,1978139,KNEE JOINT DEVICE (3001-3500)," $12,658.00 "
19,1980572,KNEE JOINT DEVICE (301-400)," $1,641.00 "
19,1909811,KNEE JOINT DEVICE (3501-4000)," $14,533.00 "
19,1915826,KNEE JOINT DEVICE (3501-4000)," $14,533.00 "
19,1926070,KNEE JOINT DEVICE (4001-4500)," $14,626.00 "
19,1908516,KNEE JOINT DEVICE (401-500)," $2,079.00 "
19,1910538,KNEE JOINT DEVICE (4501-5000)," $16,408.00 "
19,1923598,KNEE JOINT DEVICE (4501-5000)," $16,408.00 "
19,1982479,KNEE JOINT DEVICE (4501-5000)," $16,408.00 "
19,1917152,KNEE JOINT DEVICE (5001-5500)," $17,626.00 "
19,1921808,KNEE JOINT DEVICE (501-600)," $2,516.00 "
19,1918382,KNEE JOINT DEVICE (51-100), $384.00 
19,1910330,KNEE JOINT DEVICE (5501-6000)," $19,126.00 "
19,1917194,KNEE JOINT DEVICE (5501-6000)," $19,126.00 "
19,1907658,KNEE JOINT DEVICE (6001-6500)," $20,158.00 "
19,1914142,KNEE JOINT DEVICE (6001-6500)," $20,158.00 "
19,1908243,KNEE JOINT DEVICE (601-700)," $2,954.00 "
19,1923572,KNEE JOINT DEVICE (6501-7000)," $20,626.00 "
19,1912021,KNEE JOINT DEVICE (7001-7500)," $22,126.00 "
19,1931286,KNEE JOINT DEVICE (701-800)," $3,391.00 "
19,1918911,KNEE JOINT DEVICE (7501-8000)," $23,626.00 "
19,1914365,KNEE JOINT DEVICE (8001-8500)," $25,126.00 "
19,1912633,KNEE JOINT DEVICE (801-900)," $3,829.00 "
19,1907922,KNEE JOINT DEVICE (8501-9000)," $26,626.00 "
19,1935568,KNEE JOINT DEVICE (8501-9000)," $26,626.00 "
19,1980614,KNEE JOINT DEVICE (901-1000)," $4,266.00 "
04,0455352,KNEE ORTHOSIS," $2,023.00 "
19,1905991,KNEE WRAP, $161.00 
19,1910264,KNIFE (11-50), $166.00 
19,1921188,KNIFE GRIESHABER, $239.00 
30,3005527,KNIFE MYRINGOTOMY, $94.00 
94,9438185,K-PHOS NEUTRAL 250MG TABLET, $12.50 
19,1936061,K-WIRE (101-150), $603.00 
19,1915412,K-WIRE (11-50), $166.00 
19,1973080,K-WIRE (11-50), $166.00 
19,1974112,K-WIRE (11-50), $166.00 
19,1918713,K-WIRE (201-250), $832.00 
19,1976208,K-WIRE (51-100), $384.00 
19,1907823,K-WIRE 1.7 STRYKER, $32.00 
19,1937697,K-WIRE 2.0 STRYKER, $53.00 
19,1936707,K-WIRE STRYKER, $697.00 
19,1974377,K-WIRE WRIGHT, $123.00 
19,1903129,KYPHON MIXER, $521.00 
19,1904556,KYPHOPLASTY BONE BIOPSY DEVICE, $775.00 
19,1903160,KYPHX BONE CEMENT W/MIXER, $854.00 
19,1903178,KYPHX BONE FILLER DEVICE, $548.00 
18,1870724,L HRT ART/GRFT ANGIO," $16,615.00 "
18,1870732,L HRT ARTERY/VENTRICLE ANGIO," $17,591.00 "
18,1870740,L HRT CATH TRNSPTL PUNCTURE," $9,916.00 "
04,0411025,L.S.O. CUSTOM," $4,711.00 "
94,9415993,LABETALOL  300MG TABLET, $15.00 
94,9415977,LABETALOL 100MG TABLET, $12.00 
94,9407750,LABETALOL 100MG/20ML INJECTION MDV, $178.75 
94,9415985,LABETALOL 200MG TABLET, $13.00 
94,9453184,LABETALOL 200MG/40ML INJECTION MDV, $296.25 
94,9456443,LACOSAMIDE 200MG/20ML, $288.75 
94,9457813,LACOSAMIDE 50MG TABLET, $73.00 
94,9459215,LACRILUBE OPHTH OINT 7G, $127.50 
01,0100784,LACTATE (LD) (LDH) ENZYME, $213.00 
01,0130609,LACTATE (LD) (LDH) ENZYME, $213.00 
94,9404591,LACTATED RINGERS 1000ML INJ, $117.00 
94,9404609,LACTATED RINGERS 500ML INJ, $65.00 
94,9416025,LACTINEX GRANULES 1G, $13.75 
94,9416033,LACTINEX TABLET, $9.00 
01,0107540,LACTOFERRIN FECAL QUALITATIVE, $84.00 
94,9416058,LACTULOSE 10G/15ML SYRUP 15ML, $13.75 
94,9458662,"LACTULOSE 10G/15ML, SOLN 30ML", $14.00 
94,9407784,LAMIVUDIN 10MG/ML ORALSOL 15ML, $65.00 
94,9416116,LAMIVUDINE 100MG TABLET, $108.75 
94,9416124,LAMIVUDINE 150MG TABLET, $60.00 
94,9416132,LAMOTRIGINE 100MG TABLET, $65.00 
94,9416165,LAMOTRIGINE 25MG TABLET, $37.00 
94,9416207,LANSOPRAZOLE 15MG DR CAPSULE, $70.00 
94,9416256,LANTHANUM 500MG CHEWABLE TAB, $66.25 
03,0396820,LARGE BALLOON ANGIOPL ART," $1,510.00 "
13,1301969,LARGE BALLOON ANGIOPL ART," $1,510.00 "
18,1861491,LARGE BORE TOUHY, $50.00 
29,2900850,LARYNGOSCOPY FOR TRACH ASPIRATION," $5,447.00 "
23,2310019,"LARYNGSCPY-DRCT,W/WO TRACH,ASP"," $1,595.00 "
18,1800267,LASER COIL-LLO KIT ACC, $566.00 
18,1800259,LASER LEAD LOCKING DEV," $2,111.00 "
19,1904739,LASER SERVICE UROLOGY," $6,540.00 "
18,1800242,LASER SHEATH LEAD KIT," $9,339.00 "
06,0601120,LAVAGE 30 MIN," $1,349.00 "
06,0601138,LAVAGE 45 MIN," $1,349.00 "
19,1916113,LC-HMATRIX ALLOGRAFT 2X4CM (8), $831.00 
19,1922517,LC-HMATRIX ALLOGRAFT 4X5CM (20)," $2,079.00 "
19,1916378,LC-HMATRIX ALLOGRAFT 5X10CM (50)," $4,688.00 "
19,1916485,LC-HMATRIX ALLOGRAFT 8X16CM (128)," $16,688.00 "
19,1916444,LC-OASIS ULTRA TRILAYER 5X7CM (35), $688.00 
19,1923184,LC-OASIS ULTRA TRILAYER 7X10CM (70)," $3,783.00 "
18,1809581,LEAD AICD ENDO SINGLE COIL (3.5-4K)," $14,533.00 "
19,1958370,LEAD AICD ENDO SINGLE COIL (3.5-4K)," $14,533.00 "
18,1809854,LEAD AICD ENDO SINGLE COIL (3-3.5K)," $12,658.00 "
18,1861954,LEAD AICD ENDO SINGLE COIL (4.5-5K)," $16,408.00 "
18,1860568,LEAD AICD ENDO SINGLE COIL (4-4.5K)," $14,626.00 "
18,1861947,LEAD AICD NON SING/DUAL," $13,500.00 "
19,1932797,LEAD AICD NON SING/DUAL," $3,325.00 "
18,1860576,LEAD AICD NON SING/DUAL (4-4.5K)," $14,626.00 "
18,1803709,LEAD CAP (11-50), $166.00 
18,1809540,LEAD CARD-DEFIB DUAL COIL (3.5-4K)," $14,533.00 "
18,1803444,LEAD CARD-DEFIB DUAL COIL (4-4.5K)," $14,626.00 "
18,1800275,LEAD CUTTER, $350.00 
18,1841162,LEAD LEFT CORONARY VENOUS  (2-2.5K)," $8,908.00 "
18,1809813,LEAD LEFT CORONARY VENOUS (1.5-2K)," $7,033.00 "
18,1801554,LEAD LEFT CORONARY VENOUS (2.5-3K)," $10,783.00 "
18,1809839,LEAD LEFT CORONARY VENOUS (3.5-4K)," $14,533.00 "
18,1860469,LEAD LEFT CORONARY VENOUS (4.5-5K)," $16,408.00 "
18,1809625,LEAD LEFT CORONARY VENOUS (5-5.5K)," $17,626.00 "
18,1801976,LEAD LV COROX," $4,500.00 "
19,1980275,LEAD NEUROSTIMULATOR (301-400)," $1,641.00 "
