WATSONVILLE COMMUNITY HOSPITAL,,,
,,,
SVCCD,DESC, PRICE1 , PRICE2 
1217534,LIDOCAIN 1%/EPI 30ML, 300.00 , -   
1217536,LIDOCAI 1.5%/EPI 5ML, 122.58 , -   
1217543,LINEZOLID 600MG TAB, 483.72 , -   
1217544,LIOTHYRONINE 25MCGTB, 6.44 , -   
1217545,LIOTHYRONINE 5MCG TB, 74.06 , -   
1217547,LISINOPRIL 10MG TAB, 5.03 , -   
1217550,LOPERAMIDE 2MG CAP, 4.83 , -   
1217552,LORATADINE 10MG TAB, 98.75 , -   
1217553,LORAZEPAM 0.5MG TAB, 4.40 , -   
1217554,LORAZEPAM 1MG TAB, 4.40 , -   
1217555,LOSARTAN 50MG TAB, 94.95 , -   
1217561,MAGNESIUM CITR 300ML, 77.02 , -   
1217564,MAGNESIUM OX 400MGTB, 9.66 , -   
1217569,DINOPROS 10MG VG INS," 3,612.08 ", -   
1217572,DIPHENH 12.5/5ML 10M, 10.04 , -   
1217573,DIPHENHYDRAMI25MG CP, 5.03 , -   
1217575,DIPHENO2.5-ATR.025TB, 5.03 , -   
1217577,DIPYRIDAMOLE 25MG TB, 10.04 , -   
1217581,DIVALPROEX 250MGDRTB, 4.20 , -   
1217582,DIVALPROEX 125MGDRCP, 6.69 , -   
1217583,DIVALPROEX 500MGDRTB, 4.20 , -   
1217588,DOCUSATE NA 100MG CP, 5.03 , -   
1217589,DONEPEZIL 5MG TAB, 79.51 , -   
1217591,DOXAPRAM20MG/ML 20ML," 1,876.36 ", -   
1217595,DOXEPIN 10MG CAP, 5.03 , -   
1217596,DOXEPIN 25MG CAP, 10.04 , -   
1217599,DOXERCALC 2.5MCG CAP, 48.54 , -   
1217600,DOXYCYCLINE 100MG IV," 1,159.96 ", -   
1217609,ENALAPRIL 5MG TAB, 77.02 , -   
1217610,ENALAPRILAT1.25MG/ML, 346.85 , -   
1217611,ENTACAPONE 200MG TAB, 118.27 , -   
1217618,RACEPINEPH 2.25% .5M, 60.40 , -   
1217619,ERGOCALCI 50000UN CP, 5.03 , -   
1217621,ERYTHROMYCIN 333MGTB, 65.29 , -   
1217624,ERYTHR OP5MG/GM 1GM, 170.73 , -   
1217630,ESCITALOPRAM 10MG TB, 18.42 , -   
1217632,ESMOLOL 10MG/ML 10ML, 101.04 , -   
1217633,ESTRAD.05MG/24 PT 1X, 98.75 , -   
1217634,ESTRADIOL 1MG TAB, 9.66 , -   
1217638,"ESTROGEN, CONJ 0.3MG", 10.02 , -   
1217640,"ESTROGEN,CONJ.625 TB", 65.29 , -   
1217643,ETHACRYNATE NA 50MG," 1,158.28 ", -   
1217647,ETHYL CHL SPR 105ML, 383.31 , -   
1217650,FAMCICLOVIR 500MG TB, 70.32 , -   
1217651,FAMOTIDINE 20MG/2ML, 306.31 , -   
1217652,FAMOTIDINE 20MG TAB, 98.75 , -   
1217655,FLUOXETINE 20MG/5ML, 109.83 , -   
1217664,FLUTICASO 110MCG 12G, 3.42 , -   
1217666,FLUTICAS/SALME100-50, 633.96 , -   
1217667,FLUTICAS/SALME250-50, 684.02 , -   
1217668,FLUTICAS/SALME500-50," 1,055.80 ", -   
1217672,FOLIC ACID 1MG TAB, 5.03 , -   
1217673,FOLIC ACID 50MG/10ML, 16.25 , -   
1217677,FOSINOPRIL 10MG TAB, 81.99 , -   
1217679,FELODIPINE 5MG SR TB, 60.24 , -   
1217680,FENOFIBRATE 54MG TAB, 8.23 , -   
1217681,FENOFIBRATE 160MG TB, 9.23 , -   
1217682,FENOLDOPAM 10MG/ML, 383.93 , -   
1217684,FENTANYL 25MCG/HR PT, 396.70 , -   
1217685,FENTANYL 50MCG/HR PT, 477.04 , -   
1217686,FENTANYL 75MCG/HR PT, 749.94 , -   
1217687,FENTANY 100MCG/HR PT," 1,077.95 ", -   
1217688,FERROUS GLUC 324MGTB, 5.03 , -   
1217689,FERR SULF 300MG/5 UD, 10.04 , -   
1217691,FERR SULF 325MG TAB, 5.03 , -   
1217694,FEXOFENADINE 60MG TB, 43.46 , -   
1217696,FLUCONAZOLE 100MG TB, 306.31 , -   
1217697,FLUDROCORTIS .1MG TB, 65.29 , -   
1217698,FLUMAZENIL 0.5MG/5ML, 187.22 , -   
1217700,FLUNISOLIDE .025%25M, 365.64 , -   
1217702,FLUOC ACE.025%CRM15G, 135.52 , -   
1217707,FLUOCIN 0.01% CR 15G, 171.58 , -   
1217710,MECLIZINE 12.5MG TAB, 5.03 , -   
1217711,MEDROXYPROGES 10MGTB, 71.97 , -   
1217712,MEDROXYPROGE 2.5MGTB, 65.29 , -   
1217716,MELOXICAM 7.5MG TAB, 4.63 , -   
1217718,MEPERIDINE 50MG TAB, 65.29 , -   
1217727,MEPROBAMATE 200MG TB, 4.83 , -   
1217733,ACYCLOVIR 800MG TAB, 13.41 , -   
1217736,AMLODIPINE 2.5MG TAB, 38.49 , -   
1217741,HYDROCORT 25MG SUPP, 81.99 , -   
1217742,BUT50-APAP325-CF40TB, 65.29 , -   
1217749,BELLADONNA/OPIUM 15A, 50.07 , -   
1217753,ANTIP/BENZ 54-14 10M, 10.04 , -   
1217769,CARBID10-LEVO100MGTB, 71.97 , -   
1217770,CARBI25-LEVOD250MGTB, 77.02 , -   
1217771,CARVEDILO 3.125MG TB, 5.03 , -   
1217777,CODEINE 30MG TAB, 65.29 , -   
1217778,CYPROHEPTADI 2MG/5ML, 19.40 , -   
1217779,DANTROLENE 20MG INJ," 2,165.91 ", -   
1217780,DICLOXACILL 250MG CP, 81.99 , -   
1217783,DINOPROSTONE 20MG SU," 2,000.20 ", -   
1217786,DRONABINOL 2.5MG CAP, 150.62 , -   
1217788,EPHEDRINE 50MG INJ, 133.90 , -   
1217795,FLAVOXATE 100MG TAB, 10.04 , -   
1217796,SOD PHOS ENEMA 135ML, 11.71 , -   
1217801,GLYCOPYRROLATE 1MGTB, 8.11 , -   
1217802,GOLYTELY 4L, 91.44 , -   
1217803,HALOPERIDOL 0.5MG TB, 5.03 , -   
1217810,HYDROMORPHONE 2MG TA, 10.04 , -   
1217811,HYDROXYCHLOR 200MGTB, 81.99 , -   
1217815,LACTOBACILL 1GM PKT, 50.22 , -   
1217816,LAMOTRIGINE 25MG TAB, 3.99 , -   
1217824,MESALAMINE 250MG CAP, 6.69 , -   
1217825,METFORMIN 500MG TAB, 57.93 , -   
1217826,METFORMIN 850MG TAB, 62.78 , -   
1217827,METHYLPHENIDT 5MG TB, 9.66 , -   
1217830,METOPROLOL 50MG SRTB, 62.78 , -   
1217833,MISOPROSTO 100MCG TB, 65.29 , -   
1217835,MOMETASON.1%CRM 15GM, 97.51 , -   
1217837,MORPHINE 30MG SR TAB, 107.13 , -   
1217839,MUPIROCIN 2%OIN 22GM, 299.59 , -   
1217840,NABUMETONE 500MG TAB, 6.14 , -   
1217843,NEO-COL-HC-THON OT5M, 557.37 , -   
1217847,NITROGLY. 50MG/250ML, 43.53 , -   
1217850,OXAZEPAM 15MG CAP, 33.79 , -   
1217851,OXYCODONE 20MG SR TB, 99.80 , -   
1217853,PAROXETINE 10MG TAB, 81.99 , -   
1217867,PHENOBARB ELIX, 59.09 , -   
1217873,PIOGLITAZONE 15MG TB, 137.25 , -   
1217874,PIROXICAM 20MG CAP, 60.24 , -   
1217878,POTASS CHL 20MEQ/15M, 10.04 , -   
1217879,PRIMIDONE 250MG TAB, 5.03 , -   
1217880,PROBENECID 500MG TAB, 10.04 , -   
1217882,PROPRANOLOL 20MG TAB, 5.03 , -   
1217883,PROPRANOL 60MG SRCP, 8.38 , -   
1217895,RESERPINE 0.25MG, 5.03 , -   
1217897,ROPINIROLE 1MG TAB, 42.26 , -   
1217899,SEVELAMER 800MG TAB, 30.11 , -   
1217902,SOD BICARB 8.4% 10ML, 109.68 , -   
1217904,SULFASALAZIN 500MGTB, 5.03 , -   
1217905,SUMATRIPTAN 25MG TAB, 46.96 , -   
1217909,TERAZOSIN 5MG CAP, 81.99 , -   
1217910,TERBINAFINE 250MG TB, 65.29 , -   
1217918,TOBRAMYCIN UPTO 80MG, 545.67 , -   
1217919,TOBRAMYCI .3% OS 5ML, 756.58 , -   
1217920,TOBRA.3%OPH OIN 3.5G, 793.40 , -   
1217922,TOLNAFTATE 1%CR 15GM, 98.75 , -   
1217923,TOLNAFTATE SOL, 81.99 , -   
1217939,VITAMIN E 400IU CAP, 5.03 , -   
1217940,WARFARIN 2MG TAB, 65.29 , -   
1217942,PAROXETIN 25MG SR TB, 18.42 , -   
1217944,SIMVASTATIN 40MG TAB, 177.44 , -   
1217946,CIMETIDINE 300MG TAB, 77.02 , -   
1217952,LEVOFLOXIN 500MG TAB, 177.45 , -   
1217957,EZETIMIBE 10MG TAB, 15.06 , -   
1217961,CILOSTAZOL 50MG TAB, 38.48 , -   
1217963,MERCAPTOPUR 50MG TB, 23.06 , -   
1217972,METFORMIN 500MG SRTB, 60.24 , -   
1217975,METHADONE 10MG TAB, 20.09 , -   
1217977,METHOCARBAM 750MG TB, 10.04 , -   
1217978,METHOCARBAM 500MG TB, 5.03 , -   
1217979,METHYLDOPA 250MG TAB, 10.04 , -   
1217982,METHYLENE BLUE1%10ML, 448.97 , -   
1217983,METHYLERGONOV .2MGTB, 5.09 , -   
1217986,METOCLOPRAMID 10MGTB, 10.04 , -   
1217987,METOCLOPRAMIDE 5MGTB, 5.03 , -   
1217988,METOLAZONE 2.5MG TAB, 10.04 , -   
1217990,METOPROLOL 50MG TAB, 4.83 , -   
1217991,METOPROLO 1MG/ML 5ML, 451.94 , -   
1217992,METRONIDAZOL 250MGTB, 71.97 , -   
1217996,MEXILETINE 150MG CAP, 71.97 , -   
1217997,MEXILETINE 200MG CAP, 77.02 , -   
1218000,MICROFIBR COLL 1GM, 261.25 , -   
1218003,MINERAL OIL 30ML, 7.00 , -   
1218004,MINOCYCLINE 100MG CP, 20.09 , -   
1218005,MINOXIDIL 2.5MG TAB, 10.04 , -   
1218006,MINOXIDIL 10MG TAB, 65.29 , -   
1218007,MIRTAZAPINE 15MG TAB, 8.38 , -   
1218009,SKIN CREAM 120GM, 267.18 , -   
1218010,EMOLLIENT LOT 180ML, 102.09 , -   
1218011,DOXAZOSIN 2MG TAB, 98.75 , -   
1218014,CEFOXITIN 1GM IJ, 26.29 , -   
1218016,NIACIN 250MG CR CAP, 5.03 , -   
1218017,TIZANIDINE 4MG TAB, 45.06 , -   
1218021,PRAVASTATIN 10MG TAB, 5.03 , -   
1218027,PHENYLEPH.25%SPR 15M, 150.62 , -   
1218028,PHENYLEPH.5% SPR 15M, 175.75 , -   
1218033,MONTELUKAST 10MG TAB, 98.75 , -   
1218034,MONTELUKAST 4MG CHEW, 95.41 , -   
1218035,MORPHINE 15MG SR TAB, 77.02 , -   
1218036,MORPHINE 30MG TAB, 65.29 , -   
1218037,MORPHINE 15MG TAB, 32.63 , -   
1218038,MORPHINE 100MG SR TB, 36.83 , -   
1218041,PED MVI/C 35MG/ML 1M, 127.75 , -   
1218047,MUPIROCIN 2% OIN 1GM, 36.73 , -   
1218048,MUPIROCIN 2%CRM 15GM, 264.44 , -   
1218052,NADOLOL 20MG TAB, 6.44 , -   
1218053,NAFCILLIN 2GM SOLR," 1,081.15 ", -   
1218054,NAFCILLIN 1GM SOLR, 681.24 , -   
1218056,NALTREXONE 50MG TAB, 209.22 , -   
1218058,NAPHAZOLINE .1% 15ML, 20.46 , -   
1218059,NAPHAZOLINE/PHEN15ML, 626.02 , -   
1218060,NAPROXEN 250MG TAB, 4.39 , -   
1218064,NATEGLINIDE 60MG TAB, 4.21 , -   
1218066,NELFINAVIR 250MG TAB, 99.80 , -   
1218068,NEO/POLY/DEX.1%OS 5M, 160.90 , -   
1218069,NEO-BAC-POLY OIN 15G, 294.57 , -   
1218076,NEOMYCIN 500MG TAB, 10.04 , -   
1218080,NIACIN 500MG TAB, 6.38 , -   
1218082,NICOTINE 7MG/24HR PT, 150.62 , -   
1218083,NICOTINE 14MG/24HR P, 13.41 , -   
1218084,NICOTINE 21MG/24HR P, 187.48 , -   
1218086,NICOTINE 2MG GUM, 6.69 , -   
1218087,NIFEDIP OSM 30MGSRTB, 65.29 , -   
1218088,NIFEDIP OSM 90MGSRTB, 107.13 , -   
1218089,NIFEDIPINE 10MG CAP, 65.29 , -   
1218090,NIMODIPINE 30MG CAP, 217.59 , -   
1218091,NITROFURANTOIN50MGCP, 71.97 , -   
1218094,NITROGLY 0.6MG/HR PT, 81.99 , -   
1218096,NITROGLYCE 50MG/10ML, 764.94 , -   
1218098,NITROGLYCE .2MG/HR P, 71.97 , -   
1218099,NITROGLYCER 0.4MG/HR, 77.02 , -   
1218100,NITROGLYC 0.1MG/HR P, 77.02 , -   
1218102,NITROGLYCE .4MG SLTB, 7.01 , -   
1218104,NITROGLY 2% OIN 30GM, 68.73 , -   
1218105,NITROGL .4MG/SP4.9ML, 431.85 , -   
1218106,NITROPRUSS 50MG/2ML," 1,953.00 ", -   
1218107,NOREPINEPH 4MG/4ML, 771.65 , -   
1218109,NORTRIPTYLIN 25MG CP, 77.02 , -   
1218112,NYSTATIN 500000U/5ML, 65.29 , -   
1218113,NYSTAT 100KU/G CR15G, 117.14 , -   
1218114,NYSTATI TOP PWD 15GM, 10.84 , -   
1218120,OLANZAPINE 2.5MG TAB, 217.59 , -   
1218123,OMEPRAZOLE 20MG DRCP, 65.29 , -   
1218124,BELLADON/OPIUM SUPPO, 50.07 , -   
1218127,OSELTAMIVIR 75MG CAP, 46.86 , -   
1218129,OXAZEPAM 10MG CAP, 6.69 , -   
1218130,OXCARBAZEPI 150MG TB, 6.69 , -   
1218131,OXYBUTYNIN 5MG TAB, 9.53 , -   
1218132,OXYBUTYNIN 5MG SR TB, 91.74 , -   
1218133,OXYCODONE 5MG TAB, 9.66 , -   
1218143,CEFDINIR 300MG CAP, 20.77 , -   
1218146,PANCURONIUM 10MG/10M, 831.88 , -   
1218147,PANTOPRAZO 40MG ECTB, 130.55 , -   
1218150,PAREGORIC 2MG/5ML, 9.66 , -   
1218151,PAROXETINE 20MG TAB, 112.64 , -   
1218156,POT CL20MEQ MIC CRTB, 65.29 , -   
1218160,PEPPERMINT OIL, 13.67 , -   
1218162,PERPHENAZINE 2MG TAB, 9.21 , -   
1218165,PHENAZOPYRID 100MGTB, 5.03 , -   
1218168,PHENYLEPH 2.5%OS 2ML, 177.44 , -   
1218171,PHENYTOIN 50MG CHWTB, 10.04 , -   
1218174,PHYTONADIONE 5 MG TB, 65.29 , -   
1218176,PILOCARPINE 1%OS 15M, 94.95 , -   
1218179,PIOGLITAZONE 45MG TB, 230.98 , -   
1218184,POLYETH GLY 3350 PKT, 45.19 , -   
1218186,POTAS ACE 40MEQ/20ML, 187.48 , -   
1218190,POTAS CHL 10MEQ CRTB, 10.04 , -   
1218194,K PHOS DI 3MM/ML 15M, 133.10 , -   
1218204,PRAVASTATIN 20MG TAB, 5.03 , -   
1218205,PRAZOSIN 1MG CAP, 10.04 , -   
1218206,PRAZOSIN 5MG CAP, 71.97 , -   
1218208,PREDNIS ACE 1%OS 5ML, 599.22 , -   
1218210,PN VIT/FE/FA 28-.8TB, 9.66 , -   
1218211,PRIMIDONE 50MG TAB, 4.83 , -   
1218215,PROCHLORPER 25MG SUP, 117.14 , -   
1218216,PROMETHAZINE 25MG SP, 107.13 , -   
1218217,PROMETHAZINE 12.5 SP, 98.75 , -   
1218218,PROMETHAZINE 6.25/5M, 65.29 , -   
1218219,PROPAFENONE 150MG TB, 74.06 , -   
1218221,PROPANTHELINE 15MGTB, 5.03 , -   
1218222,PROPARACAIN.5%OS 15M, 140.61 , -   
1218225,PROPRANOLOL 1MG/ML, 348.16 , -   
1218226,PROPRANOLOL 10MG TAB, 5.03 , -   
1218228,PROPYLTHIOURA 50MGTB, 4.83 , -   
1218230,PSEUDOPHED 30MG TAB, 5.03 , -   
1218232,PYRAZINAMIDE 500MGTB, 81.99 , -   
1218233,PYRIDOSTIGMI 60MG TB, 33.79 , -   
1218234,PYRIDOXINE 50MG TAB, 5.03 , -   
1218235,QUETIAPINE 100MG TAB, 78.86 , -   
1218236,QUETIAPINE 25MG TAB, 51.49 , -   
1218238,QUINIDINE GLUC CR324, 65.29 , -   
1218239,QUINIDINE S CR 300MG, 71.97 , -   
1218244,RALOXIFENE 60MG TAB, 60.24 , -   
1218246,RAMIPRIL 5MG CAP, 77.02 , -   
1218247,REMIFENTANIL 1MG INJ, 632.70 , -   
1218251,RIFAMPIN 300MG CAP, 107.13 , -   
1218252,RIFAMPIN 600MG SOLR," 2,818.71 ", -   
1218256,RISPERIDONE 1MG TAB, 128.75 , -   
1218257,RIVASTIGMINE 1.5MGCP, 60.24 , -   
1218259,ROCURONIUM 50MG/5ML, 392.90 , -   
1218261,ROPINIROLE 0.5MG TAB, 8.40 , -   
1218267,SCOPOLAMINE 1.5MG PT, 175.75 , -   
1218268,SELEGILINE 5MG CAP, 119.86 , -   
1218272,SERTRALINE 50MG TAB, 98.75 , -   
1218275,SILVER NITRATE APPLI, 65.29 , -   
1218279,SIMETHICONE 80MG CHW, 10.04 , -   
1218280,SIMETH 40MG/.6ML .6M, 12.22 , -   
1218283,SIMVASTATIN 10MG TAB, 103.01 , -   
1218284,SIMVASTATIN 20MG TAB, 170.61 , -   
1218290,SOD BICARB 8.4% 50ML, 535.94 , -   
1218291,SOD BICARB 4% 5ML, 16.76 , -   
1218293,SOD BICARB 4.2% 10ML, 512.20 , -   
1218296,SOD CHLOR 23.4% 30ML, 177.44 , -   
1218297,SOD CHLOR 5% 15ML OS, 474.55 , -   
1218298,SOD CHLOR .9% 10ML, 33.48 , -   
1218299,SOD CHL .9% 3ML NEB, 10.04 , -   
1218302,MORRHUATE SOD 5% 30M," 1,847.88 ", -   
1218304,SOD PHOS 45MMOL/15ML, 235.99 , -   
1218309,SOTALOL 80MG TAB, 20.09 , -   
1218310,SPIRONOLACTON 25MGTB, 10.04 , -   
1218313,SUCRALFATE 1GM TAB, 77.02 , -   
1218314,SUCRALFATE 1000MG/10, 25.11 , -   
1218315,SUFENTANIL 100MCG/2M," 1,305.59 ", -   
1218318,SULFACETA 10%OS 15ML, 401.73 , -   
1218319,SULFA-TMP 800-160 TB, 4.23 , -   
1218320,SULFAMETH-TRIME 10ML, 799.89 , -   
1218321,SULFAME-TMP 200-40/5, 5.37 , -   
1218323,SUMATRIPTAN 20MG/ACT, 161.91 , -   
1218328,SOD CHLOR .9% 500ML, 30.71 , -   
1218334,METOCLOP 1MG/ML 10ML, 62.78 , -   
1218337,OPTHAL IRR INTR 15ML, 204.19 , -   
1218341,GI COCKTAIL, 117.14 , -   
1218344,LIDO 5%/DEX 7.5% 2ML, 626.02 , -   
1218345,DIPHENO2.5-ATR.025/5, 20.64 , -   
1218378,FUROSEMIDE 80MG TAB, 10.04 , -   
1218385,COLCH/PROBENC .5/500, 7.95 , -   
1218388,TOPIRAMATE 100MG TAB, 27.36 , -   
1218390,MECLIZINE 25MG TAB, 5.03 , -   
1218392,ATORVASTATIN 20MG TB, 84.49 , -   
1218393,OLANZAPINE 5MG TAB, 50.22 , -   
1218395,DONEPEZIL 10MG TAB, 159.01 , -   
1218398,LOSARTAN 25MG TAB, 11.19 , -   
1218403,IBUPROFEN 800MG TAB, 10.04 , -   
1218408,METHIMAZOLE 5MG TAB, 28.35 , -   
1218415,ISOSORBIDE DI 5MG TB, 5.03 , -   
1218416,BUEDSON .5MG/2ML INH, 103.79 , -   
1218419,CLONAZEPAM 1MG TAB, 77.02 , -   
1218423,ZIPRASIDONE 40MG CAP, 30.11 , -   
1218424,GUAIFENESIN 100MG/5M, 6.63 , -   
1218431,CIPROFLOXAC 250MG TB, 63.82 , -   
1218434,QUINAPRIL 5MG TAB, 81.99 , -   
1218439,SPIRONOLACTO 100MGTB, 80.75 , -   
1218441,MISOPROSTO 200MCG TB, 65.29 , -   
1218442,METHADONE 5MG TAB, 10.04 , -   
1218448,BUPIVAC.25%/EPI 50ML, 608.37 , -   
1218454,SOD CHLORIDE 1GM TAB, 5.03 , -   
1218458,OLANZAPINE 5MG ODT, 50.22 , -   
1218465,PRAVASTATIN 40MG TAB, 5.03 , -   
1218473,ACITRETIN 25MG CAP, 124.10 , -   
1218475,ACETAZOLA 500MG SRCP, 77.02 , -   
1218481,DEMECLOCYCL 150MG TB, 177.44 , -   
1218482,IVERMECTIN 3MG TAB, 15.65 , -   
1218484,AMILORIDE 5MG TAB, 65.29 , -   
1218488,PENICILLAMI 250MG CP, 65.29 , -   
1218493,LOVASTATIN 20MG TAB, 133.90 , -   
1218497,"ANTIVENIN,LACTRODECT", 151.74 , -   
1218501,CARVEDILOL 12.5MG TB, 5.03 , -   
1218503,ROPINIROLE 0.25MG TB, 10.04 , -   
1218507,PROMETHAZ 50MG SUPP, 150.62 , -   
1218509,VENLAFAXINE 25MG TAB, 8.83 , -   
1218526,TOLTERODINE 4MG SRCP, 66.95 , -   
1218545,DICLOF50-MISOP.2MGTB, 11.71 , -   
1218548,DISOPYRAM 100MG SRCP, 60.24 , -   
1218551,ACARBOSE 50MG TAB, 60.24 , -   
1218556,NABUMETONE 750MG TAB, 69.21 , -   
1218565,MESALAMI ENM 4G/60ML, 267.82 , -   
1218588,LEVOTHYROX 175MCG TB, 10.04 , -   
1218594,FLUCONA 40MG/ML 35ML, 306.31 , -   
1218597,SERTRALINE 25MG TAB, 49.37 , -   
1218598,DRONABINOL 5MG CAP, 252.75 , -   
1218601,MIDAZOLAM 2MG/ML 1ML, 252.75 , -   
1218611,FUROSEMID 8MG/ML 5ML, 81.99 , -   
1218612,HYDROMORPHONE 4MG TB, 65.29 , -   
1218613,LOPERAMIDE 1MG/5ML, 10.54 , -   
1218614,MINERAL OIL 10ML, 81.99 , -   
1218618,EFAVIRENZ 200MG CAP, 73.72 , -   
1218619,CARB25-LEVO100MGSRTB, 65.29 , -   
1218628,OLOPATADINE.1%OS 5ML," 1,774.38 ", -   
1218639,AZITHROMY 1200MG/30M, 98.16 , -   
1218643,ATORVASTATIN 40MG TB, 84.49 , -   
1218661,TERAZOSIN 2MG CAP, 81.99 , -   
1218666,DEXTROSE 50% 50ML, 277.86 , -   
1218668,DIVALPROE 125MG DRTB, 60.24 , -   
1218673,DESMOPRESS 0.2MG TAB, 15.83 , -   
1218678,CLOZAPINE 100MG TAB, 26.78 , -   
1218682,ESTRAD.1MG/24HR PT1X, 107.13 , -   
1218685,VALSARTAN 160MG TAB, 12.17 , -   
1218688,CARBAMAZE 200MG SRTB, 6.69 , -   
1218699,MOMETAS 50MCG SPY17G, 348.16 , -   
1218723,METRONID.75%VGGL 70G, 182.56 , -   
1218725,FLECAINIDE 50MG TAB, 13.41 , -   
1218736,METRONIDAZO 500MG TB, 81.99 , -   
1218751,NYSTAT100K/GM OIN15G, 117.14 , -   
1218752,NEO/BAC/POLY UD PKT, 7.51 , -   
1218756,NEO/BAC/POLY OO 3.5G, 117.14 , -   
1218768,MICONAZOLE 2% CR 30G, 7.22 , -   
1218769,LIDO 5% OINT 35.4GM, 137.25 , -   
1218770,REPAGLINIDE 0.5MG TB, 62.78 , -   
1218773,DOXYCYC HYC 50MG CAP, 10.04 , -   
1218776,ZIDOVUDINE 10MG/ML, 6.44 , -   
1218777,BUPROPION 100MG TAB, 77.02 , -   
1218781,BECLOMET AQ 42MCG SP, 487.06 , -   
1218782,CEFUROXIME 500MG TAB, 162.50 , -   
1218784,CEFUROXIME 125/5 100, 14.03 , -   
1218788,LAMIVU150-ZIDO300 TB, 401.73 , -   
1218806,THEOPHYLL 100MG SRTB, 10.04 , -   
1218816,LIDOCAINE-MPF1% 5ML, 145.62 , -   
1218817,LIDOCAINE 4% 5ML, 128.75 , -   
1218818,LIDOC-MPF 2% INJ 5ML, 133.90 , -   
1218820,LIDOCAINE 1% 10ML, 21.75 , -   
1218821,LIDOCAINE-MPF1% 2ML, 117.14 , -   
1218823,LIDO 4% TOP SOLN 50, 92.14 , -   
1218833,FLUCYTOSINE 250MG CA, 120.00 , -   
1218840,FA/B COMP W/C CAP, 8.38 , -   
1218856,CEFOTETAN 1GM VIAL, 713.06 , -   
1218859,CEFOTETAN 2GM/50ML, 712.25 , -   
1218875,HCTZ 12.5MG CAP, 5.03 , -   
1218881,DILTIAZEM 60MG SR CP, 71.97 , -   
1218886,H-COD10/APAP325MG TB, 20.09 , -   
1218893,DILTIAZE 240MG SR CP, 117.14 , -   
1218895,CITALOPRAM 10MG TAB, 8.91 , -   
1218911,VERAPAMIL 10MG/4ML V, 302.98 , -   
1218915,CYANOCOBAL 100MCG TB, 5.03 , -   
1218916,CYANOCOBA 1000MCG TB, 9.21 , -   
1218919,LIDOCAINE 10MG IV, 57.13 , -   
1218923,ASPIRIN 600MG SUPP, 65.29 , -   
1218933,THEOPHYLL 200MG SRTB, 10.04 , -   
1218951,TEMAZEPAM 7.5MG CAP, 60.24 , -   
1218956,THEOPHYLL 300MG SRTB, 65.29 , -   
1218957,VITAMIN A 10000IU CP, 6.69 , -   
1218963,BUMETANID 2.5MG/10ML, 235.99 , -   
1218965,BENZOCAI 7.5%GEL 10G, 36.86 , -   
1218987,NEO/POLY/HC1%OTIC 10, 60.85 , -   
1218991,DIBUCAINE 1%OIN 30GM, 14.58 , -   
1218993,BACITR 500U/GM 30GM, 69.21 , -   
1218995,DESONIDE .05%CRM 15G, 44.35 , -   
1218999,COLLOIDAL OAT PACK, 8.49 , -   
1219003,SOTALOL HCL 120MG TB, 19.31 , -   
1219006,RISPERIDONE .25MG TB, 19.31 , -   
1219011,CHLOROTHIAZ 250MG TB, 6.69 , -   
1219025,CEPHALEXIN 250MG CAP, 6.69 , -   
1219036,CARB50-LEVO200MGSRTB, 98.75 , -   
1219037,LABETALOL 200MG TAB, 6.69 , -   
1219039,ENALAPRIL 20MG TAB, 98.75 , -   
1219040,LISINOPRIL 40MG TAB, 5.03 , -   
1219043,ETHAMBUTOL 100MG TAB, 65.29 , -   
1219044,ETHAMBUTOL 400MG TAB, 98.75 , -   
1219048,ETODOLAC 300MG CAP, 81.99 , -   
1219061,MIDODRINE 5MG TAB, 60.24 , -   
1219062,MAGNE CHL 535MG CRTB, 5.03 , -   
1219066,LEVOCARN 100MG/ML OS, 255.92 , -   
1219071,PILOCARPINE 5MG TAB, 8.06 , -   
1219082,SEVELAMER 400MG TAB, 18.52 , -   
1219099,APAP 80MG SUPPOS, 7.72 , -   
1219108,ESTRADIOL 0.5MG TAB, 10.04 , -   
1219118,NEO/POL/DEX.1%OIN3.5, 154.71 , -   
1219120,NEO/BAC/POL/HC OINT, 69.21 , -   
1219129,TENOFOV DISO 300MGTB, 96.25 , -   
1219132,PERMETHRIN 5%CRM 60G, 451.48 , -   
1219134,AURANOFIN 3MG CAP, 98.75 , -   
1219138,TIAGABINE 4MG TAB, 10.05 , -   
1219147,TRIAMTERENE 50MG CAP, 10.04 , -   
1219148,BUTAL50-APAP650MG CP, 65.29 , -   
1219157,MIN OIL/UREA CR 120G, 5.03 , -   
1219160,MENTH-METH SA CR 90G, 20.09 , -   
1219161,MELATONIN 3MG TAB, 4.20 , -   
1219162,ACETAMINOP 80MG CHEW, 4.64 , -   
1219163,ACETIC AC 2%OTIC 60M, 262.95 , -   
1219167,ACYCLOVIR 200MG/5ML, 5.74 , -   
1219175,APAP 650MG CR TAB, 4.83 , -   
1219177,ARIPIPRAZOLE 10MG TB, 68.62 , -   
1219178,ARIPIPRAZOLE 15MG TB, 68.62 , -   
1219191,BUPI-MPF.25%/EPI 30M, 24.07 , -   
1219193,BUPIVACAINE .5% 50ML, 589.20 , -   
1219195,BUPIVACAIN.25% 50ML, 517.20 , -   
1219204,CASTOR OIL 1ML, 0.26 , -   
1219208,CHERRY SYRUP 5ML, 8.20 , -   
