Procedure ID,Description,Amount
625085,IMPLNT BRST 14.3X12.1CM ,12281
625086,IMPL BRST GEL TXT 435ML ,11047
625087,HEAD HUM 15MM 40MM ECNTR,17066
625088,COMPNT ANCH PEG 40 GLND ,14574
625089,IMPLANT BRST GEL 385GML ,11047
625090,SCREW PRECPT POLY 5.5X40,19678
625091,COMPNT ECNTRC SHLDR 1 RT,34140
625092,STEM HUM 10 SHLDR MDLR  ,17745
625093,IMPLANT BRST SIL 335ML  ,14494
625094,SEMI PVT ROOM/SP ADJ    ,2651.5
625095,PLATE 66 3 LVL ANT CSPN ,19679
625096,IMPLANT BRST GEL 375ML  ,14494
625097,PACEMKR INGENIO DR K173 ,57501
625098,CATH PNTARY F 7F 2-6-2MM,14650
625099,CATH 2-6-2MM D CRV 7FR  ,14141
625100,CATH EP PLRSX DP 6F 2.5 ,5474
625101,CATHEPBLZ2HT QP7FSC2.5SD,8122
625102,CATHEPBLZ2 QP7FK2       ,8122
625103,CTHEP BLZR 7FX100       ,4788
625105,STPCK FLSH DEV 3CC/HR   ,221
625106,DRIVER ACCRD HEX 2 END  ,2629
625107,ISOLATION ROOM          ,2808.75
625108,STEM FEM 133 TPRLC TYPE ,30258
625109,PLATE MED 0D 52X2.4/2.7 ,11404
625110,WIRE LCP CMPR 150X1.6MM ,1124
625111,PLATE 36X12MM INS BN SPN,73245
625112,IMPLANT BRST 12.1CM 355M,11047
625113,SCREW BN 3.5MM 80MM LCP ,1725
625114,SIZER BRST 425ML STY2000,1070
625115,SPACER HARPN 4D 28X11MM ,49940
625116,GUIDE NDL ENDOCAVITY    ,430
625117,SCREW SPN P-AX 3.5X10 S4,14169
625118,ISOLATION ROOM          ,2808.75
625119,SCREW SPN OCPTL 4.5X7MM ,3936
625120,PLATE SPN OCPTL SM 4HL  ,36992
625121,ROD SPN L240MM          ,3542
625122,ROD SPN 150X3.5MM       ,3542
625123,BIT DRL 2.4MM           ,731
625124,PLATE BN 2.5X1.2 DVR RT ,6791
625125,PEG FX THRD 2.5X26      ,819
625126,GRAFT BN EXPONENT DBM 5C,7501
625127,NAIL IM TI L40CM OD12MM ,15768
625128,SCREW BN TI L105MM OD6.5,2381
625129,PLATE 10D SM 42MM RT MTP,11404
625130,PLATE 9H LCP BN RT DIST ,19236
625131,PLATE 4HL V-AX RT 89MM  ,9983
625133,SCREW V-AX ELB 3.5X18MM ,1354
625134,SCREW V-AX ELB 3.5X26MM ,1354
625135,SCREW V-AX ORTH 3.5X20MM,326
625136,STNT/GFT 18 23 14.5 EPRS,100000
625137,STEM HUM SHLDR 11MM     ,26224
625138,HEAD HUM SHRT OD44 SHLDR,16100
625139,CMPNT GLND MEDIUM BETA  ,26224
625140,PLATE EQNX RPLCTR 1.5MM ,8640
625141,SCREW SQ TRQ EQNX       ,4937
625142,HEAD HIP V40 LFIT 9-232 ,6760
625143,FILLER BN VOID NANOSS 3D,19459
625144,FLLR NNSS BN 25X50X4MM  ,17164
625145,SUTURE NBS 2 18IN ETHPK ,166
625146,SUTURE ETHIPAK DS22     ,181
625148,GRAFT BN CSPCE 4X14X11.5,12377
625149,NEEDLE TUNG MIC UNCT 3CM,626
625150,DUOTME 550 MH FBR       ,9422
625151,ANCHOR SUT 1.3MM MICRO  ,11433
625152,KIT ARTHSCP FX MCFX QANC,5369
625153,CATH GD PRFSN ATN LH    ,3668
625154,SHEATH INTRO ULT 13X11FR,1372
625155,PLATE CERVICAL 1 LVL 16M,18134
625156,SPACER NOVL INTBDY FSN  ,15940
625157,SPACER SPN NOVL FSN 109 ,15940
625158,PLATE ANT CSPN 34MM 2LVL,19679
625159,NAIL GAMMA LONG KIT LT 1,23458
625160,HEAD FEM HIP -3X12/14X32,11659
625161,GRAFT BN EXPONENT DBM 10,12752
625162,PLATE NAR 196MM TI 4.5MM,3066
625163,LEAD SUTRLS MYOPR 511212,8543
625164,NAIL IM TI 130DD L360MM ,17239
625165,BEARNG MNSCL RT LG 6MM  ,7287
625166,SUBSTITUTE BNGF VTSS BIM,37238
625169,TRAY TIB L63MM          ,29301
625170,LINER ACTB R3 0D 60X40MM,8744
625171,SHELL HIP POR 60MM R3   ,14554
625172,COMPNT FEM RT KN ITOTAL ,57827
625173,TROCAR TRIPORT LAP MULTI,2571
625174,ANCHOR SUT AR-8825B     ,4197
625175,SCREW CANN AR-1392E     ,1505
625177,SCREW CANN ACL-PCL 9X25M,1897
625178,SCREW ARTRX AR-1380H-25 ,1897
625179,ANCHOR SUT AR-1920SNF   ,2747
625180,ANCHOR SUT 2 MINI CRKSCR,3518
625181,SCREW ARTRX AR-1370H-25 ,1897
625182,LINER ACTB 36X56        ,11659
625183,HEAD HUM 15MM 44MM SHLDR,17066
625184,COMPNT FEM STD LT SZ4   ,25955
625185,SURFACE ARTC PRSN 3-5CD ,13116
625186,STEM PRSNA LT KN 5D D   ,13262
625187,COMPNT PTLR ALPLY 32MM  ,5856
625188,SCREW BN 4.5X38MM CORT  ,1596
625189,TAP 3MM CANN ASNS       ,1642
625190,SCREW 3.5X14 ANCH ANKFT ,2718
625191,SCREW FT ANKL 3.5X16MM  ,3105
625192,SCREW BN 3.5MM 35MM STD ,2100
625193,SCREW BN 3.5MM 24MM     ,2100
625194,SCREW ANCHRG FT ANKL3X14,2486
625195,PLATE 4 LVL HELIX  70MM ,18695
625196,IMPLANT BRST GEL 330CC  ,9874
625197,SPACER SP 10MM TLIF MED ,41616
625198,SCREW SPN P-AX 6X45MM   ,16727
625199,ROD SPN 45MM 48238045   ,3542
625200,PLATE XLNG 153 9H V/A   ,14417
625201,BEARING VNGRD KN63X67X16,25044
625202,GRAFT BN FRZDR SPCR CERV,14318
625203,PLATE  3LEVEL ACDF 60MM ,20346
625204,SIZER MAMM SALINE 175ML ,1070
625205,SIZER BRST 350-420MLPRFL,776
625206,SCREW NON-LCKNG 4.5X36  ,1244
625207,PLATE 12.5MM TI OPN WDG ,12598
625210,SHIELD RAD ORNG RADPAD  ,576
625211,CATH DUODECA BLZR SLC 7F,11269
625213,PEEK THOR XL 8X16X40    ,83232
625215,HEAD RADL 16MM 22MM XPLR,26587
625216,STEM RADL XPLR 24X6MM   ,31509
625217,SIZER BRST 325-270MLHIPR,1070
625220,IMPL BRST SIL 14X13.5   ,14494
625222,PIN GD ORTH 150MM 1.2MM ,2887
625224,SCREW SPN 6.5X45 PLYAXL ,13480
625225,ROD LORD 5.5X45         ,3542
625226,CAP LCK SPNL            ,1506
625227,KIT KNEE SUB CAL PHOS5CC,39699
625228,STEM HUM 10.5MM FX EQNX ,40341
625229,HEAD HUM EQNX SHLDR 50MM,14793
625230,STEM HUM PRSFT EQNX 9MM ,26224
625231,PLATE RPLCTR PLT 4.5MM  ,8640
625232,SPACER BRGDE 8D 16X42X30,100000
625233,SCREW METAGN 4.5X8      ,1972
625234,NAIL IM TIBIA 10MMX300MM,14137
625235,COMPNT GLND SHLDR 40MM  ,17483
625236,HEAD OFST HUM 21X40     ,18828
625237,STEM HUM SHLDR 130X12   ,51103
625238,SPACER PEEK 14X11X8MM   ,20346
625239,PLATE PELVIC 104X3.5    ,7506
625240,TROCAR LAPSCP 12-25MM TR,5094
625243,DEVICE CLSR COSL PERPH V,7203
625244,SCREW BIOAB TEN 10X5.5MM,3518
625245,IMPLANT BRST 12.3CM 385M,11047
625246,CRT-D UNFY.5CH CD335740C,100000
625247,ICD 2CH FRTFY CD2357-40C,100000
625248,ICD FRTFY DF1 CD1357-40C,100000
625249,ICD 2CH FRTFY CD2357-40Q,100000
625251,ICD ELLIPSE CD2411-36C  ,100000
625252,ICD 2CH FRTFY CD3365-40Q,100000
625253,PLATE 8HL ORBT CRV      ,3678
625254,SHELL ACTB COCR 54 28   ,8898
625255,INTRO CLSCSHTH 8FR 13CM ,1219
625256,ROD SPNL TI 55MM 5.5MM  ,3542
625257,ROD SPNL TI 60MM 5.5MM  ,3542
625258,WEDGE KNEE HLF SZ 5     ,12941
625259,BLOCK AUG TIV/PMMA 10MM ,12592
625262,CANSTR WND DRN 1L INFOVC,912
625263,DRSNG MED VRFLO VAC FOM ,2050
625264,TUBE TEAR DCT 21X4MM    ,1070
625265,CAGE ENDO SKLTN 14X12X5 ,20346
625266,STABILINK BASE LCN DEV10,20654
625267,STABILINK BASE DEV 10MM ,26506
625269,PLATE 2 LVL HELIX  50MM ,19679
625270,PROSTHESIS PENL URO A800,33711
625271,CUFF URTH INHBZN 3.5CM  ,53012
625272,SCREW CANC POLY 3.5MM   ,8887
625273,ROD SYNPS 4.0MM TI 120M ,3542
625274,SCREW SPN 7.5MM TI LCK  ,1378
625275,SCREW SPN  LMNA LCK3.5/4,1378
625276,ROD TRNCN MED TI TOP LD ,11807
625277,CONE FEM 50MM ACS A HIP ,50783
625278,STEM FEM 150MM 17MM TPR ,24784
625279,LINER ACTB EP-108526    ,14573
625280,LINER SZ 26 64MM RGNX   ,33628
625282,STEM HUM PCOAT 133X8MM  ,35907
625283,KIT ACCESSORY CONN      ,12306
625284,PUMP AMS WITH INHIBIZONE,73538
625285,CUP ACTB 48MM 3-TANIUM C,14793
625286,LINER 36MM COCR HIP MDM ,16138
625287,INSERT ACTB MED X3 LNR  ,16138
625288,HEAD FEM 22.2 STD LF V40,4372
625289,STEM HUM DLT SHLDR 14MM ,39672
625290,RESTRCTOR CEMENT OD14MM ,1820
625291,CMPNT PTLA W SUT H 34MM ,12305
625292,BEARING 71/75MMX10MM VNG,25044
625293,SPACER NOVL-TL LG 7MM   ,46240
625294,SUTURE  PE 2 38IN       ,605
625295,SCREW INTFR PLGA TCP 10M,9013
625296,GRFT BN CARRI GEN 10CC  ,38905
625297,GRAFT BN CARRIGEN 2.5CC ,18674
625298,AUGMENT FEM 70X5MM VNG  ,14574
625299,STEM ADPTR 360D 2.5 OFST,8303
625301,COMPNT FEM KN 360D 75MM ,24082
625302,STEM EXTN SPLND 120X17MM,17927
625303,AUGMNT TIB 360 LG KNEE  ,10285
625304,EXTENSION STM 120MM 16MM,17927
625305,COMPNT FEM KN 360D 70MM ,80850
625306,STEM FEM OFST TRLK 8 STD,33620
625309,GRFT BN CARRI GEN 5CC   ,19816
625310,PROTECTR NRV AXO3.5X20MM,24252
625313,GW SPHNTM 7-5FR 5MM BL3 ,3770
625314,STENT BIL PGTL 7FR 5CM  ,719
625315,NDL ENDO 19G ULTSND ASP ,4177
625316,BASKET SPEC RET 230CM 25,1958
625318,AUGMENT VNGRD 360D 70X5 ,14574
625319,COMPNT ADPTR KN 360D 5MM,8380
625321,EXPANDER BRST13X10.6 350,14615
625323,SCREW VAR LCKNG 3.5X60MM,2061
625324,SCREW VAR LCKNG 3.5X65MM,2061
625325,SCREW VAR LCKNG 3.5X70MM,2061
625326,SCREW VAR LCKNG 3.5X75MM,2061
625327,GRAFT BN PST MIX 2.5CC  ,6901
625328,IMPLANT BRST 525ML      ,9862
625329,RETRCTR SURG EIGR MCLCH ,5094
625330,EXPANDER BRST 530-630ML ,14615
625331,EXPANDER BRST 420-505ML ,14615
625332,GRIP CBL 115CM          ,19627
625333,SPACER 4D PEEK 14X12X8  ,20346
625334,HEAD FEM SROM 40M +3    ,14355
625335,SURFACE ARTC 00596203014,10930
625336,LIGATOR LPBND VAG ACC PO,2445
625337,TOOL DSCT MDSRX 140X3   ,2034
625338,PLATE SPN W PST BDY 35MM,55488
625339,PLATE ANT CSPN LCK 35MM ,36992
625340,SCREW BONE 1.2X10MM     ,917
625341,SCREW BN ORTH 1.2X8MM   ,917
625342,DRILL DNTL 1MM 16MM BIT ,1696
625343,SCREW CORT FT ST 4X42MM ,349
625344,INSERT ARTC 3-4 13MM    ,12388
625345,STEM HIP ANTHLGY POR +3 ,27235
625346,STEM FEM HIP6IN 160X11MM,33620
625347,HEAD FEMORAL 00801803201,5101
625348,EXPANDER TISS 300ML 12-T,18057
625349,IMPL BRST GEL 525GM     ,14494
625350,COMPNT HUM DLT XTND 2   ,34140
625351,EXPANDER TISS 800ML NTRL,18057
625352,PLATE 40X2.4/2.7MM 4HL  ,9331
625353,STEM FEM 10 TRLK OFST   ,33620
625354,STYLET LD 52 .016IN KT B,856
625356,PLATE 177MM 3.5MM 10HL  ,22531
625358,PLATE BNE 316L SS 1.5MM ,2978
625360,SCREW CRTX 1.5 200.81   ,412
625361,SCREW CRTX 1.5 200.809  ,412
625362,SCREW CRTX 1.5 200.808  ,412
625363,NAIL LT FEM INTRT 1.5X34,33434
625364,NAIL 36CM RT INTERTROCH ,50903
625365,SCREW BN TRGN 5X55MM    ,5258
625366,NAIL LNG R1/5 11X360X125,23458
625367,EXPANDER TISS 400ML 13-T,18057
625368,HEAD HUM ECNTR 18MM 40MM,17066
625369,SCREW SPNL CANN 6.5X45MM,16731
625370,SCREW CANN 6.5MMX40MM   ,16727
625371,GUIDEWIRE VASC 20IN BLNT,731
625373,ROD THOR LMBR CP 5.5X4.5,3542
625374,IMPLANT BRST CHSV 225ML ,11047
625375,IMPLANT BRST CHSV 245ML ,11047
625376,IMPLANT BRST CHSV 265ML ,11047
625377,IMPLANT BRST CHSV 285ML ,11047
625379,SCREW SPN XIA 3 5X40MM  ,14169
625380,ROD SPNL L50MM MAX XIA  ,3542
625381,STEM FEM HIP MOD R      ,5888
625382,STAPLER INT XL NXT GNRTN,6204
625383,STPLR RELOAD 60MM 3STPL ,6465
625384,STPLR RELOAD XTHK 45MM  ,5094
625385,SPACER ALGRF 16MM-1.6CM ,48552
625386,EXPANDER TISS 650ML TXTR,17514
625387,EXPANDER TISS 800ML STY ,17514
625388,EXPANDER TISS 750ML TXTR,17151
625389,EXPANDER TISS 850CC     ,17151
625390,STEM EXT TIV 100X145MM  ,14297
625391,STEM XTN FEM KN 100X17  ,17590
625392,BLOCK AGMNT F H5MM DIST ,10175
625393,BLOCK DISTAL FEM AUGMENT,12592
625394,SRFC ARTC E-F/5-6 12MM  ,17305
625395,EXPANDER TISS 230-280ML ,14615
625396,SLV CNTRNG UNV OD5      ,3090
625398,TUBING IRRIGTR ESPC W-TP,1324
625399,FORCEPS BIP DISP 9IN 1MM,6279
625400,SCREW SPNL 4X12 VAR ANG ,2952
625401,BRST  SMTH MDRT GL 320CC,9862
625402,BRST  SMTH MDRT GL 340CC,9862
625404,GW ORTH 6IN.035IN ACTRK2,436
625405,DRILL MIC XTND LNG W/HND,5094
625406,SCREW ACTRK AT2-S34-S   ,6517
625407,SPACER SLF DSTRCTNG 014 ,49940
625408,INSERT JRNY2 10MM SZ 5-6,11295
625409,BASEPLT TIB JRNY 6 LT KN,14573
625410,STEM FEM 6 TRLK OFST    ,32276
625411,TROCAR LAPSCP EPTH100X11,2751
625412,TROCAR LAPSCP K2 C0R39  ,1715
625413,PLATE 8HL 51X1.2X2MM    ,3401
625414,SCREW SPN SPDR 4.25X16MM,2510
625415,EXPNDR TISS 300ML STY133,18057
625416,CMPNT FEM M RT 70 VNG   ,25552
625417,STEM HUM GLBL AP 10 SHLD,42315
625418,NAIL IM TI L38CM OD11MM ,15768
625419,STEM FEM HIP MOD 17.5   ,21540
625420,NECK FEM 12-14MM HIP    ,5888
625421,SCREW BN 30MM ACTRK2 TI ,7203
625422,GWIRE TRCR DBL 35INX6IN ,556
625423,PLATE BS TIB RT LGN4    ,33217
625424,COMPNT CNSTRN RT KN SZ4 ,75918
625425,STEM FEM KN 120X15MM    ,15298
625426,STEM FEM L120 71424033  ,15298
625427,SPACER SPNL 23MMX8MM    ,24970
625428,SCREW SPN 6.5X35 PLYAXL ,13480
625429,SCREW SPN 6.5X40 PLYAXL ,13480
625430,STEM HUM 14MM           ,17745
625432,ROD SPNL 60MM 5.5MM CRV ,3542
625433,SCREW PNCL 6.5X15 CANC  ,1070
625435,PLATE ANT CSPN 3LVL 54MM,18695
625436,ANCHOR PEEK HEALIX 6.5  ,6221
625437,TISSUE SYN CA PHOS 5ML B,21258
625438,SCREW ORTH CANN 3X20.5MM,2171
625440,SCREW BN 2.0X6MM ORTH   ,1819
625441,SCREW INTRAFIX 254609   ,3333
625442,BOLT LCK INTLK 2.8MM    ,3888
625443,PLATE VAR 14HL 237X3.5MM,31888
625444,BIT DRL SHRT 4.2        ,4231
625448,DRILL COUNTERSINK CPLNG ,2988
625449,DEVICE EVERA S DR DF4   ,100000
625453,SCREW BN 2.7X16 53-27216,646
625454,PLATE REG 8HL 2MM       ,1465
625455,CRT-D EVERA S DR DDBC3D1,100000
625456,CATH GD 4F LFTHRTCRDVEIN,3260
625457,INTRODCR SFSHTH 23CM 9FR,1540
625458,EXPANDER TISS 700ML 9X12,14494
625459,EXPANDER TSS1000ML 11X13,14494
625460,INSERT ORTH 18MM XS UNV ,42795
625461,SCREW ASNS3 P-T 4X36MM  ,2151
625462,GW ASNIS III 1.4X150MM  ,2046
625463,STEM FEM CMPLT RDC 137X9,33620
625464,STEM FEM 5 STD TRLK OFST,33620
625465,SRFC ARTC SZ EF 3-4 H20 ,18918
625466,PLATE AXSOS TTL STAB 6HL,16480
625467,SCREW LCK S/T 5X75MM    ,1565
625468,SCREW AXSOS LCK 5X34MM  ,1565
625469,SCREW AXSOS LCK 5X32MM  ,1565
625470,SCREW CORT S/T 4.5X75MM ,288
625471,SCREW CORT S/T 4.5X34MM ,288
625474,K-WIRE FX SS 315X2      ,1557
625475,PIN HLF APX EXFX 150X5MM,2274
625477,CLAMP EX-FIX HFFMN III  ,7198
625478,CLAMP X-FX HFFMN 5HL PIN,10801
625481,ROD EX FIX 300X11MM HFMN,5094
625483,PIN TRNFX EXFX300X40 5/6,3073
625484,PLATE TTL STAB AXSOS 4HL,13591
625485,SCREW T15 LCK DRV 4X75MM,1454
625486,SCREW BN CORT 3.5X36MM  ,267
625487,SCREW CORT S/T 3.5X22MM ,267
625489,DISK ARTF COCR  09.820.0,72949
625490,ROD LORD 5.5X40         ,3542
625491,CAGE SPN 9X23 PEEK MED  ,24970
625492,SCREW DLTA XTND 4.5X30  ,1052
625493,STEM HUM MOD ECNTRC DLT ,34140
625494,BIT DRL 125MM 2.5MM STRL,2789
625495,COMPNT FEM 4 RT CS TC3  ,45687
625496,CMPNT AGMNT 4X8 DIS RT  ,10120
625497,CMPNT AGMNT 4X4 POST    ,8838
625498,COMPNT AGMNT 4X12 DIST R,12523
625499,COMPNT FEM H ZIMAFLX LPS,25955
625500,SCREW BN 3MM 13MM 4MM AS,2171
625501,CNTRSNK DRL 2MM ASNS MIC,3449
625502,BEARING TIB 183740      ,8016
625503,INSERT TIB 4 H25.0MM TC3,19021
625504,ELCTRD LAP WIRE L HK 45C,1060
625508,SCREW LCP S/T 2.7X56MM  ,662
625509,LEAD SUTRLSS MYO 4046   ,7758
625510,SCREW INTFR MLGRO 7X23MM,6270
625511,STEM HUM GLBL SHLDR 12MM,42315
625512,IMPLANT BRST 275+55ML   ,5542
625513,IMPLANT BRST 300+60ML   ,5851
625514,GRAFT CERV 2 LVL SPNL   ,12306
625515,ICD EVERA XT DR DDBB1D1 ,100000
625516,EXTRACTOR KATZ EAR/NOSE ,1735
625517,CATH 6250VC ATAIN CMND  ,9230
625518,CATHETER GD STR 8.5-9FR ,5094
625519,INTRODCR SFSHTH 80CM 7FR,1530
625520,CAGE PEEK TLIF 9X28MM   ,41616
625522,HEAD FEM 36 A-CLS CONSER,10930
625523,SCREW V-AX NLCK 3.5X48  ,800
625524,BIT DRL PRODISC-C 2MM   ,5094
625525,DEFIB ICD PARDYM TDF010U,100000
625526,SCREW SPN 5.5X50 PLYAXL ,14169
625527,SCREW SPN 6.5X50 PLYAXL ,13480
625528,ROD LORD 5.5X55         ,3542
625529,DYE PGMNT SKN #5 FLSH   ,803
625530,DYE PGMNT SKN #6 FLSH   ,910
625531,DYE PGMNT SKN #7 FLSH   ,910
625533,PLATE CRNL 22HL RXG 1MM ,3888
625534,PLATE SS 3.5 MM SCR 8 HL,20180
625535,CAGE PEEK TLIF 12X28MM  ,41616
625536,PRTCL EMBL PREFL SYR 900,2028
625537,STENT BIL 2 PGTL 7CM 7FR,719
625538,EXPANDER TISS 650ML 133 ,14977
625540,SHELL ACTB CONT MLHL 54 ,18155
625541,PLATE SPN ASP 1LVL 20MM ,18695
625542,IMPLANT BRST 13.5X14CM S,14494
625543,IMPLANT BRST 14X14.5CM S,14494
625544,DEVICE CRT VOLTA 384075 ,33735
625545,BEARING 63/67MMX20MM VNG,25044
625546,STEM XTN SPLND V2 80X13 ,15346
625547,BLOCK AUGMT 360D 67X10MM,13378
625548,STEM EXT SPLND 80X12MM  ,17927
625549,BLOCK AUG LT 360D 60X5MM,11964
625550,COMPNT TIB KN 360D 67MM ,26768
625551,COMPNT VNGRD LT 360X60  ,80850
625553,BIL STENT DBL PIGTAIL 7F,719
625554,IMPLANT SMART TOE DIP 13,13575
625556,BROACH RSPR MDL P2      ,4475
625557,DRILL BIT PROXIMAL BN   ,1783
625558,SCREW BNE 1.2X5 PRFL    ,917
625559,SCREW BNE 1.2X6 PRFL    ,917
625560,SCREW BNE 1.2X7 PRFL    ,917
625562,PLATE BN SS LCP 247.351 ,5194
625563,SCREW BN SS L18MM OD2MM ,542
625564,SCREW LOCKING 201.890   ,1440
625565,SCREW LCP LCK 16X2MM    ,1440
625566,SCREW LOCKING 201.880   ,1440
625567,SCREW LOCKING 201.882   ,1440
625568,FILLER BN HA CA SLF 5ML ,18654
625569,SCREW PRFL 1.2X14MM     ,992
625570,SCREW PRFL 1.4X5MM      ,992
625571,NAIL TIB MT-NL IM 10X36 ,35723
625572,SCREW BN TRGN LOPRO 5X25,5258
625573,CMPNT SEG 3 OTHGNS LPS  ,19507
625574,CATH GD 6248DEL90DL02   ,3260
625575,ICD EVERA XT DF4 DDBB1D4,100000
625576,BROACH SURG SMRTOE 2 PRX,4475
625577,CAGE ACDF PEEK 5 12X14X7,20346
625578,GRAFT BN ILIAC 18-20MM  ,15781
625579,BEARING ARCM KN 79/83X10,21215
625580,SCREW SPN POLY 6.5X40   ,19678
625581,SCREW SPN PRECEPT 7.5X35,20346
625582,ROD PPT PBNT LRDTC 140MM,5904
625583,SPACER SPNL 25X11X15MM  ,49940
625584,COMPNT PTLR SUT 31MM    ,12305
625585,MIXER CEMENT 417300     ,2812
625586,MOLD HD STG1 SPCR 60MM  ,10301
625587,MOLD SPCR HIP CMNT135X11,12306
625588,BLADE 10MM RADL FLX OSTM,4666
625589,CAGE SPN NOVL PEEK 8MM  ,46240
625590,CAGE RTTLSNKE 18X55X12 8,73984
625591,CAGE RTTLSNKE 18X55X10 8,73984
625594,SCREW 4.5X12 SPN FXANG  ,2952
625595,RETRVR SUT LG 9X10X5.2  ,895
625596,CAGE PEEK TLIF 8X28MM   ,41616
625597,SCREW DTRFRE 3.0X20MM   ,3876
625598,DRILL ORT 2.2MM SCR SET ,5094
625599,KWIRE FX 150MM 1.1MM    ,1150
625600,NEEDLE SUT STRL 18      ,1204
625601,PLATE ANT CERV 1LVL 12MM,18695
625602,SCREW SPN NON BSD 3.5X12,14169
625603,ROD SPN OASYS TI 80X3.5 ,3542
625604,TAP SURG OASYS 3.5MM SCR,5141
625605,PLATE ANT CSPN 1LVL 20MM,18695
625606,BIT DRL TETH STRL 2.5MM ,5434
625607,IMPLANT BRST GEL700CC   ,11047
625608,SUTURE 2 TGRLP CRV NDL W,1701
625609,KIT FX 6X4.5MM MPFL CNV ,25602
625610,PIGMENT TATOO FLSH TNE 5,1451
625611,IMPLNT BRST GEL TXT575CC,11047
625612,PLATE NEURO 1.5 2HL MD  ,912
625614,LINER ACTB NEUT 32X52   ,8454
625615,CORAIL2 STD SZ 9        ,32276
625616,STEM MONOBLCK 12X10MM   ,67240
625617,INSERT SCKT RSP +4X32MM ,10930
625618,BASEPLATE HUM 30MM RSP  ,16810
625619,HEAD HUM 32MM RTN SCREW ,10930
625620,SCREW LCK 5X26          ,1033
625621,SCREW LCK 5X30          ,1033
625622,RESTRCTOR CMNT 14MM     ,1252
625623,PLATE 3-LEV ACP 42MM    ,20346
625624,GRAFT ILIAC LMB 20X90MM ,51298
625625,STENT AAA ENDOGRAFT 20MM,54424
625626,NAIL IM TI 440X13 FEM CN,16140
625628,LEAD PCNG ENDO 7FR 65CM ,36604
625629,LINER ACTB R3 0D 40MM   ,8744
625630,GRAFT BN SUB VTSS 2.5ML ,6994
625631,HEAD HUM SHLDR 18X44MM  ,17066
625633,ICD EVERA XT DF4 DVBB1D1,100000
625634,EXPANDER TISS 550ML 9200,17514
625635,EXPANDER TISS 550ML 9300,17151
625636,NAIL R15 LT 11X360X130MM,31200
625637,NAIL IM HUM 8X260       ,18376
625638,SCREW T2 LCK F-T5X52.5MM,2747
625639,GWIRE SMTH TIP 2.2X800  ,3935
625640,BIT DRL 3.5X230         ,3491
625641,BIT DRL 3.5X130         ,2684
625642,SCREW T2 LCK F-T 4X22MM ,2222
625643,SCREW T2 LCK F-T 4X26MM ,2222
625644,SCREW V-AX ORTH 3.5X50MM,326
625645,SCREW BN ELB 3.5X55     ,326
625646,SUTURE QUILL SRS 2 HLFCR,568
625647,CUP ACTB SECT 2 PNCL 50 ,13116
625648,STEM FEM 0 BPS TRLK OFST,33620
625649,PLATE 3MM SPCR 2.4/2.7MM,10627
625650,SCREW HDLS CMPR 3X24X8MM,3961
625651,SCREW BN 3X18 HDLS COMP ,3961
625652,SCREW BN 3MM 20MM       ,3961
625653,SURFACE ARTC NXG KN 17MM,13116
625654,CAGE PEEK TLIF 10X28MM  ,41616
625655,DEVICE BX TMN 20X6      ,1426
625656,NEEDLE BX TMN 18GA T18/6,1028
625657,TISSUE BN BETA TCP 10ML ,34824
625658,PLATE 2 LVL HELIX  48MM ,18695
625659,SLED MEDIAL MALLELAR 42M,7406
625660,SCREW CANC 3.8X16MM     ,668
625661,SCREW CANC 3.8X20MM     ,1216
625662,SCREW CANC 3.8X24MM     ,777
625663,WASHER MDL MLR SLD ORTH ,1165
625664,SCREW BN CANC 4X50      ,2159
625665,KWIRE FX SS .9MM        ,585
625666,BIT DRL 3.2MM 2MM LNG   ,1846
625667,PLATE LCP 2.7X3.5MM  6HL,7672
625668,CAP END +5MM 04.004.001S,2674
625669,SCREW DRCO ORTH 16X3MM  ,3752
625670,SCREW BN 18MM 3MM DRCO  ,3876
625672,SCREW BNE 1.2X9 PRFL    ,917
625673,GRAFT BN DBM 1ML PTTY   ,1634
625674,CAGE PEEK  0D 14X12X7IN ,46240
625675,SCREW BN 3.5MM 8MM SPNL ,3936
625676,SCREW BN 4MM 10MM SPNL S,3936
625677,SCREW 3.5X10MM SPNL ST  ,3936
625678,BAG SPEC NBRT 17.5X9.5CM,1324
625679,SPACER NOVL-TL MED 7MM  ,46240
625681,PLATE 1 LVL HELIX  34MM ,19678
625682,BIT FOOT DRL SWIVLCK    ,2547
625683,TAP BN SWIVLCK 3.5MM    ,3057
625684,TAP BN SWIVLCK 4.75MM   ,3057
625686,KIT LIGAMENT REPAIR ANKL,12306
625687,ANCHOR SUT BCMPS TAK S J,5739
625688,KIT INST 2.4MM DRL GD ST,4238
625689,STEM HUM SHLDR 15MM     ,26224
625691,PLATE SPN 4LVL 76MM     ,18695
625692,KIT ENDO FX MAG SUT     ,551
625693,IMPLNT KIT ARTH FX COBRD,6906
625694,KIT CATH DLYS 24CM 15.5F,4293
625695,KIT CATH DLYS 28CM 15.5F,4293
625696,CATH DURAMX STCKD TIP 32,4293
625697,COMPONENT GLND LG BETA  ,26224
625698,BIT DRL SWIVELOCK 3.5MM ,2547
625699,DEV SUT SHTL IDL STR CRS,3668
625700,ANCHOR HEALIX KNTLSS SUT,5616
625701,ANCHOR HELX KNTLS PEEK  ,5616
625702,CTHABL HALO-360 25      ,15143
625703,STEM FEM STD OFST ANTHLG,26896
625704,COMPNT FEM LT KN XS66X58,54831
625705,BLOCK AUGMT SR KN 5MM   ,9549
