IVNUM,IVDESC,IVSW9,IVCPTCD,IVPRICE1,IVFPRICE1,IVFDATE1
4482436,CHLORIDE URINE,R,82436,63.56,68,20190101
4482438,CSF CHLORIDE,R,82438,62.38,67,20190101
4482441,PCB POLYCHLORINATED BIPHENYL,R,82441,230.37,242,20190101
4482480,"CHOLINESTERASE, SERUM",R,82480,199.07,211,20190101
4482492,WARFARIN,R,82542,196.21,208,20190101
4482495,"CHROMIUM, PLASMA",R,82495,150.84,160,20190101
4482507,KIDNEY STONE 6,R,82507,69.76,74.5,20190101
4482523,N-TELOPEPTIDE CROSS-LINKS (NTx) SERUM,R,82523,239.3,251.5,20190101
4482525,COPPER URINE,R,82525,34.78,37.5,20190101
4482533,"CORTISOL, SALIVA",D,82533,63.13,67.5,20190101
4482542,METHYLPHENIDATE,R,82542,171.3,181.5,20190101
4482570,URINE MICROALBUMIN / CREAT RATIO,R,82043,31.21,33.5,20190101
4482610,CYSTATIN C,R,82610,216.83,227.5,20190101
4482657,PORPHOBILINOGEN DEAMONASE RBC,R,82657,163.88,173.5,20190101
4482670,"ESTRADIOL, ULTRASENSITIVE",R,82670,360.05,378,20190101
4482671,ESTROGEN FRACTIONATED,R,82671,104.54,111,20190101
4482679,ESTRONE (E1),R,82679,46.44,50,20190101
4482747,RBC FOLATE,R,82747,45.36,49,20190101
4482777,GALECTIN-3,R,82777,204.16,214.5,20190101
4482784,IGG-CSF,R,82784,59.49,63.5,20190101
4482785,"ALLERGEN PROFILE, AREA 11",R,82785,129.59,137.5,20190101
4482787,IMMUNOGLOBULINS G SUBCLASS 4,R,82787,148.61,157.5,20190101
4482803,CAPILLARY BLOOD GAS,X,82803,251.58,264,20190101
4482873,MULTIPLE SCLEROSIS PROFILE W/ MBP,R,82040,206.38,216.5,20190101
4482945,CSF GLUCOSE,H,82945,62.38,67,20190101
4482950,GLUCOSE TOLERANCE STANDARD 2HR,,82950,65.91,70.5,20190101
4482952,.GLUCOSE ADDITIONAL BEYOND THREE,A,82952,62.38,67,20190101
4483013,H.PYLORI BREATH TEST,,83013,197.9,210,20190101
4483014,.H.PYLORI DRUG ADMIN,,83014,31.21,33.5,20190101
4483018,"COBALT, SERUM OR PLASMA",R,83018,38.88,42,20190101
4483021,HEMOGLOBIN S EVALUATION,R,83021,27.11,29.5,20190101
4483036,HgB A1c,A,83036,78,83.5,20190101
4483088,HISTAMINE PLASMA,R,83088,240,252,20190101
4483516,ANTI HISTONE IgG,R,83516,50.65,54,20190101
4483520,LEPTIN,R,83520,148.61,157.5,20190101
4483525,INSULIN RESISTANCE PANEL,R,83525,72.76,78,20190101
4483631,"STOOL LACTOFERRIN, QUANT, SENDOUT",R,83631,188.26,199.5,20190101
4483655,LEAD LEVEL ADULT,R,83655,201.29,211.5,20190101
4483663,FETAL LUNG MATURITY FLUORESCENCE,R,83663,78.54,84,20190101
4483704,NMR LIPOPROFILE,R,83704,196.21,125,20190101
4483721,LDL DIRECT (SENDOUT),R,83721,32.4,35,20190101
4483727,GONADOTROPIN - RELEASING HORMONE,R,83727,304.5,319.5,20190101
4483735,KIDNEY STONE 8,R,83735,17.17,18.5,20190101
4483789,"CARNITINE, TOTAL AND FREE",R,82379,57.78,62,20190101
4483835,"METANEPHRINES, FRACTIONATED,  PLASMA",R,83835,205,215.5,20190101
4483873,MYELIN BASIC PROTEIN-CSF,R,83873,47.09,51,20190101
4483880,NT-BNP,A,83880,233.21,245,20190101
4483883,IMMUNOFIXATION ELECTROPHORESIS GEL,R,86334,69.34,74,20190101
4483887,"NICOTINE AND METABOLITE, QUANT (BLOOD)",R,80323,114.48,121.5,20190101
4483891,FEBRILE X SYNDROME DNAI,R,83891,166.21,176,20190101
4483894,FEBRILE X SYNDROME DNAII,R,83894,166.21,176,20190101
4483898,FEBRILE X SYNDROME DNAIII,R,83898,166.21,176,20190101
4483900,AMPLIFICATION,R,83900,8.21,9,20190101
4483901,MULTIPLEX AMP,R,83901,89.02,95.5,20190101
4483909,SEPARATION AND ID,R,83909,8.21,9,20190101
4483912,FRAGILE X SYNDROME DNA AMNIOTIC FLUID,R,83912,154.87,164,20190101
4483914,MUTATION ID,R,83914,89.02,95.5,20190101
4483916,OLIGOCLONAL BANDS,R,83916,48.28,52,20190101
4483921,METHYLMALONIC ACID URINE,R,83921,542.01,569,20190101
4483930,OSMOLALITY SERUM OR LI HEPARIN PLASMA,L,83930,86.14,92,20190101
4483935,OSMOLALITY URINE,L,83935,86.14,92,20190101
4483945,KIDNEY STONE 9,R,83945,32.83,35.5,20190101
4483986,BODY FLUID PH,H,83986,41.26,44.5,20190101
4483993,"CALPROTECTIN, FECAL",R,83993,278.25,292,20190101
4484066,PROSTATIC ACID PHOSPHATASE,R,84066,34.78,37.5,20190101
4484105,KIDNEY STONE 10,R,84105,23.54,25.5,20190101
4484112,AMNISURE,R,84112,125,132.5,20190101
4484120,"PORPHYRINS, QUANT, 24 HR URINE",R,84120,173.52,184,20190101
4484132,CSF POTASSIUM,H,84132,62.38,67,20190101
4484133,KIDNEY STONE 11,R,84133,23.54,25.5,20190101
4484140,PREGNENOLONE,R,84140,109.92,116.5,20190101
4484145,PROCALCITONIN,R,84145,163.35,173,20190101
4484156,URINE PROTEIN ELECTROPHORESIS RANDOM,R,84156,136.1,144.5,20190101
4484157,BODY FLUID TOTAL PROTEIN,H,84157,41.26,44.5,20190101
4484163,SERUM INTEGRATED 1 (PAPP-A),R,84163,148.61,157.5,20190101
4484202,"ERYTHROCYTE PORPHYRIN, WHOLE BLOOD",R,84202,169.6,180,20190101
4484244,ALDOSTERONE / RENIN RATIO,R,84244,324.98,341,20190101
4484300,KIDNEY STONE 12,R,84300,23.54,25.5,20190101
4484302,CSF SODIUM,H,84302,62.38,67,20190101
4484311,"PORPHYRINS, SERUM TOTAL",R,84311,38.88,42,20190101
4484315,BODY FLUID SPECIFIC GRAVITY,H,84315,24.73,26.5,20190101
4484376,STOOL REDUCING SUBSTANCE,R,84376,26.46,28.5,20190101
4484392,KIDNEY STONE 13,R,84392,23.54,25.5,20190101
4484402,TESTOSTERONE F/T/BIO,R,84402,241.5,253.5,20190101
4484432,THYROGLOBULIN BY LC-MS/MS (LRH/ARUP),R,84432,112.5,119.5,20190101
4484443,HF TSH,A,84443,7.5,7.5,0
4484478,VAP 1,R,84478,68.8,73.5,20190101
4484482,REVERSE T3,R,84482,53.61,57.5,20190101
4484540,URINE UREA 24 HOUR,R,84540,21.82,23.5,20190101
4484560,KIDNEY STONE 14,R,84560,23.54,25.5,20190101
4484585,URINE VMA 24 HR,R,84585,201.29,211.5,20190101
4484591,VITAMIN B3 (NIACIN),R,84591,199.07,211,20190101
4484597,VITAMIN K,R,84597,149.67,158.5,20190101
4484630,"ZINC, RBC",R,84630,115,122,20190101
4484702,HCG BETA QUANTITATIVE,A,84702,60.13,64.5,20190101
4484703,HCG PREGNANCY TEST URINE,R,84703,104,110,20190101
4484999,STOOL OSMOLALITY,R,84999,83.78,89.5,20190101
4485025,HF CBC,,85025,7.5,7.5,0
4485206,HF GLUCOSE,A,82947,8,8.5,20190101
4485246,VONWILLEBRAND FACTOR ANTIGEN,R,85246,79.72,85.5,20190101
4485247,VONWILLEBRAND PROFILE,R,85240,71.69,76.5,20190101
4485260,FACTOR X ACTIVITY,R,85260,385.5,405,20190101
4485302,PROTEIN C ANTIGEN,R,85302,37.69,40.5,20190101
4485305,PROTEIN S ANTIGEN,R,85305,37.69,40.5,20190101
4485384,FACTOR I ACTIVITY (FIBRINOGEN ACTIVITY),R,85384,324.98,341,20190101
4485415,PLASMINOGEN ACTIVATOR INHIBITOR ACTIVITY,R,85415,135.15,143.5,20190101
4485417,PLASMINOGEN ACTIVATOR INHIBITOR ANTIGEN,R,85415,229.69,241,20190101
4485461,BB FMHS,P,85461,199.07,211,20190101
4485520,ANTI-Xa LMW HEP,R,85520,158.79,168.5,20190101
4485540,LEUKOCYTE ALKALINE PHOSPHATASE,R,88280,30.02,32.5,20190101
4485586,VASOACTIVE INTESTINAL POLYPEPTIDE,R,84586,74.9,80,20190101
4485598,ANTIPHOSPHOLIPID SYNDROME (APS) PROFILE,R,85598,104,110,20190101
4485660,HEMOGLOBIN SOLUBILITY,R,85660,68.16,73,20190101
4486001,CANDIDA ALBICANS M005-IGG,R,86001,36.5,39.5,20190101
4486003,ALLERGEN IGE,R,86003,32.4,35,20190101
4486005,"ALLERGEN PROFILE, ANIMAL MIX",R,86003,32.4,35,20190101
4486022,HEPARIN INDUCED PLATELET,R,86022,177.23,188,20190101
4486140,CRP,A,86140,95.34,102,20190101
4486146,BETA-2 GLYCOPROTEIN 1 ANTIBODIES,R,86146,96.51,103.5,20190101
4486147,ANTICARDIOLIPIN ANTIBODIES IgA/G/M,R,86147,288.23,302.5,20190101
4486160,C1-ESTERASE INHIBITOR,R,86160,42.34,45.5,20190101
4486226,ANTI-ssDNA,R,86226,177.02,187.5,20190101
4486235,ANTI-SMITH,R,86235,114.48,121.5,20190101
4486255,CELIAC DISEASE PROFILE / REFLEX,R,82784,21.82,23.5,20190101
4486301,CA 19-9,R,86301,38.88,42,20190101
4486316,CHROMOGRANIN A,R,83516,109.29,116,20190101
4486317,HAEMOPHILUS INFLUENZA TYPE B AB IGG,R,86317,75,80.5,20190101
4486331,HYPERSENSITIVITY PNEUMONITIS PROFILE,R,86331,125,132.5,20190101
4486335,URINE PROTEIN ELECTROPHORESIS 24 HR,R,84156,136.1,144.5,20190101
4486336,INHIBIN A,R,86336,281.09,295,20190101
4486340,"INTRINSIC FACTOR ABS, SERUM",R,86340,18.79,20.5,20190101
4486352,NEUTROPHIL OXIDASE BURST,R,86352,324.45,340.5,20190101
4486355,B-CELL PANEL BY FLOW CYTOMETRY,R,86355,112.5,119.5,20190101
4486356,HNK1 (CD57) PROFILE,R,86356,121.37,128.5,20190101
4486359,TCELL TOTAL COUNT,R,86359,67.62,72.5,20190101
4486376,THYROID ANTIBODIES,R,86376,324.98,341,20190101
4486403,STREPTOZYME,R,86403,28.84,31,20190101
4486406,STREPTOZYME REFLEX TITER,R,86406,80.36,86,20190101
4486480,QUANTIFERON TB GOLD PLUS,R,86480,214.62,225.5,20190101
4486592,RPR WITH REFLEX TO QUANT AND CONFIRM,R,86592,44.17,47.5,20190101
4486602,"SACCHAROMONOSPORA VIRIDIS, IGG",R,86602,32.43,35,20190101
4486603,THERMOACTINOMYCES CANDIDUS IGG,R,86602,32.43,35,20190101
4486606,"ASPERGILLUS BATTERY, IGG",R,,437.43,459.5,20190101
4486607,"ASPERGILLIS FLAVUS, IGG",R,86606,30.17,32.5,20190101
4486611,BARTONELLA HENSELAE IGG AND IGM,R,86611,41.26,44.5,20190101
4486617,LYME IGM,R,86617,81.43,87,20190101
4486618,"LYME DISEASE, WESTERN BLOT",R,86617,136.74,145,20190101
4486622,BRUCELLA ANTIBODY IGM BY EIA,R,86622,48.28,52,20190101
4486631,CHLAMYDIA IGG,R,86631,193.34,205,20190101
4486632,CHLAMYDIA TRACHOMATIS IGM,R,86632,193.34,205,20190101
4486635,COCCIDIOIDES ANTIBODY (LABCORP),R,86635,44.17,47.5,20190101
4486636,COCCIDIOIDES ABS PANEL IgG AND IgM (IHC),R,86635,153.7,163,20190101
4486638,"Q FEVER ANTIBODIES, IGG",R,86638,40.07,43.5,20190101
4486644,CMV ANTIBODY TOTAL,R,86644,104,110,20190101
4486658,COXSACKIE VIRUS ANTIBODY A,R,86658,68.8,73.5,20190101
4486666,"EHRLICHIOSIS IGG, IGM",R,86666,420,441,20190101
4486677,HELICOBACTER PYLORI ABS IgA IgG IgM,R,86677,88.28,94.5,20190101
4486682,SCHISTOSOMA ANTIBODY IGG,R,86682,180,191,20190101
4486689,HIV 1 CONFIRMATION BY WESTERN BLOT,R,86689,426.3,447.5,20190101
4486694,HERPES SIMPLEX TYPE 1/2 IGG,R,86694,45.36,49,20190101
4486695,"HSV TYPE 1 SPECIFIC ANTIBODIES, IgG",R,86695,22,24,20190101
4486696,"HSV TYPE 2 SPECIFIC ANTIBODIES, IgG",R,86696,33,35.5,20190101
4486698,HISTOPLASMA CAPSULATUM ANTIBODIES,R,86698,105.19,111.5,20190101
4486699,HISTOPLASMA GALACTO ANTIGEN EIA-SERUM,R,87385,144,152.5,20190101
4486703,HIV 1/2 RAPID,L,86703,34.78,37.5,20190101
4486710,"INFLUENZA A&B ANTIBODIES, QUANT (SERUM)",R,86710,214.62,225.5,20190101
4486738,MYCOPLASMA PNEUMONIAE ANTIBODY IGG,R,86738,37.69,40.5,20190101
4486753,"BABESIA MICROTI  ANTIBODIES, IgG IgM",R,86753,142.8,151.5,20190101
4486757,RICKETTSIA ANTIBODY,R,86757,140.13,148.5,20190101
4486768,SALMONELLA ANTIBODIES,R,86768 X 5,114.8,121.5,20190101
4486787,VARICELLA ZOSTER IGM,R,86787,34.78,37.5,20190101
4486790,WEST NILE IGM,R,86788,172.36,182.5,20190101
4486791,HUMAN HERPESVIRUS 6 (HHV-6) IgG,R,86790,28.19,30.5,20190101
4486803,HEPATITIS C ANTIBODY W/ REFLEX FOR VERIF,R,86803,18.9,20.5,20190101
4486804,HEPATITIS C CONFIRMATION REFLEX CHARGE,R,86804,506.1,531.5,20190101
4486860,BB ANTIBODY ELUTION RBC,P,86860,166.21,176,20190101
4486901,OB RH FACTOR,P,,28.84,31,20190101
4486905,RBC ANTIGEN TYPING: A1,R,86905,101,107,20190101
4487015,"CYCLOSPORA SMEAR, STOOL",R,87015,21,22.5,20190101
4487040,CULTURE BLOOD (LOGAN),I,87040,120.2,127.5,20190101
4487081,CULTURE GROUP A STREP LOGAN,I,87081,74.9,80,20190101
4487102,FUNGAL SUSCEPTIBILITY MIC PANEL,I,87186,73.94,79,20190101
4487116,CULTURE ACID FAST,I,87116,44.17,47.5,20190101
4487169,"PARASITE IDENTIFICATION, WORM",I,87169,27,29,20190101
4487186,.SENSITIVITY (ADDITIONAL CHARGE),,87186,73.4,78.5,20190101
4487205,"URINE, EOSINOPHIL",C,87205,65.91,70.5,20190101
4487281,PNEUMOCYSTIS CARNII DFA,R,87281,148.61,157.5,20190101
4487305,"ASPERGILLUS GALACTOMANNAN ANTIGEN, SERUM",R,87305,75,80.5,20190101
4487324,C. DIFF STOOL AG & TOXIN,L,87324,58.32,62.5,20190101
4487328,CRYPTOSPORIDIUM AG,R,87328,144.58,153.5,20190101
4487385,"HISTOPLASMA ANTIGEN BY EIA, URINE",R,87385,162.18,172,20190101
4487427,E COLI SHIGA-LIKE TOXIN BY EIA,R,87427,94.16,101,20190101
4487476,LYME-PCR,R,87476,225.92,237,20190101
4487491,GC AND CHLAMYDIA BY PCR,R,87491,76.83,82,20190101
4487493,C DIFF CONFIRMATION ILLUMIGENE,I,87493,109.29,116,20190101
4487496,CMV BY PCR,R,86644,331.7,348.5,20190101
4487497,URINE CMV QUANT BY PCR,R,87497,407.93,428.5,20190101
4487498,ENTEROVIRUS RT-PCR CSF,R,87498,427.35,448.5,20190101
4487505,GASTRO PARASITE AND MICROSPORIDIA PCR,R,87505,584.33,613.5,20190101
4487529,"HERPES SIMPLEX VIRUS 1/2, PCR, CSF/SST",R,87529,406.25,426.5,20190101
4487535,PCR QUAL RNA HIV,R,87535,459.69,482.5,20190101
4487633,RESPIRATORY VIRAL PANEL,I,87633,331.7,348.5,20190101
4487634,"VAGINITIS/VAGINOSIS, DNA PROBE",I,87480,112.25,119,20190101
4487641,MRSA SCREEN BY PCR,R,87640,76.83,82,20190101
4487798,WEST NILE PCR,R,87798,520.38,546.5,20190101
4487799,BK VIRUS BY PCR (PLASMA),R,87799,458.54,481.5,20190101
4487801,"GASTROINTESTINAL FILMARRAY BY PCR, STOOL",I,87507,623.96,655,20190101
4487899,STREP PNEUMO ANTIGEN URINE OR CSF,R,87899,97.69,104.5,20190101
4487900,HIV GENOTYPE 1,R,87900,811.41,844,20190101
4487901,HIV GENOTYPE 2,R,87901,811.41,844,20190101
4488108,TZANK STAIN,R,88108,45.36,49,20190101
4488112,URINE CYTOLOGY,R,88112,191.65,203,20190101
4488173,CYTOPATH NEEDLE BIOPSY REPORT,R,88173,152,161,20190101
4488184,BB FHGB QUANT,P,88184,120.2,127.5,20190101
4488230,TISSUE CULTURE NON-NEOPLASTIC,R,88230,642.18,674.5,20190101
4488237,TISSUE CULTURE BONE MARROW,R,88237,305.55,321,20190101
4488260,CHROMOSOME ANALYSIS,R,88261,420,441,20190101
4488262,KAROTYPE CHROMESONE ANA 15-20,R,88262,570.47,599,20190101
4488264,CHROMOSOME ANALYSIS FOR AMNIOTIC FLUID,R,88269,305.55,321,20190101
4488273,CHROMOSOMAL HYBRIDIZATION,R,88273,204.69,215,20190101
4488280,CHROMESOME ANAYL ADDL KAROTYPE,R,88280,132.18,140,20190101
4488291,CYTOGENETICS MOLECULAR,R,88291,578.76,607.5,20190101
4488300,PATH SURG LEVEL 1,R,88300,54.25,58,20190101
4488302,PATH/SURGICAL LEVEL 2,R,88302,53.57,57.5,20190101
4488304,PATH/SURGICAL LEVEL 3,R,88304,58.96,63,20190101
4488305,PATH/SURGICAL LEVEL 4,R,88305,200,212,20190101
4488307,PATH/SURGICAL LEVEL 5,R,88307,82.07,88,20190101
4488309,PATH/SURGICAL LEVEL VI,R,88309,105.72,112,20190101
4488311,PATH/DECALCIFICATION,R,88311,18.25,19.5,20190101
4488312,PATH/SPECIAL STAINS,R,88312,230.37,242,20190101
4488313,PATH/SPECIAL STAINS GROUP II,R,88313,204.69,215,20190101
4488314,PATH/HISTOCHEMICAL STAIN,,88314,61.85,61.85,0
4488318,PATH/HISTOCHEMISTY ID,,88318,37.69,37.69,0
4488319,PATH/HISTOCHEMISTY ID,,88319,200.76,200.76,0
4488321,PATH/CONSULT SLIDES,,88321,186.03,186.03,0
4488323,PATH/CONSULT SLIDES,,88323,69.34,69.34,0
4488325,PATH/CONSULT COMPREHENSIVE,,88325,306.08,306.08,0
4488329,PATH/CONSULT DURING SURGERY,,88329,104,104,0
4488331,PATH/1ST TISSUE BLOCK,,88331,43.85,43.85,0
4488332,PATH/TISSUE BLOCK EACH ADDITIONAL,,88332,85.49,85.49,0
4488342,PATH/IMMUNCYTOCHEMISTRY,,88342,120.84,120.84,0
4488346,PATH/IMMUNFLUORESCENT STUDY,,88346,121.37,128.5,20190101
4488347,PATH/IMMUNOFLUORESCENT INDIRECT,,88347,138.33,146.5,20190101
4488348,PATH/ELECTRON MICROSCOPY DIAGNOSTIC,,88348,559.44,559.44,0
4488349,PATH/SCANNING,,88349,726.81,726.81,0
4488350,PATH IMMUNOFLUORESCENCE PER SPECIMEN,,88350,138.33,146.5,20190101
4488355,PATH/MORPHOMETRIC ANALYSIS,,88355,142.89,142.89,0
4488356,PATH/MORPHOMETRIC ANALYSIS NERVE,,88356,321.62,321.62,0
4488358,PATH/MORPHOMETRIC ANALYSIS TUMOR,,88358,46.55,46.55,0
4488362,PATH/NERVE TEASING PREPARATION.,,88362,214.62,214.62,0
4488365,PATH/TISS IN SITU HYBRIDIZATION,,88365,145.75,145.75,0
4488371,PATH/PROTEIN ANALYSIS,,88371,52.38,52.38,0
4488372,PATH/IMMUNOLOGICAL PROBE,,88372,53.61,53.61,0
4488373,COXSACKIE VIRUS ANTIBODY B,R,86658,276.05,290,20190101
4489190,SPUTUM EOSINOPHILS,R,89190,47.09,51,20190101
4501109,LIPITOR 10 MG TAB (NH),,,18.25,18.25,0
4501133,AMITRIPTYLINE 25 MG TAB (NH),,,4.1,4.1,0
4501467,LIDOCAINE HCL INJECTION 1% (50ML VIAL),,,31.75,31.75,0
4509905,"VITAMIN D CAP 50,000 U/1.25MG",,,9.07,9.07,0
4590000,ABBOCATH-T,,,15.34,15.34,0
4590010,BUTTERFLY,,,8,8.5,20190101
4590015,CONNECTOR LIFE SHIELD,,,11.23,11.23,0
4590020,EPIDURAL,,,235.5,235.5,0
4590030,FEMALE LUER LOCK,,,48.28,48.28,0
4590035,INTIMA IV CATHETER,,,35.32,35.32,0
4590036,INTRA CATHETER,,,45.9,45.9,0
4590040,IV-ADDITIVE SET,,,42.98,42.98,0
4590050,IV-D10W : 1000ML,,,23,23,0
4590051,IV-D5W : 500ML,,,9,9.5,20190101
4590053,IV-D5 1/2NS: 1000ML WRONG,,,24.5,26.5,20190101
4590054,IV-D5 1/4NS: 1000ML,,,24,26,20190101
4590055,IV-D5 20%NS (DON'T USE),,,16.52,16.52,0
4590056,IV-D5 LR: 1000ML,,,29,31.5,20190101
4590057,IV-D5 0.9%NS : 1000ML WRONG,,,19.5,21,20190101
4590060,IV-D5W: 1000ML,,,22.5,24.5,20190101
4590061,IV-D5W: 500ML,,,19.5,21,20190101
4590065,IV-FAT EMOLSION SET,,,102.29,102.29,0
4590070,IV-FILTER,,,18.79,18.79,0
4590071,IV-GLYCINE 3000,,,28.84,28.84,0
4590075,IV-LACTATED RINGERS: 1000ML WRONG,,,22.5,24.5,20190101
4590076,NS FLUSH 10 ML PFS,,,35.21,35.21,0
4590077,IV-NORMAL SALINE 0.9% : 1000ML WRONG,,,15,16,20190101
4590078,NS IRRG 1000ML,,,17.5,19,20190101
4590079,NS FLUSH: 50ML,,,14.69,14.69,0
4590080,IV-NORMAL SALINE 9%: 1000ML,,,11.5,12.5,20190101
4590081,IV-NORMAL SALINE 0.9% : 500ML,,,9,9.5,20190101
4590082,IV-NORMAL SALINE 0.45% : 1000ML,,,8.21,8.21,0
4590083,IV-NORMAL SALINE 0.9% : 250ML,,,23,25,20190101
4590085,SODIUM CHLORIDE 45%: 1000ML,,,19.5,21,20190101
4590090,IV-SPIKE ADAPTER,,,12.42,12.42,0
4590100,IV-THERAPY,,,48.28,48.28,0
4590105,IV-TUBE CHANGE,,,48.28,48.28,0
4590115,NITROGLYCERIN SET,,,149.67,149.67,0
4590120,PARTIAL FILLS NS NS 500,,,22.5,24.5,20190101
4590122,PARTIAL FILLS NS NS 100,,,22.5,24.5,20190101
4590123,PARTIAL FILLS NS NS D5W 100,,,22.5,24.5,20190101
4590130,PCA MINI BORE,,,47.74,47.74,0
4590131,PCA TUBING OLD,,,43.5,47,20190101
4590136,PEAK FLOW METER,,,43.42,43.42,0
4590140,PED VOLUME SOL SET,,,38.88,38.88,0
4590146,PRIMARY PIGGYBACK,,,25.27,25.27,0
4590150,PRN ADAPTER,,,7.02,7.02,0
4590152,INFUSION PUMP SUPPLIES,,A4222,66.98,66.98,0
4590153,INFUSION ACCESS CATHETER,,A4300,66.98,66.98,0
4590154,INFUSION PUMP,,E0781,450.24,450.24,0
4590155,PUMP ACCUPRO SET V8600,,,55.43,55.43,0
4590156,PUMP ACCUPRO SET WITH FILTER,,,86.67,86.67,0
4590158,PUMP IV PER DAY,,,54,58,20190101
4590160,PUMP MORPHINE SQ DAILY,,,121.9,121.9,0
4590161,PUMP MORPHINE SQ SETUP,,,83.78,83.78,0
4590162,PUMP (PCA) PER DAY,,,121.9,121.9,0
4590163,PUMP (PCA) SETUP,,,83.78,83.78,0
4590164,PUMP PRIMARY SET,,,44,47.5,20190101
4590170,RAPID INFUSION CATHETER,,,69.34,69.34,0
4590175,SECONDARY PIGGYBACK,,,15,16,20190101
4590180,STERILE WATER VL  50ML,,,27.11,27.11,0
4590185,TUR 2 BOTTLE IRRIGATION,,,50,50,0
4590200,SOL 5%DEX .2% SOD CHL 1L,,,24,26,20190101
4590201,ANESTHESIA SET,,,48.5,52.5,20190101
4590202,SOL .9%NACL 50ML QUAD PK WRONG,,,29.5,32,20190101
4590203,SOL 5%DEX WTR 100ML,,,29.5,32,20190101
4599999,TOPAMAX 50MG TAB,,,25.7,25.7,0
5000001,ALCOHOL OR DRUG ASSESSMENT 15 MIN,,H0001,13.5,14.5,20190101
5000003,ALCOHOL/DRUG SCREENING ANALYSIS OF SPEC,,H0003,15,16,20190101
5000004,BEHAVIORAL HEALTH COUNSEL/THERAPY 15 MIN,,H0004,13.5,14.5,20190101
5000005,ALCOHOL OR DRUG GROUP COUNSELING 15 MIN,,H0005,7,7.5,20190101
5000006,ALCOHOL/DRUG SERVICE CASE MANAGEMENT 15,,H0006,13.5,14.5,20190101
5000022,ALCOHOL/DRUG INTERVENTION SERVICE 15 MIN,,H0022,7,7.5,20190101
5000215,NON EMERGENCY TRANSPORTATION; PER MILE,,S0215,1,1,20190101
5001017,TARGETED CASE MANAGEMENT,,T1017,12.5,13.5,20190101
5002002,NON EMERGENCY TRANSPORTATION; PER DIEM,,T2002,22,24,20190101
5040000,PSYC-CONSULT 45 MIN,,90834,180,191,20190101
5040001,PSYC-CONSULT 30 MIN,,,49,53,20190101
5040002,PSYC-CONSULT 45 MIN,,,49,53,20190101
5040004,PSYC-ER CRISIS EACH ADDITIONAL 30 MIN,,90840,94,100.5,20190101
5040005,PSYC-ER CRISIS INTERVENTION 30-74 MIN,,90839,180,191,20190101
5040006,PSYC-ER CRISIS INTERVENTION 30-74 MIN,,90806,55.5,59.5,20190101
5040010,PSYC-FAM THER WITH PATIENT,,90847,180,191,20190101
5040011,PSYC-FAM THER WITH PAT 15MIN X4,,90846,49,53,20190101
5040015,PSYC-FAM THER WO PATIENT,,90847,166,176,20190101
5040016,PSYC-FAM THER WO PAT,,90846,192.5,204,20190101
5040020,PSYC-GROUP THER,,90853,91.5,98,20190101
5040021,PYSC-GROUP THER 15MIN X6,,90853,15,16,20190101
5040022,PSYC-GROUP D&A,,90853,52,55.5,20190101
5040023,PYSC-GROUP D&A,,90853,13.5,14.5,20190101
5040025,PYSC-IND THER  60 MIN,,90837,220,231,20190101
5040026,PYSC-IND EMDR THER 15MIN X6,,90808,49,53,20190101
5040028,PSYC-GROUP THER,,90853,49,53,20190101
5040030,PYSC-IND INTERACT PLAY THER,,90812,180,191,20190101
5040035,PYSC-IND THER 30 MIN,,90832,98.5,105.5,20190101
5040036,PSYC-IND THER 15MIN X2,,90804,55.5,59.5,20190101
5040040,PYSC-IND THER 45 MIN,,90834,166,176,20190101
5040041,PYSC-IND THER 15MIN X4,,90806,49,53,20190101
5040043,PSYCHIATRIC DIAGNOSTIC EVALUATION,,90791,192.5,204,20190101
5040044,PYSC-INTAKE EVALUATION,,90801,166,176,20190101
5040045,FORENSIC INTERVIEW,,,139,147.5,20190101
5040046,FORENSIC INTERVIEW  PER15 MIN,,90802,93.5,100,20190101
5040050,PYSC-MISS APPOINT,,,28,30,20190101
5040055,PYSC-COLLATERAL CONTACT,,8225A,25,27,20190101
5040060,PYSC-SOCIAL HISTORY PER 15MIN,,T1028,24,26,20190101
5040065,PSYC-PARENTING COORDINATOR,,,124,131.5,20190101
5040070,PSYC-CUSTODY EVALUATION,,,138.5,147,20190101
5040075,PSYC-COURT PREP,,,195.5,207,20190101
5040076,PSYC-COURT TESTIFY,,,226,237.5,20190101
5040077,TELEHEATH,,Q3014,78,83.5,20190101
5040100,REHAB-COLLAT CONTACT 15MIN X4,,90887,29.5,32,20190101
5040105,REHAB-DIAG INTERV 15MIN X4,,90820,29.5,32,20190101
5040110,REHAB-ER CRISIS INTERVENT 15MIN X4,,H2011,29.5,32,20190101
5040115,REHAB-FAM PSYC THER 15MIN X4,,90847,29.5,32,20190101
5040120,REHAB IND PSYCOSOCIAL 15MIN X4,,H2017UB,24,26,20190101
5040125,REHAB-PSYC GROUP THER 15MIN X4,,H2014,29.5,32,20190101
5040130,TREATMENT PLAN 15MIN X4,,H0032,24,26,20190101
5040135,REHAB IND PSYCOSOCIAL,,H2017,29.5,32,20190101
5040140,REHAB-REHAB EVALUATION,,H0031,29.5,32,20190101
5040145,REHAB-SOCIAL HISTORY,,T1028,25,27,20190101
5040200,SOC MED EVAL CACHE EMPLOY 15MINX4,,,16,17.5,20190101
5040500,DE-DESIGNATED EXAMINER,,,121,128.5,20190101
