MNEMONIC,DESC.,CUR PRICE 12/2018
ORS0137452,CATH DIL HEMOSTREAM 15.5F 28CM,600
ORS0137453,PLATE VOLAR LT NRW 0.85x2.234,2005
ORS0137454,GUIDEWIRE STR 0.035MM x 6IN,37.5
ORS0137455,BIT DRILL ACUTRAK 2 PROF MICRO,630
ORS0137456,BIT DRILL ACUTRAK 2 MICRO,725
ORS0137457,STNT VASC FLEXSTAR XL 6 x 170,8737.5
ORS0137458,STNT VASC FLEXSTAR 6 x 60MM,4687.5
ORS0137459,STNT VASC FLEXSTAR XL 6x100MM,5987.5
ORS0137460,CRADLE SCOPE,27.08
ORS0137461,CAGE SPIN TI DEVEX 7IN x 28IN,10153.13
ORS0137462,CONN SFX TI MED SIZE A5 5.5,2000
ORS0137463,SCRW CANN SHT THRD SS 4x46MM,415.13
ORS0137464,SCRW CANC FTRD SS N/S 4x12MM,32.95
ORS0137465,BIT DRILL CANN QCP 3.5x160MM,950.9
ORS0137466,MESH KUGEL COMPSX XL 10x13 OVL,5570.28
ORS0137467,STABILIZER V VACUME ACROBAT,2655
ORS0137468,INSRT TIB BEARING X3 SZ 6 13MM,3861.28
ORS0137469,SCRW STEM EXT RPLCMNT,282.5
ORS0137470,PAT STD NEXGEN 32MM x 8.5MM,1350
ORS0137471,CMPNT FEM POR LPS FX PS LT SZG,9289.5
ORS0137472,TIB BLOCK AUGMNT FLL SZ 3 10MM,2816.33
ORS0137473,EXTN STEM STR 12MM x 100MM,2315.05
ORS0137474,PLATE VDR NARROW LT,2212.5
ORS0137475,MESH DYNAMIC 90MM x 90MM,3724
ORS0137476,PLATE L STD GOLD 5H 1.7MM,467.88
ORS0137477,TIB BLOCK AUGMNT FLL SZ 4 10MM,2816.33
ORS0137478,INSRT TIB BEARING X3 SZ 1 11MM,3861.28
ORS0137479,SCRW CRTX S-T TI 1.3 x 14MM,162.7
ORS0137480,SCRW CRTX S-T TI 1.3  x 16MM,162.7
ORS0137481,SCRW CRTX S-T TI 1.3 x 18MM,162.7
ORS0137482,PLATE STR TI 6H 1.3MM x 23MM,403.95
ORS0137483,PLATE EXT TI H-PLATE/LFT 1.3MM,488.08
ORS0137484,PLATE 3 H HD/8 H SH TI 1.3MM,468.45
ORS0137485,PORT SILS W/ CANN & OBTURATOR,1234.71
ORS0137486,BSPLT TIB CEMENTLESS SZ 1,4162.5
ORS0137487,INSR GNSII CON SZ 3-4 11MM,750
ORS0137488,TRAY EPIDURAL W/DRUGS A3701-17,84.16
ORS0137489,TRAY SPINAL W/DRUGS A3702-24,50.46
ORS0137490,WAND SUCT HC SUPERTURBOVAC,442.93
ORS0137491,WAND SUCT TURBOVAC 90DEG,390
ORS0137492,STEM FEM OFFSET NPOR SZ 0,5203.78
ORS0137493,CLAMP(EF) PIN 4-HOLE LG,1668.98
ORS0137494,BNDG TUIBULAR SIZE C  25YD,190.25
ORS0137495,DRAIN WOUND ROUND BLAKE 15FR,127.46
ORS0137496,DRILL TWIST 1.6MM FOR 2.0MM,311.13
ORS0137497,PLATE FRACTURE 6-HOLE,1299.75
ORS0137498,SCRW LKNG CROSS PN 2.3MM x 6MM,306.1
ORS0137499,SCRW LKNG CROSS PN 2.3MMx10MM,306.1
ORS0137500,SCRW LKNG CROSS PN 2.3MMx14MM,306.1
ORS0137501,SCRW LKNG CROSS PN 2.3MMx16MM,268.38
ORS0137502,PLATE MINI 6-HOLE,277.88
ORS0137503,PLATE MINI 16-HOLE,389.5
ORS0137504,SCRW LKNG PN 2.0MM x 6.0MM,232.75
ORS0137505,SCRW LKNG PN 2.0MM x 5MM,232.75
ORS0137506,SCRW LKNG PN 2.0MM X 7MM,232.75
ORS0137507,PATCH HIATAL CRURSF SM 2.8x2.4,875
ORS0137508,PATCH HIATAL CRURSF LG 4.3x3.1,1162.5
ORS0137509,CMPNT FEM POR LPS FX PS RT SZE,9010
ORS0137510,CMPNT MNBLK TIB SZ4 FEM EF 14,7821.33
ORS0137511,INSRT TIB PROLONG LT 1/2 9MM,3025
ORS0137513,BOUGIE ESOPH MALONEY TPR 50FR,541
ORS0137514,MESH COMPSIX L/P RCT 10.2x14.2,4125
ORS0137515,PEG FXTN THRD TI 4MM x 42.5MM,397.5
ORS0137516,PEG FXTN THRD TI 4MM x 47.5MM,275
ORS0137517,SCRW THORACOLUMBAR TI 5.5x40MM,2465
ORS0137518,PEG FXTN THRD TI 4MM x 40MM,268.05
ORS0137519,PAT KNEE PROLONG SZ #1 8MM,1200
ORS0137520,SELECT SEITCH ANTGR/RETGR INT,108.75
ORS0137521,CANNULA DPT AORTIC ROOT,45.5
ORS0137522,FEM BOLT LKNG 4.9MM x 26MM,472.5
ORS0137524,MESH COMPSIX L/P ELIP 4.2x6.2,887.5
ORS0137525,MESH COMPOSIX L/P CIRCLE 4.5IN,1470
ORS0137526,MESH COMPOSIX L/P ELIP 6.2x8.2,1970
ORS0137527,MESH COMPSIX L/P OVAL 6.2x10.2,2385
ORS0137528,MESH COMPSIX L/P ELIP 7.2x9.2,2485
ORS0137529,MESH COMPSIX L/P ELIP 8.2x10.2,3100
ORS0137530,MESH COMPSIX L/P ELP 10.2x13.2,3920
ORS0137531,PLATE DISTL FEM 13H LT 324MM,3641
ORS0137532,SCRW CORT 5.0MM x 34MM,420.2
ORS0137533,SCRW CORT 5.0MM x 36MM,420.2
ORS0137534,SCRW CORT 5.0MM x 55MM,420.2
ORS0137535,SCRW CORT 5.0MM x 55MM,420.2
ORS0137536,SCRW CORT 5.0MM x 80MM,420
ORS0137537,SCRW CORT 5.0MM x 30MM,420
ORS0137538,SCRW CORT 5.0MM x 44MM,420
ORS0137539,SCRW CORT 5.0MM x 42MM,420
ORS0137540,SCRW CORT 5.0MM x 38MM,420
ORS0137541,SCRW CORT 5.0MM x 75MM,363
ORS0137542,SCRW CANN 5.0MM x 85MM,363
ORS0137543,BIT DRILL 2.5MM,320
ORS0137544,STNT CAROTID PROTEGE RX 6x40MM,5125
ORS0137545,BLADE AGGRESS 25.4x90x0.9MM,75
ORS0137546,SCRW LKNG HEX TI N/S 5MMx38MM,395.53
ORS0137547,SCRW LKNG HEX TI N/S 5MMx50MM,395.53
ORS0137548,CAP END TIB STER GRY 5MM,598.88
ORS0137549,SCREW LKNG S-T T-25 TI 4x28MM,378.7
ORS0137550,SCREW LKNG S-T T-25 TI 4x32MM,378.7
ORS0137551,PLATE TIB PROX TI 9H LT 220MM,3576.4
ORS0137552,SCREW LKNG S-D TI 3.5MM x 18MM,460.03
ORS0137553,INSRT TIB BEARING X3 SZ 2 16MM,3861.28
ORS0137554,NAIL CAN TIB EX-PRS BND 8x330,3642.18
ORS0137555,NAIL TROCHANTERIC 125DEG 12MM,2995.78
ORS0137556,PLATE LOCKING FIB 12H,864.9
ORS0137558,SCRW PERIART S-T SS 3.5x20MM,70.2
ORS0137559,SCRW LKNG PERIART SS 3.5x16MM,242.5
ORS0137560,CABLE GRIP SYS IMPLNT 635MM,593.65
ORS0137561,ROD REVERE 5.5MM x 60MM,515
ORS0137562,NECK MDLR REJUVENATE 8DEG 38MM,1113.75
ORS0137563,ROD PEDICLE STR TI 300MM,985
ORS0137564,BSPLT TIB KNEE N/POR SZ 3,4752.5
ORS0137565,INST TIB DURASUL UNIV 3/4 9MM,2270
ORS0137566,CMPNT FEM N/POR COCR SZ #4,8042.5
ORS0137567,INSRT TIB PRLONG RT SZ 1-2 13M,3294.25
ORS0137568,PN STEIN CENTRAL THRD 5MMx20MM,270.7
ORS0137569,PLATE STR TI N/S 2H 1.6x11MM,70
ORS0137570,SHELL ACETAB CLUSTER H 50MM,2697.03
ORS0137571,GUIDEWIRE 3.2MM x 400MM,201.98
ORS0137572,CATH - CROSSER 14S 146CM,6737.5
ORS0137573,CROSSER 14S OTW 140CM x 143CM,6737.5
ORS0137574,CATH MICRO XL ST PERI SPT 70CM,737.5
ORS0137575,CATH MICRO XL VB PERI SPT 70CM,737.5
ORS0137576,CATH MICRO SHEATH XLT 110CM,875
ORS0137577,CATH MICRO XL VB PERI SP 110CM,737.5
ORS0137578,PLUG VASC II AMPLATZER 12MM,2080
ORS0137579,PLUG VASC II AMPLATZER 14MM,2080
ORS0137580,PLUG VASC II AMPLATZER 16MM,2000
ORS0137581,PLUG VASC II AMPLATZER 20MM,2080
ORS0137582,HEAD HUM MODULAR OFFSET 46x23,5177.5
ORS0137583,SCRW CANC LCK 4.0MM x 32MM,325
ORS0137584,SCRW CANC LCK 4.0MM x 46MM,325
ORS0137585,SCRW CANC LCK 4.0MM x 50MM,316.7
ORS0137586,SCRW CANC LCK 4.0MM x 48MM,325
ORS0137587,SCRW NL CORT 3.5MM x 38MM,125
ORS0137588,SCRW NL CORT 3.5MM x 48MM,125
ORS0137589,SCRW NL PART THRD 4.0MMx50MM,100
ORS0137590,SCRW NL CORT LOW PROF 3.5x34MM,137.5
ORS0137591,DRILL BIT 3.5MM,300
ORS0137592,TAP CORTICAL 3.5MM,625
ORS0137593,ADAPTER ROTATABLE,1515.95
ORS0137594,SPACER INTERMEDIATE 25MM,1102.5
ORS0137595,SUT QUILL 24CM X 24CM,57.34
ORS0137596,TIP INSERTER LG AND LG 6MM,422.5
ORS0137597,SPINAL PRODISC C 6MM,12475
ORS0137598,NUT RETAINER,370
ORS0137599,KIT PATIENT FOR AXIS J,132.03
ORS0137600,KIT LEAD LAMITRODE 44-60CM,8325
ORS0137601,NECK MOD REJ #5,1113.75
ORS0137602,CATH SILVERHAWK 8FRx6x110,7987.5
ORS0137603,SYS ADV MALE TO SLING,16060
ORS0137604,CMPNT FEM NON POR FMLE LT SZ#2,5675
ORS0137605,INSRT TIB TRIATHL SZ #5 9MM,3861.28
ORS0137606,FIBER LASER HOLM 270MM,848.67
ORS0137607,*STNT SILHOUETTE ALL SIZES  *P,325
ORS0137608,BIT DRL STEPPED LQC 6x10x435MM,1211.78
ORS0137609,BIT DRL TPR LQC 11MM x 280MM,1065.93
ORS0137610,CATH THROM FOGARTY GFT 5FR 5MM,861.98
ORS0137611,CATH THROM FOGARTY GFT 6FR 6MM,861.98
ORS0137612,SCRW PED VA TI 6.5MM x 35MM,2465
ORS0137613,CATH EMBOL FOGARTY 3FR 80CM,210.75
ORS0137614,CATH EMBOL FOGARTY 4FR 80CM,214.83
ORS0137615,PLATE TIB MONOBLCK EF SZ4 12MM,7813.83
ORS0137616,CMPNT FEM GSF LPS-FLEX RT SZ G,7405.75
ORS0137617,SURFACE ARTIC SZ 5-6 G-H 14MM,3225
ORS0137618,INSRT TIB BEARING X3 SZ 2 9MM,3861.28
ORS0137619,KIT ESOPHYX,8125
ORS0137620,STOMAPHYX TITAN,5625
ORS0137621,GRAFT AX-BI FEM 8x90/8x40,8400
ORS0137622,CMPNT FEM POR LPS FLX RT SZ F,8295.3
ORS0137623,GFT BN RPLCMNT HEAL FX INJ10ML,3600
ORS0137624,SYRINGE HEALOS FX,393.75
ORS0137625,STNT ST BND URET DIV L 7FRx75,142.5
ORS0137626,BIT DRILL CANN 17MM,1599.75
ORS0137627,SPACER PEEK CRESCENT 25x9MM,14457.5
ORS0137628,GRAFT BONE TRINITY EVOLUTN 1ML,1725
ORS0137629,GRAFT SKIN TRINITY EVOLUTN 5ML,7862.5
ORS0137630,BIT DRILL 3FLT QCP 4.2 x 145MM,350.63
ORS0137631,CAP END TIB TI N/S GLD OMM,378.7
ORS0137632,SCRW LKNG DUAL CORE TI 5x45MM,462.83
ORS0137633,SCRW LKNG DUAL CORE TI 5x50MM,462.83
ORS0137634,PLATE TUBR 1/3 COLLAR 5H 57MM,364.68
ORS0137635,FIBER LASER HOLM 400MH,848.68
ORS0137636,FIBER LASER HOLM 600MH,1268.33
ORS0137637,FIBER LASER 1000MM,2794.28
ORS0137638,SCRW CRTX S-T TI 1.5MM x 6MM,110.1
ORS0137639,FEM BOLT LKNG TI GRN 4.9x34MM,384.3
ORS0137640,FEM BOLT LKNG TI GRN 4.9x36MM,384.3
ORS0137641,FEM BOLT LKNG TI GRN 4.9x42MM,384.3
ORS0137642,FEM BOLT LKNG TI GRN 4.9x44MM,384.3
ORS0137643,FEM BOLT LKNG TI GRN 4.9x48MM,384.3
ORS0137644,CAP PRO FIXATION PINS 4.5MM,80.65
ORS0137645,STNT ST BND URET DIV R 7FRx75,161.5
ORS0137646,SCRW TRANSITION HA 6.5x40MM,4402.5
ORS0137647,INSRT GNSII CON SZ 5-6 9MM,750
ORS0137648,INSRT TIB BEARING X3 SZ 6 16MM,3861.28
ORS0137649,GWIRE AMPLATZ SS .035 x 145CM,71.6
ORS0137650,INSRT TIB BEARING X3 SZ 7 11MM,3861.43
ORS0137651,KIT PAT WILSON PLUS SP SURG FR,90.31
ORS0137652,SUT ETHILN 8-0 12IN TG100-8,72.41
ORS0137653,SUT ETHLN 9-0 5IN BLK BV100-4,140.89
ORS0137654,SUT ETHLN 10-0 5IN BLK BV75-3,151.37
ORS0137655,SCLERL BUCKL TIRE SILICON #281,95
ORS0137656,SPONGE RETINAL OVAL STYLE #507,168
ORS0137657,SPONGE RETINAL OVAL #509,168
ORS0137658,SPONGE RET GRVD OVAL 3.5x7.5MM,172
ORS0137659,NAIL TIB CANN PROX BEND 10x315,3642.18
ORS0137660,SCRW CRTX S-T T8 RECESS 2.7x32,89.23
ORS0137661,SCRW CRTX S-T T8 RECESS 2.7x34,89.23
ORS0137662,SCRW CRTX S-T T8 RECESS 2.7x36,89.23
ORS0137663,SCRW CRTX S-T T8 RECESS 2.7x38,89.23
ORS0137664,SCRW CANN THRD 32MM SS 6.5x100,549.78
ORS0137665,LEAD PDL KT 60CM 79x10x1.7MM,13275
ORS0137666,CMT FILLER INJ HYDROSET 10MM,6062.5
ORS0137667,INSRT TIB BEARING X3 SZ#4 9MM,1875
ORS0137668,EXPAND TISSUE BREAST RND 700ML,1437.5
ORS0137669,EXPAND TISSUE BREAST RND 850ML,1437.5
ORS0137671,SCRW PEDICLE VA REVERE 8.5x55,2465
ORS0137672,SCRW PEDICLE VA REVERE 8.5x70,2700
ORS0137673,ROD PEDICLE STR TI 200MM,985
ORS0137674,ROD PEDICLE STR TI 500MM,1265
ORS0137675,ROD CRV TI REVERE 5.5MMx150MM,702.5
ORS0137676,CONNECTOR CROSS TI 29-33MM,2022.5
ORS0137677,HOOK LAMINA REVERE WIDE LG,2025
ORS0137678,HOOK LAMINA REVERE WIDE MED,2025
ORS0137679,HOOK LAMINA REVERE NARW MED,2025
ORS0137680,BIT DRL SHORT WQC 2.7MM,183.93
ORS0137681,BIT DRL SHORT WQC 3.5MM,252.88
ORS0137682,SCREW LCK CRTX ST 3.5MM x 12MM,257.13
ORS0137683,SCREW LCKNG CRTX 3.5MM x 14MM,46.75
ORS0137684,SCRW CRTX LP 3.5MM x 12MM,46.75
ORS0137685,SCRW CANC PT 4.0MM x 14MM,62.48
ORS0137686,PLATE CLAV SUP MED 8H L 97MM,1493.88
ORS0137687,SCRW LCK CRTX ST 3.5MM x 10MM,257.13
ORS0137688,CUTTER ROTOCUT EXT LNTH 15MM,1530.9
ORS0137689,BSPLT TIB TI GEN II RT SZ #7,1375
ORS0137690,HEAD BIOLOX C TAPER CER 36MM,2702.28
ORS0137691,HEAD FEM COCR V40 4 40MM,1564.9
ORS0137692,PKS PLASMASORD,1562.5
ORS0137693,HEAD UNIV BI BEVELED UHR 26x49,1549.35
ORS0137694,PATCH BOV PERI-GUARD 4x4CM,500
ORS0137695,IMPL BREAST SI STYLE 15 533ML,2250
ORS0137696,IMPL BREAST SI STYLE 15 575ML,2125
ORS0137697,SIZER SILICONE 533ML,625
ORS0137698,SPACER SUSTAIN OBL 9MM x 26MM,6795
ORS0137699,STEM HIP 127 DEG SZ 7 10.4x130,7102.88
ORS0137700,SCREW LKNG S-T T25 TI 5MMx48MM,406.73
ORS0137701,POWERPORT SLIM (LP) W/6FR CATH,1175
ORS0137702,POWERPORT SLM DUAL LUM W/9.5FR,1386
ORS0137703,TUB CORE IRRIGAT CS,107.5
ORS0137704,BUR RND OST ELITE SFT TOUCH 16,242.5
ORS0137705,BUR RND OST ELITE SFT TOUCH 14,242.5
ORS0137706,BUR RND OST ELITE SFT TOUCH 13,242.5
ORS0137707,BUR RND DIAMOND ELITE,242.5
ORS0137708,SPACER SPIN TI 61-85MM 25x32MM,28552.5
ORS0137709,SCRW PEDICLE FX ANG TI 7.5x45,2390
ORS0137711,PK KIT AAA,652.65
ORS0137712,PACK HEAD NECK,24.71
ORS0137713,BIOPROSTHESIS AORTIC ATS 3F 21,16250
ORS0137714,BIOPROSTHESIS AORTIC ATS 3F 23,16250
ORS0137715,BIOPROSTHESIS AORTIC ATS 3F 25,16250
ORS0137716,BIOPROSTHESIS AORTIC ATS 3F 27,16250
ORS0137717,BIOPROSTHESIS AORTIC ATS 3F 29,16250
ORS0137718,CATH SPIROFLEX RAPID EXCHANGE,3987.5
ORS0137719,APPLICATOR ENDOSCOPIC FLO SEAL,138.93
ORS0137721,FORCEPS PULMONARY 115CM,70.02
ORS0137724,SCRW ST CORT S HEX 2.7x16MM,76.05
ORS0137725,SCRW ST CORT S HEX 2.7MMx24MM,38.03
ORS0137726,BIT DRL QK CONN 2.7MM x 100MM,149.15
ORS0137727,SCRW ST CORT S HEX 2.7MMx18MM,38.03
ORS0137728,SCRW ST CORT S HEX 2.7MMx12MM,114.08
ORS0137729,SCRW ST CORT S HEX 2.7MMx14MM,76.05
ORS0137730,SCRW PERI CANN CON 3.5MMx35MM,204.75
ORS0137731,SCRW PERI CANN CON 3.5MMx30MM,204.75
ORS0137732,SCRW PERI LOCK 3.5MM x 18MM,223.85
ORS0137733,SCRW PERI CANN LCK 3.5MMx35MM,232.05
ORS0137734,BIT DRL QK CONN 2.0MM x 100MM,149.15
ORS0137735,PLATE LOCKING FIB 2.7MMx118MM,785.85
ORS0137736,PLATE LKNG TIB 18-HOLE RT,3579.03
ORS0137739,INSRT TRIDNT X3 POLYETH E 40MM,2304.6
ORS0137740,SLEEVE UNIV ADAPT V40 2.5MM,307.13
ORS0137741,CLIP SUGITA ANEURYSM BENT 8MM,675
ORS0137742,VALVE DISP FOR ENT SUCT/IRRIG,93.75
ORS0137743,TUBE MYRING SHEP GROM WIRE 1MM,183.48
ORS0137744,BUR MICRODEB ANG 3MM,245.58
ORS0137745,BUR OTO-FLEX ROUND DIAMOND,465
ORS0137746,TUBE MYRING PAPARELLA 1.14MM,56
ORS0137747,TUBE MYRNG SHEP GROM 1.02MM ID,32
ORS0137748,TUBE MYRN SHEP GROM WIR 1.02MM,32
ORS0137749,PARASTOMAL PCO 15CM RND 50MM,2008.5
ORS0137750,GUARD CONTAMINATION CUSA EXCEL,25
ORS0137751,SCRW PLYAX DUAL INNIE 8x45MM,3159.5
ORS0137752,ROD TEMPLATE LONG,475
ORS0137754,GFT STNT BIFUR XCEL ABD 32x155,22562.5
ORS0137755,BIT DRL MED 3.2x30MM,522.5
ORS0137756,SCRW PEDICLE VA TI 5MM x 30MM,2465
ORS0137757,FIBER LASER DIOFIBER,1625
ORS0137758,NAIL VERSANAIL PROX 10 x 150MM,4692.5
ORS0137759,SCRW CANC 4.8MM x 44MM,372.5
ORS0137760,SCRW CORT 4.5MM x 22MM,82.5
ORS0137761,SCRW CANC 4.8MM x 34MM,372.5
ORS0137762,SCRW CANC 4.8MM x 56MM,372.5
ORS0137763,GWIRE AIM 2.2MM x 28IN,397.5
ORS0137764,BIT DRILL 3.8MM,690
ORS0137765,GWIRE 3.2MM x 14IN,107.5
ORS0137766,GFT SURG XENMATRIX 19 x 35CM,41297.5
ORS0137767,SCRW LKNG S-T STARDRIVE 2.4x7,286
ORS0137768,SCRW CRTX S-T C-FORM TI 1.5x22,110.1
ORS0137769,SCRW CORTEX S-T SS 2.4MMx14MM,114.25
ORS0137770,SCRW CORTEX SLFTAP 2.4MMx16MM,126.95
ORS0137771,PLATE LC-DCP SS 6H 3.5MMx77MM,493
ORS0137772,SCRW CRTX SS N/S 3.5MM x 14MM,39
ORS0137773,SCRW CRTX SS 3.5MM x 18MM,39
ORS0137774,DRILL PIN  FEM RETROBUTTON II,258.75
ORS0137775,SCRW INTRFRNC TPR 11MM x 35MM,272.5
ORS0137776,IMPLN BREAST SALINE 1400 575ML,2062.5
ORS0137777,SCREW LKNG 3.5MM x 14MM,262.28
ORS0137778,SCRW LKNG S-T STARDRIVE 3.5x65,308.55
ORS0137779,SCRW CRTX LKNG S-T SS 2.7x45MM,65.5
ORS0137780,CLAMP(EF) TUBE>TUBE LG,1604.45
ORS0137781,PLATE CERV ANT I LVL TI 38MM,4272.5
ORS0137782,SCRW ELLIPSE POLYAX 3.5x12MM,2210
ORS0137783,SCRW ELLIPSE POLYAX 4.0x10MM,2267.5
ORS0137784,SCRW ELLIPSE POLYAX 4.0x12MM,2267.5
ORS0137785,ROD ELLIPSE STR 3.5MM x 40MM,412.5
ORS0137786,CAP END TIB ELLIPSE LCKG,317.5
ORS0137787,BIT DRL F/3.5MM SCRW,767.5
ORS0137788,PLATE VOLAR COLMN 8-H HEAD,2106
ORS0137789,LEAD NEUROSTIM DDS STIMLOC,8100
ORS0137790,STNT BIL FLEXSTAR 7x100x130,5987.5
ORS0137791,HEAD HUM MODULAR 21MM x 46MM,4402.5
ORS0137792,SCRW MULTI DIR S3 3.8MM x 22MM,268.05
ORS0137793,SCRW LKNG 90DEG 3.8MM x 20MM,315.35
ORS0137794,BLADE STERNAL SAW 31x6.27x0.79,64.93
ORS0137795,PLATE OLECRANON LARGE,2500
ORS0137796,WASHER ORTH CORT LP 3.5MM,205
ORS0137797,SCRW NL CORT LOW PROF 3.5x16MM,162.5
ORS0137798,SCRW NL CORT LOW PROF 3.5x20MM,147.5
ORS0137799,SCRW NL CORT LOW PROF 3.5x22MM,197.5
ORS0137800,SCRW LOCK CORT 3.5MM x 20MM,452.5
ORS0137801,SCRW LOCK CORT 3.5MM x 22MM,452.5
ORS0137802,WIRE K 2.0MM,80
ORS0137803,E-PACK PERF,515
ORS0137804,HEAD UNIV BI BEVELED UHR 26x55,1549.35
ORS0137805,SCREW CORTEX SLFTAP 1.5MMx14MM,110.1
ORS0137806,SCRW CRTX SLFTAP 1.5MM x 16MM,110.1
ORS0137807,SCRW CRTX S-T TI 1.5MM x 18MM,110.1
ORS0137808,PLATE T TI 4x8H 1.5MM x 40MM,488.08
ORS0137809,INSRT TIB BEARING X3 SZ7 13MM,3861.43
ORS0137810,STEM MOD EPIPHYSIS R HA SZ #1,12917.25
ORS0137811,STEM HUM MOD/USED W EPIPH 12 D,6738.75
ORS0137812,CUP HUM DELTA XTEND 6x38MM,3868.48
ORS0137813,SPACER HUM 9MM,4207.5
ORS0137814,SCRW LCKING METAGLENE 30MM,875
ORS0137815,SCRW GLENOID NON LCKG 4.5x24MM,427.5
ORS0137816,KIT SCRW DRIVER ACC,137.5
ORS0137817,CAGE PEEK NOVEL XS 5MM,2500
ORS0137818,PLATE TRESTLE 14MM,2125
ORS0137819,SCRW TRESTLE SD VA 14MM,450
ORS0137820,PLATE TRESTLE CERV 14MM,2125
ORS0137821,WAND SUCT TUBOVAC 90 3.75MM,1215
ORS0137822,WAND SUCT ULTRAVAC 90DEG 6MM,390
ORS0137823,ROD COBALT CHROME 5.5MMx600MM,2298.63
ORS0137824,SCRW SET MONARCH x25,225
ORS0137825,SCRW HEADLESS 2.5MM x 20MM,830
ORS0137826,BLD OSCILLATG FAN 21.3x90x1.27,137.5
ORS0137827,BLADE OSCILLATG 19.5x90x1.27,67.75
ORS0137828,BLD OSCILLATG 25x98x1.24,62.35
ORS0137829,BLD OSCILLATOR UNI,67.28
ORS0137830,BLD RECIP SAW DBLE 12.5x69x.97,50.3
ORS0137831,BLD OSCILLATG 12.7x90x1.19,49.5
ORS0137832,SPACER CERV ANT PEEK 5x14x16MM,3002.5
ORS0137833,PLATE CERV ANT 1 LVL TI 26MM,2250
ORS0137834,SUPRALOOP SPARE 120MM x 85MM,702.75
ORS0137835,WAND SUPR TURBOVAC 90 ABLTN RF,362.5
ORS0137836,WAND SUPR MULTIVAC 50 ABLTN RF,362.5
ORS0137837,WAND COVAC 50 ABLATN RF,362.5
ORS0137838,WAND MENIVAC 45 ABLATN RF,362.5
ORS0137839,WAND ULTRAVAC ABLTN RF,362.5
ORS0137840,WAND PARAGON T2 ABLTN NO SUCT,390
ORS0137841,WAND BEVEL ABLTN RF NO SUCT,362.5
ORS0137842,WAND DOME ABLTN RF NO SUCT,362.5
ORS0137843,WAND SHT BEVEL/SM JOINT NO SUC,362.5
ORS0137844,WAND MICROBLTR 30 SM JT NO SUC,362.5
ORS0137845,WAND SABER 30 ABLTN RF NO SUCT,362.5
ORS0137846,WAND COVATR 20 ABLTN RF NO SUC,362.5
ORS0137847,WAND SUPR TURBOVAC 90 W/HND CT,387.5
ORS0137848,WAND SUPR MULTIVAC 50 W/HND CT,387.5
ORS0137849,WAND TOPAZ MICRODBDR RF NO SUC,750
ORS0137850,WAND TOPAZ EBF MICRODBDR RF,750
ORS0137851,WAND AMBIENT STV 90 W/HND CONT,425
ORS0137852,WAND AMBIENT SMV 50 W/HND CONT,425
ORS0137853,NAIL TROCH FIX 130 RT 12 x 420,3949.5
ORS0137854,NAIL TROCH FIX 130 LT 10 x 340,3949.5
ORS0137855,GFT ABD W/STNT EXCELERANT HDS,8687.5
ORS0137856,SHEATH SYS SAFESHEATH 12.5FR,237.5
ORS0137857,GFT STNT POWERLINK 28x16x140,26987.5
ORS0137858,GFT AC EXTN SUPRARENL 34x34x80,9487.5
ORS0137859,IMPL AUSTIN MOORE ENDOPRS 50MM,3142.5
ORS0137860,DSG MED SIMPLACE VAC,106.83
ORS0137861,KIT HEMOSTREAM PEELAWAY 24CM,812.5
ORS0137862,KIT HEMOSTREAM PEELAWAY 28CM,625
ORS0137863,KIT HEMOSTREAM PEELAWAY 32CM,625
ORS0137864,CBL BIPOLAR SINGLE USE,26.48
ORS0137865,SCRW CANC PTRD SS 4MM x 28MM,32.75
ORS0137866,SCRW CANC PTRD SS 4MM x 30MM,32.75
ORS0137867,SPACER CERV ANT PEEK 5x14x12MM,2420
ORS0137868,SCRW LKNG S-T T25 TI 5MMx76MM,406.73
ORS0137869,SUTURE GRAFTROPE ASSEMBLY TI,1171.88
ORS0137870,SPACER COALITION 14 x 16 x 9MM,7797.5
ORS0137871,SCRW COALITION VAR STR 16MM,1050
ORS0137872,SCRW COALITION VAR STR 14MM,1050
ORS0137873,SPACER COALITION 12 x 14 x 8MM,8380
ORS0137874,SCRW ELLIPSE 4.0MM x 22MM,2267.5
ORS0137875,SCRW ELLIPSE 4.0MM x 24MM,2210
ORS0137876,SCRW ELLIPSE 3.5MM x 10MM,2267.5
ORS0137877,SCRW ELLIPSE 3.5MM x 16MM,2137.5
ORS0137878,ROD CONN TOPLOADING 3.5MMx46MM,4095
ORS0137879,CONN LATERAL SHORT,1787.5
ORS0137880,ROD CONN STR 3.5MM X 240MM,1260
ORS0137881,CAGE PEEK XPAND MED,25692.5
ORS0137882,SCRW TRANSITION HA 6.5MMx35MM,4342.5
ORS0137883,SCRW TRANSITION HA 7.5MMx35MM,4342.5
ORS0137884,CONN CROSSLINK 14MM,2810
ORS0137885,GUIDEWIRE 2.8MM x 350MM,105.2
ORS0137886,PUTTY ACTIFUSE ABX 20ML,9277.5
ORS0137887,HEAD HUM SHLD ADV 44MM x 18MM,4207.5
ORS0137888,DRL FLEX 2 CUP 3.2MM x 30MM,522.5
ORS0137889,SUT IDEAL SHUTTLE 45R,502.5
ORS0137890,STNT PALMAZ UNMOUNTED XL 40ML,4087.5
ORS0137891,ALGFT ALLOMAX ACELLULAR 6x20CM,8287.5
ORS0137892,SCREW SI POLYAXIAL 6MMx40MM,2000
