Report Name:,Daily CDM,
1508001,"XR CLAVICLE,LEFT",739.00
1508019,"XR ELBOW,COMPLETE,RIGHT",827.00
1508027,"XR ELBOW,COMPLETE,LEFT",827.00
1508035,"XR ELBOW,LIMITED,RIGHT",625.00
1508043,"XR ELBOW,LIMITED,LEFT",625.00
1508050,"XR EYE FOREIGN BODY,RIGHT","1,010.00"
1508068,"XR EYE FOREIGN BODY,LEFT","1,010.00"
1508191,"XR FOOT,RIGHT",849.00
1508209,"XR FOOT,LEFT",849.00
1508217,"XR FOOT LIMITED,RIGHT",625.00
1508225,"XR FOOT LIMITED,LEFT",625.00
1508233,XR FOREARM RIGHT,827.00
1508241,"XR FOREARM,LEFT",827.00
1508258,"XR HAND 3-4 VIEWS,RIGHT",849.00
1508266,"XR HAND 3-4 VIEWS,LEFT",849.00
1508274,"XR HAND 1-2 VIEWS,RIGHT",625.00
1508282,"XR HAND 1-2 VIEWS,LEFT",625.00
1508290,"XR HEEL,RIGHT",827.00
1508308,"XR HEEL,LEFT",827.00
1508316,"XR HIP IN SURGERY,1V RT",503.00
1508324,"XR HIP IN SURGERY,1V LT",503.00
1508332,"XR HIP UNILATERAL,RT 1V",503.00
1508340,"XR HIP UNILATERAL LT,1V",503.00
1508357,XR HIP UNILATERAL RT 2V,503.00
1508365,XR HIP UNILATERAL LT 2V,503.00
1508373,"XR HUMERUS,2 JOINTS,RIGHT",827.00
1508381,"XR HUMERUS,2 JOINTS,LEFT",827.00
1508399,XR KNEE RT 1-2 VIEWS,613.00
1508407,XR KNEE LT 1-2 VIEWS,613.00
1508415,XR KNEE 4 VIEWS RIGHT,939.00
1508423,XR KNEE 4 VIEWS LEFT,939.00
1508431,XR ORBITS BILATERAL,"1,593.00"
1508449,XR ORBITS ONE EYE,"1,593.00"
1508456,"XR RIBS,UNILATERAL RIGHT","1,086.00"
1508464,"XR RIBS,UNILATERAL LEFT","1,086.00"
1508472,XR SCAPULA RIGHT,915.00
1508480,XR SCAPULA LEFT,915.00
1508498,XR SHOULDER 1V RIGHT,625.00
1508506,XR SHOULDER 1V LEFT,625.00
1508514,XR SHOULDER COMPL RIGHT,827.00
1508522,XR SHOULDER COMPLETE LEFT,827.00
1508530,XR TIBIA/FIBULA RIGHT,849.00
1508548,XR TIBIA/FIBULA LEFT,849.00
1508654,"XR WRIST AP&LAT,RIGHT",625.00
1508662,"XR WRIST AP&LAT,LEFT",625.00
1508670,"XR WRIST COMPLETE,RIGHT",849.00
1508688,"XR WRIST COMPLETE,LEFT",849.00
1508696,XR CHEST SPEC VIEWS(DECUB,745.00
1508704,XR KNEES BOTH STANDING AP,939.00
1508712,XR SPINE LS BEND VWS ONLY,"1,360.00"
1508720,XR SPINE SURVEY AP&LAT,"1,417.00"
1508738,XR FEMUR RIGHT 2V,948.00
1508746,XR FEMUR LEFT 2V,948.00
1508753,XR KNEE 3 VIEWS-RIGHT,939.00
1508761,XR KNEE 3 VIEWS-LEFT,939.00
1508795,BC-INTRVNTNL DRAIN W/CATH,908.00
1508803,XR CHEST 2V W OBLIQUE,831.00
1508811,XR ABD SERIES W/PA CHEST,"1,396.00"
1508829,XR VASOGRAPHY,"1,692.00"
1508837,"XR UPPER EXTERMITY,INFANT",550.00
1508845,XR FLUORO GDE FOR NDL PLC,"2,257.00"
1508852,SP E&M LEVEL 1 < 15 MIN,511.00
1508860,SP E&M LEVEL 2 16-30 MIN,719.00
1508878,DRUG COATED BLLN PTA CATH,"7,000.00"
1508894,SP E&M LEVEL 3 31-60 MIN,897.00
1508902,SP NERVE BLK LUMB/SACRAL,"5,040.00"
1508910,SP PERCUT TNL CATH PLCMT,"5,453.00"
1508928,"SP NRV BLK LUMORSAC,ADD L","2,656.00"
1508936,SP FLUROGUIDE F/SPINE INJ,"2,796.00"
1508944,XR ERCP-BIL DUCTAL SYS,"2,227.00"
1508951,XR ERCP-PANCREATIC DUCTAL,"2,280.00"
1508969,US PARATHYROID,"2,278.00"
1508977,ZILVER DRG ELT STNT 140MM,"12,975.00"
1508993,"SP FACET INJ LUMB/SACR,AD","1,635.00"
1509009,SP ANGIO SEAL DEVICE,"1,757.00"
1509017,"SP NRV BLK CERORTHO,ADD L","2,213.00"
1509025,SP FACET INJ LUMBAR/SACRL,"4,492.00"
1509041,ZLVR DRG ELUT STNT40-60MM,"7,475.00"
1509058,SP DIALYSIS CATH INSERT-F,"5,453.00"
1509066,SP HEPATIC VENO W  HEMODY,"4,982.00"
1509074,SP FLUORO GUID F/CNT VENO,"5,453.00"
1509090,BALLOON EXPANDABLE STENT,"8,670.00"
1509108,SP AUX ANGIOJET CATH,"4,651.00"
1509116,SP XVG ANGIOJET CATH,"15,447.00"
1509124,CATH VAXCEL DIALYSIS 28CM,"5,210.00"
1509132,DIALYSIS CATH,"5,210.00"
1509140,CATH VAXCEL DIALYSIS 19CM,"2,715.00"
1509157,STENT BIL LG PLMZ BALLEXP,"10,086.00"
1509165,INTRO COOK CHK-FLO LG VAL,820.00
1509173,AMPLATZ RENA DILATOR SET,"1,833.00"
1509181,WALLSTENT BIL TRANSHEPATC,"8,741.00"
1509199,STENT PALMAZ BIL BALL EXP,"8,404.00"
1509207,VASOSEAL HEMOSTASIS DEV,0.00
1509223,WALLGRAFT STENT TRACH50MM,"18,825.00"
1509231,WALLGRAFT STENT TRACH30MM,"18,825.00"
1509249,WALLGRAFT STENT TRACH20MM,"18,825.00"
1509256,WALLGRAFT STENT TRACH70MM,"18,825.00"
1509264,STENT URETERAL PERCUFLEX,"1,076.00"
1509272,WALLSTENT ENTERAL DEL90MM,"10,421.00"
1509280,WALLSTENT RP BIL DLVY 80M,"9,412.00"
1509298,WALLSTENT RP BIL DELVRY S,"9,412.00"
1509306,STENT SMART BIL SYS 80MM,"7,733.00"
1509314,STENT SMART BIL SYS 60MM,"7,733.00"
1509322,STENT SMART BIL SYS 40MM,"7,733.00"
1509330,STENT SMART BIL SYS 20MM,"7,733.00"
1509348,STENT MED PALMAZ BIL/DELV,"10,421.00"
1509355,STENT CORINTHN 1Q&DELVY S,"8,067.00"
1509363,STENT PALMAZ CORINTHN 1Q,"7,398.00"
1509371,CATH FLEXIMA BIL DRN W/PI,865.00
1509389,THROMBO ARROW TERROTOLA,"5,391.00"
1509397,CATH VST BRITE TIP GD 5FR,"1,124.00"
1509405,CATH VST BRITE TIP GD 6FR,"1,124.00"
1509413,CATH VST BRITE TIP GD 7FR,"1,124.00"
1509421,CATH VST BRITE TIP GD 8FR,"1,124.00"
1509439,CATH VST BRITE TIP GD10FR,0.00
1509447,CATH VISTA BRITE TP GD9FR,0.00
1509454,BALLOON CATH MAXI LP PTA,0.00
1509462,BALLOON CATH OPTA 5 PTA,"2,267.00"
1509470,BALL CATH POWERFLEX EXTM,"2,267.00"
1509488,BALLOON CATH OPTA LP PTA,"2,267.00"
1509496,BALL CATH CENTRURION OPTI,"2,156.00"
1509504,BALLOON CATH TALON,"5,175.00"
1509520,HYDROLYSER THROMB CATH7FR,"6,902.00"
1509538,HYDROLYSER THROMBTMY CATH,"6,902.00"
1509546,OASIS THROMBECTOMY CATH,"6,450.00"
1509553,WALLSTENT BIL TRANSHEP 1K,"10,086.00"
1509561,WALLSTENT TIPS SYS 60MM,"10,086.00"
1509579,WALLSTENT TIPS SYS 40MM,"10,086.00"
1509587,WALLSTENT TIPS SYS 20MM,"10,086.00"
1509595,WALLSTENT PERMALUME CVR&U,"12,775.00"
1509603,STENT CORDIS SMART NITINL,"11,766.00"
1509611,STENT CORINTHIAN BILPALMZ,"8,908.00"
1509629,WALLSTENT TRACHEOBRONCH C,"11,685.00"
1509637,WALLSTENT TRACHEOBRONCH/P,"10,546.00"
1509645,PORTACATH,"5,045.00"
1509652,R-PORT PREMIER IMPLANT DV,"5,045.00"
1509660,BALLN CATH ULTRATHIN DIAM,"2,915.00"
1509678,BALLOON CATH BLUE MAX 20,"2,915.00"
1509686,BALLOON CATH MARSHAL,"2,915.00"
1509694,BALLOON CATH RADIAL EXPNS,"2,479.00"
1509702,PERCLOSE VAS DEVICE,"1,681.00"
1509710,VASOSEAL ES CLOSURE DEV,"2,069.00"
1509728,SP ANGIO SEAL INSERTION,430.00
1509736,SP ANGIOJET PUMP KIT,"9,267.00"
1509744,"SP KYPHOPLASTY,LUMBAR","41,704.00"
1509751,SP INSRT DUODEN/JEJUN TB,"3,686.00"
1509769,SP REPLACE GASTRO OR J-TB,"3,976.00"
1509785,SP CHOLANG THRU EXTG CATH,"2,935.00"
1509801,VISAPAQUE 320MG/ML IODINE,2.00
1509819,OMNIPAQUE 300MG/ML IODINE,2.00
1509827,ZLVR DRG ELU STN 80-100MM,"8,975.00"
1509835,SP ATHERECTOMY PERIPHERAL,"18,559.00"
1509850,SP KYPHOPLASTY SUPPLY KIT,"41,323.00"
1509868,SP KYPHOPLASTY AD'L LEVEL,"8,681.00"
1509884,SP THROMBC ART NON SHUNT,"4,566.00"
1509892,SP THROMBC VENO NON SHU P,"11,150.00"
1509900,SP THROMBCT VENOUS NON SH,"11,150.00"
1509918,SP FLUOROSCOPIC PROC INTV,"1,024.00"
1509934,SP ATHRCTMY PERIPH EA ADD,"16,380.00"
1509942,SP ATHERECTOMY RENAL,"18,559.00"
1509959,SP ATHERECTOMY VISCERAL,"18,559.00"
1509967,SP US GUID FOR VICERAL AC,"1,734.00"
1509975,"SP VENOGRPHY,SUP SAG SIN","8,921.00"
1509991,SP MECH REMOV THRU DEVICE,984.00
1510007,SP AORTIC STENT ENDVS IP,"4,359.00"
1510015,SP AORTIC STNT EXT1PER-IP,"2,180.00"
1510023,SP THROMBCT ART NON SHU P,"11,150.00"
1510031,SP THROMBCT ART NON SHU A,"4,566.00"
1510049,INTERVENTIONAL RADIOLGY 9,"14,201.00"
1510056,RS-XR HIP LEFT 2V,503.00
1510058,RS-XR HIP RIGHT 2V,503.00
1510072,SP NEPHROSTOGRAM EXSTCATH,"2,301.00"
1510080,SP DIL NEPHRO TRACT-ENDOU,"7,295.00"
1510098,"SP GI(NG,G-TUB,J-TUBE)CHK",945.00
1510106,"XR TOES,LEFT",625.00
1510114,"XR FINGERS,LEFT",582.00
1510148,"SP RF ABLATION,LUMBAR","5,870.00"
1510163,"SP RF ABLATION,THORACIC","3,400.00"
1510171,SP RPESSURE WIRE,"3,475.00"
1510189,"SP KYPHOPLASTY,THOR FLOUR","41,323.00"
1510197,LOW OSMOLAR CONTR 300-399,2.00
1510205,SP UTERINE FIBROID EMBOLZ,"56,855.00"
1510213,SP VENOUS CATH CHECK,276.00
1510221,SP INTRPRTNL CTH PL PLRX,"14,015.00"
1510239,XR DISCOGRAM THORACIC,"4,822.00"
1510247,SP OFFICE CONSULTATION,719.00
1510254,SP ENDOVSC ILIAC STNT GRF,"10,272.00"
1510262,SP RFA VENOUS,"5,868.00"
1510270,SP RFA VENOUS ADD'L LEVEL,"1,677.00"
1510288,SP INJECTN THER OF VEIN 1,299.00
1510296,SP INJECTN THERPY OF VEIN,299.00
1510304,STENT COVERED 5-9,"19,475.00"
1510312,STENT COVERED 10-14,"14,611.00"
1510320,DIAMONDBACK ATHERTOMY CAT,"20,275.00"
1510338,WIRE VIPER,"1,165.00"
1510346,CLOSER FAST RFA CATHETHER,"4,049.00"
1510353,PERFORATOR RFA CATH,"1,957.00"
1510361,HUBER PWRLC NDLE 20 GX.75,36.00
1510387,PICC LINE INSERTION - OP,"2,800.00"
1510395,TRAY TRIPLE LUMEN PICC,304.00
1510403,TRAY DUAL LUMEN PICC,247.00
1510411,RFA ELECTRODES,"17,746.00"
1510429,LC BEADS CHEMO,"11,819.00"
1510452,SP CHEMOTHERAPY ADM ARTRL,653.00
1510478,SP SHUNT 2ND ACCESS,398.00
1510486,SP DECLOT OF VAS ACS DVC,"1,214.00"
1510494,SP IVUS CATHETER,"4,875.00"
1510502,"US FOLLICLES,LIMITED","2,343.00"
1510551,US SONOHYSTEROGRAPHY(SIS),"2,448.00"
1510569,US GUIDE MONITOR TISS ABL,769.00
1510577,INTERVENT'NAL RAD US GDN,"2,158.00"
1510593,US FAST SCAN FOR TRAUMA,"2,456.00"
1510627,US INTRAVSCLR CRNRY VESSL,796.00
1510635,US INTRVSCLR EA ADDL VESL,398.00
1510643,US INTRAVASCULAR (NON-CRN,961.00
1510650,US INTRVSCLR EA ADD'L VSL,324.00
1510668,XR EXTREMITY ANGIO UNILAT,"8,891.00"
1510676,XR ANGIOGRAM UNILATETAL,"8,891.00"
1510684,SP US COVER,33.00
1510692,SP IO BAN,51.00
1510700,SP BACK STOP,41.00
1510718,SP G TUBE,"1,373.00"
1510726,SP AVA MAX VERT NEEDLE,"2,726.00"
1510734,SP TRIPLE LUMEN,132.00
1510742,POUCH MULTI-PURP FLD COLL,66.00
1510759,CATH YUEN CENTESIS,418.00
1510767,TRAY DRAIN CATH SAFE T CE,391.00
1510775,SP SHUNTOGRAM,595.00
1510783,SP SUBCUTANUEOS SPINE INJ,550.00
1510791,SP SCLEROTHERAPY FLUID CO,"2,911.00"
1510809,SP RFA GANGLION,"1,324.00"
1510817,SP RMVL ABCESS DRAIN CATH,511.00
1510825,CYSTOTRAFIN 141MG IOD 300,2.00
1510833,SINOGRAFIN 380MG IOD/10ML,5.00
1510841,SP RMVL OF URETERAL STENT,"10,144.00"
1510858,SP DILT BIL DCT ST W/WO S,"7,370.00"
1510866,"PTA ILIAC,ARTERY ADD LVL","20,384.00"
1510874,"PTA,ADD'L TIBIOPERONEAL","20,384.00"
1510882,INTRVSCL STNT ILIAC UNLAT,"24,475.00"
1510890,INTRVSCLR STNT ILIAC EA A,"24,475.00"
1510908,INTVSCLR STN FMRL/POPW/WO,"24,475.00"
1510916,INTVSLR STNT FMRL/POP&ART,"24,475.00"
1510924,INTVSC STNT TBOPRNL W/WOP,"24,475.00"
1510932,INTVSC STNT TBOPRNL EA AD,"24,475.00"
1510940,LOW OSMOLAR CONT 300-399M,2.00
1510957,LOW OSMOLAR CONT 100-199M,2.00
1510965,LOW OSMOLAR CONT 200-299M,2.00
1510973,GASTROVIEW 367MG/ML PR ML,2.00
1510981,CYSTOGRAFIN 300MG/ML P/ML,2.00
1510999,"XR SPINE,SCOL SUP & ERECT","1,417.00"
1511005,XR ESOPHA PHRYNX/OR CEVCL,"1,486.00"
1511013,XR PEDIA CHEST CROSS TABL,739.00
1511039,XR FLOURO FOR SPINE INJ,"2,796.00"
1511047,XR LUMBR PUNCTR AT BEDSDE,"2,435.00"
1511054,XR RIBS UNLT RT W CHESTPA,"1,396.00"
1511062,XR RIBS UNLT LT W CHESTPA,"1,396.00"
1511070,INTVSC STN TBOPRNL&ARTHC,"24,475.00"
1511088,ATHERECTOMY ILIAC EA VSSL,"16,380.00"
1511096,ATHRCTMY TIB/PRNL W/WO PL,"18,559.00"
1511104,ARTHCMY AD TIB/PRNL W/WOP,"16,380.00"
1511112,ATHERECTOMY ABDMNL AORTA,"18,559.00"
1511120,ATHERECTOMY BRACHIOCPHLC,"18,559.00"
1511138,INTVSC STNT TBIPRNL&ARTHR,"24,475.00"
1511146,SP SCLEROTHERAPY CYST,"14,203.00"
1511153,XR ABD 3 VIEWS,"1,623.00"
1511161,CATH PIONEER,"13,975.00"
1511179,COIL VASCULAR PLUG,"5,039.00"
1511187,BC SCRN MAMMO DIGTL BILAT,734.00
1511195,BC-SCRN IMPLNT DGTL BILAT,734.00
1511203,BC DIAG MAMMO DIGITA BILT,"1,051.00"
1511211,BC-DIAG IMPLANT DIG BILAT,"1,051.00"
1511229,BC-UNILAT RIGHT DIGITAL,364.00
1511237,BC-UNILAT LEFT DIGITAL,364.00
1511245,BC-SPEC VIEWS LT DIGITAL,364.00
1511252,BC-SPEC VIEWS RT DIGITAL,364.00
1511302,BC DIAG MAMMO IMPLANT-LFT,364.00
1511310,BC DIAG MAMMO IMPLANT-RT,364.00
1511328,INTERVENTIONAL LOC 1,"5,856.00"
1511336,INT LOC 1 ADD'L SITE,"5,856.00"
1511344,INTRVNTNL LOCALIZATION 2,"6,197.00"
1511351,INT LOC 2 ADD'L SITE,"4,463.00"
1511377,BC - BILA SPEC VIEWS DIGI,"1,051.00"
1511393,INTERVENTIONAL BIOPSY 1,"8,273.00"
1511401,INT BIOPSY 1 ADD'L SITE,"8,273.00"
1511419,US AAA SCREENING,"2,547.00"
1511427,BC SURG SPEC ULTRASOUND,606.00
1511435,BC INTERVEN RADIOLOGY 5,"7,088.00"
1511443,BC GUIDNC TISS MRKR PLCMN,"1,734.00"
1511468,BC MRI CAD BREAST,81.00
1511476,BC GUIDANCE FOR LYMPHN BX,"1,734.00"
1511484,XR FLURO PORTACATH NONRAD,"5,453.00"
1511492,XR CHEST 1V LATERAL,745.00
1511500,US EXTREMITY LIMITED,"2,058.00"
1511518,SP GJ TUBE INSERTION,"5,072.00"
1511526,XR ERCP BLRY DCT SYSTM-OR,"2,227.00"
1511534,XR ERCP PNCRTC DCT SYS-OR,"2,280.00"
1511542,XR ERCP BLRY&PNCREATIC-OR,"2,280.00"
1511559,XR ABDOMEN 1 VW SITZ MRKR,360.00
1511567,XR UGI TRACT W/O KUB,559.00
1511575,US LEFT THOROCENTESIS,"2,475.00"
1511583,XR GI TUBE CHECK,869.00
1511591,XR RMV ESOPHGS OBST W FLR,300.00
1511609,XR RIB SRS BILAT W CHEST,522.00
1511617,US TRANSPLNTD KDNY W DOP,773.00
1511625,SP TUNNLD PRTNL CATH DRNG,"15,072.00"
1511633,SP RMVL OF NEPH TUBE WFLR,"3,617.00"
1511641,SP RENAL UNILTRL 2ND ORDR,"13,574.00"
1511658,SP RENAL BILATRL 2ND ORDR,"13,574.00"
1511674,CROSSER CATHETER,"11,743.00"
1511682,USHER CROSSER SUPPORT,"2,187.00"
1511690,EKKOS CATHETER,"14,475.00"
1511708,SP IVS FILTER REMOVAL,"13,814.00"
1511716,SP IVC FILTER REPOSITION,"13,814.00"
1511724,SP RFA LMBR/SCRL EA AD JN,"3,400.00"
1511732,SP RFA CRVCL/THRC EA ADD,"1,189.00"
1511757,PARACENTESIS W/O GUIDANCE,"2,507.00"
1511765,SP NASO/ORO GSTRC TUBE PL,574.00
1511773,SP INSRT INDWLLNG TN CATH,"14,012.00"
1511781,SP PERCUT CHOLECYSTOSTOMY,"13,274.00"
1511799,SP PERCUT CYSTOSTOMY,"7,442.00"
1511807,SP EMBLZTN OF ASCESS/FIST,"2,418.00"
1511815,SP PL NEPHRO URET CATH,"7,397.00"
1511823,SP PERITONEOGRAM,"1,759.00"
1511831,SP INST CHST/CATH PLEURDS,"2,228.00"
1511849,SP SECONDARY THROMBECTOMY,"11,150.00"
1511856,EMP CHEST IV,739.00
1511864,SP TIPS REVISION,"52,665.00"
1511872,SP PERINEOGRAM,"1,059.00"
1511880,SP BILIARY DUCT BIOPSY,"13,286.00"
1511898,CT ABLTN RENAL TMR UNILAT,"29,265.00"
1511906,SP PLRL DRNG W/INDWL CATH,"2,475.00"
1511914,SP THROMBOLYSIS ARTRL INF,"4,782.00"
1511922,SP THROMBOLYSIS VENS INF,"4,782.00"
1511930,SP THROMBLYSS CONTIN TRT,"10,669.00"
1511948,SP THROMBO CESSTN  OF TRT,"10,669.00"
1511955,SP CAROT CERE INT UNILAT,"22,082.00"
1511963,SP VERTEBRAL SLCT UNLILAT,"22,082.00"
1511971,SP INTRCRNL BR OF CAR/VER,"1,070.00"
1511989,SP DECLG JEJUNOSTOMY/TUBE,"2,675.00"
1511997,SP EXTRMTY ANGIO UNI W/IN,"8,891.00"
1512003,SP INTRO OF CATH TO URTR,"11,610.00"
1512011,SP SELECTIVE ADDED VESSEL,"4,778.00"
1512029,SP VENOGRAM BILATERAL EXT,"2,929.00"
1512045,SP EXTRMTY ANGIO BILAT WI,"8,891.00"
1512052,FLOURO GUIDE FOR NDL PLC,"2,796.00"
1512060,FLOURO GDE FOR NDL NONSPN,"2,257.00"
1512078,SP RECONSTRUCTION IMAGES,"1,061.00"
1512086,SP RECONSTRUCTION IMAGES,"1,061.00"
1512102,SP VSRL SPRSL ANGIO ADDTL,"8,891.00"
1512128,US INFANT HIPS DYNAMIC,393.00
1512136,US INFNT HIPS LMTD STATIC,393.00
1512144,SP STNT PLCMNT INTRV PRCT,"51,828.00"
1512151,SP ADD STNT PLCMNT INTRAV,"25,065.00"
1512169,SP STNT PLCMNT INTRV VNS,"51,828.00"
1512177,SP ADD STNT PLCMNT VENOUS,"25,065.00"
1512185,SP EMBOLIZATION NON-NEURO,"56,855.00"
1512193,US GUIDNC FOR VSCLR ACCSS,768.00
1512201,SP IMG GD FL CL DRN BY CA,"7,025.00"
1512227,SP POWER GLIDE INSERTION,"5,092.00"
1512235,SP PSDNRYSM TRT DRT PNCT,"1,096.00"
1512243,SP IVAS EACH ADD'L LEVEL,324.00
1512250,BC-INTERVENTIONAL LOC 3,"5,856.00"
1512268,BC-INTERVNTNL LOC 3 ADD'L,"5,856.00"
1512276,BC-BREAST TOMO SCREENING,230.00
1512284,BC-BREAST TOMO DGNSTC UNI,230.00
1512292,BC-BREAST TOMO DIAG BILAT,230.00
1512300,BC-BREAST U/S COMPLETE RT,"1,139.00"
1512318,BC-BREAST U/S COMPLETE LT,"1,139.00"
1512326,BC-BREAST U/S LIMITED RT,"1,139.00"
1512334,BC-BREAST U/S LIMITED LT,"1,139.00"
1512342,BC-BREAST U/S LMTD-BILAT,"2,278.00"
1512359,BC-BREAST U/S CMPLT-BILAT,"2,278.00"
1512367,EMBOL PARTICLES,"1,197.00"
1512375,CATHETER ARTERECTOMY,"18,115.00"
1512383,SHEATH BALKIN,525.00
1512391,SHEATH RENAL,"1,096.00"
1512409,SHEATH FLEX,949.00
1512417,TRAY THORACENTISE,643.00
1512425,GI FASTENERS/ANCHORS,"1,003.00"
1512433,NEEDLE HOLDER SHORT STOP,64.00
1512441,SCAPEL DISP #11,48.00
1512458,KYPHX XPANDER INFLATION S,"1,158.00"
1512466,CATHETER QUICK CROSS 4FR,"5,550.00"
1512474,SHEATH PEELAWAY,540.00
1512482,KIT CENTRAL VEIN,"1,027.00"
1512490,CONTINU-FLO W/3,118.00
1512508,TRAY HYSTERO-SALPINGO,470.00
1512516,TRAY MYELOGRAM PH4320,790.00
1512615,WINGSPAN STENT SYSTEM,"32,425.00"
1512623,GATEWAY BALLOON CATHETER,"5,375.00"
1512631,ANGIOGUARD RX FILTER,"7,750.00"
1512649,PRECISE PRO RX STENT,"8,250.00"
1512656,GUIDEWIRE ANGLED ADVANTAG,975.00
1512664,AVIATOR PLUS BALLOON CATH,"1,085.65"
1512672,TR BAND REGULAR TERUMO,225.00
1512680,SLENDER GLIDE SHEATH TERU,350.00
1512698,STENT COPE NEPHROURETEROS,610.00
1512706,STARBURST TALON SERIUM-FL,"14,129.00"
1512714,SHEATH GUIDING SHUITTLE,648.00
1512722,BALLOON HYPERFORM,"7,120.00"
1512730,CATHETER ECHELON,"3,230.00"
1512748,INJECTOR CADENCE PRECISIO,"2,440.00"
1512755,BALLOON ECHELON,"3,230.00"
1512763,CATHETER MARATHON FLOW DI,"13,585.00"
1512771,CATHETER MARKSMAN STENT,"4,725.00"
1512789,CATHETER ULTRAFLOW MICRO,"3,030.00"
1512797,GUIDEWIRE MIRAGE,"2,100.00"
1512805,BUIDEWIRE AVIGO,"1,935.00"
1512813,GUIDEWIRE X-CELERATOR,"1,380.00"
1512821,KIT ONYX,"12,439.00"
1512839,DEVICE ALLIGATOR RETRIEVA,"11,535.00"
1512847,NAVIEN DSC,"5,120.00"
1512854,BALLOON HYPERCLIDE,"5,815.00"
1512862,CATHETER ORION,"4,480.00"
1512870,CATHETER SLIP-CATH BEACON,401.00
1512888,CATHETER CELLO BAL GUIDE,"4,785.00"
1512896,DX SLIM DELIVERY CATHETER,"4,650.00"
1512904,NEURON MAX DELIVERY CATH,"1,975.00"
1512912,NEURON DELIVERY CATHETER,"2,975.00"
1512920,REPERFUSION CATHETER,"6,900.00"
1512938,MAX SEPARATOR,"14,850.00"
1512946,VELOCITY DELRY MICROCATH,"4,650.00"
1512953,MAX ASPIRATION TUBINS,"1,980.00"
1512961,SEPARATOR,"13,000.00"
1512979,BARE AXIUM COIL,"5,500.00"
1512987,AXIUM 3D COIL,"7,000.00"
1512995,BARE AXIUM 3D COIL,"5,500.00"
1513001,BARE AXIUM PRIME 3D COIL,"5,500.00"
1513019,COIL RELEASE,"1,250.00"
1513027,CONCERTO HELIX COIL,"2,975.00"
1513035,COIL RELEASE HANDLE,"1,338.00"
1513043,COIL 400 COMPLEX EXT SOFT,"12,500.00"
1513050,COIL 400 CURVE EXTRA SOFT,"10,500.00"
1513068,J COIL,"12,500.00"
1513076,COIL 400 SOFT COIL,"12,500.00"
1513084,COIL 400 STANDARD COIL,"12,500.00"
1513092,AXIUM HELIX COIL,"6,000.00"
1513100,CANISTER KIT,"1,850.00"
1513118,BARE AXIUM HELIX COIL,"5,000.00"
1513126,CATHETER POWERGLIDE BASIC,262.50
1513142,CATHETER POWERGLIDE FULL,422.50
1513159,GATEWAY PTA BALLOON,"5,366.00"
1513167,DAC CATHETER,"4,975.00"
1513175,WINGSPAN STENT SYSTEM,"30,215.00"
1513183,TARGET DETACHABLE COILS,"9,096.00"
1513191,TARGET DETACHABLE COILS,"5,760.00"
1513209,TRANSEND GUIDEWIRE SOF/PL,"2,111.00"
1513217,TRANSEND 300 GUIDEWIRE,"2,520.00"
1513225,EXCELSOR SL-10 MICRO CATH,"4,296.00"
1513241,EXCELSIOR XT-27 MICR CATH,"4,560.00"
1513258,SYNCHRO GUIDEWIRE,"2,424.00"
1513266,INZONE DETACHABLE SYSTEM,"1,002.00"
1513274,IZDS CONNECTIOG CABLE,257.00
1513282,BALLOON BUIDE CATHETER,"4,375.00"
1513290,TREVO PRO VUE SYSTEM,"36,475.00"
1513308,SOLITAIRE FR DEVICE,"31,685.00"
1513316,ACCUSTICK INTRODUCER SYST,"1,526.00"
1513324,BAG LEG DISP,124.00
1513332,BAG-A-JET,330.00
1513340,CANNULA OXYGEN,107.00
1513357,CATHETER HIGH FLOW 5FR PG,664.00
1513365,CATH REG NON GLIDE,551.00
1513373,CATHETER HNBR5,546.00
1513381,CATHETER HNBR5,546.00
1513399,BILIARY EXT TUBE,"1,755.00"
1513407,CATHETER P5,578.00
1513415,BALLOON SMALL VESSEL,"4,881.00"
1513423,CONNECTING TUBE,471.00
1513431,DILATORS,282.00
1513449,DRAPE FEMORAL ADULT,591.00
1513456,DRESSING GAUZE,29.00
1513464,DRESSING TEGADERM 10X12,71.00
1513472,SNARES,"3,755.00"
1513480,GOOSE-NECK SNARE,"3,755.00"
1513498,WIRE .035 EXCHANGE,524.00
1513506,WIRE GLIDE,895.00
1513514,WIRE REG 0.35,482.00
1513522,EMOBL .O18 COILS,"1,483.00"
1513530,IV STARTER KIT,152.00
1513548,SPINAL NEEDLE LONG,330.00
1513555,SPINAL NEEDLE REG,100.00
1513563,NEPHROSTOMY SYSTEM 8F,"1,526.00"
1513571,RAZOR DISP,16.00
1513589,ROTATING HEMOSTATIC VALVE,958.00
1513605,SCISSORS SHAFT DISP MINI,289.00
1513613,INFUSION CATH,"1,630.00"
1513621,GI KIT,"3,191.00"
1513639,INFUSION WIRE,"11,985.00"
1513647,SET SUTURE REMOVAL,152.00
1513654,DRESSING STERILE,94.00
1513662,STOPCOCKS(3-WAY),104.00
1513670,STOPCOCKS FLOSWITCH,273.00
1513688,TRAY ARTHROGRAM,677.00
1513696,TRAY MYELOGRAM,594.00
1513704,TUBE EXTENSION K-50,52.00
1513712,WIRE COIL PUSHER 16 175CM,"2,156.00"
1513720,WIRE DEFLECT TIP,"1,057.00"
1513738,CANISTER SUCTION 1200CC,210.00
1513746,CATH SUCTION 14FR,61.00
1513753,STERILE DRAPE COVER,156.00
