IVNUM,IVDESC, Price 
4082255,CONCENTRATION AFB,$25.00 
4082256,ALLERGEN BEET ROOT IgG,$49.00 
4082257,"AMYLASE, PERITONEAL FLUID QUEST",$102.00 
4082258,14.3.3 ETA PROTEIN,$310.00 
4082259,"CYCLOSPORINE A TROUGH, BLOOD",$76.00 
4082260,ALLERGEN BEETROOT (BETA VULGARIS) IgE,$49.00 
4082261,ALLERGEN COCOA IgE,$49.00 
4082262,HUMAN TRANSFORMING GROWTH FACTOR BETA 1,$210.00 
4082263,"FACTOR X ACTIVITY, CLOTTING",$85.00 
4082264,"HIV-2 DNA/RNA QUALITATIVE,REAL TIME PCR",$260.00 
4082265,MANNOSE-BINDING LECTIN (MBL),$213.84 
4082266,"FISH, CML/ALL, bcr/abl, TRANSLCTN 9, 22",$314.00 
4082267,"PSA, TOTAL (QUEST)",$105.00 
4082268,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PNL,$322.00 
4082269,METALS/METALLOIDS HAIR PANEL 1,$268.00 
4082271,"CORTISOL, LC/MS/MS, SALIVA, 4 SAMPLES",$407.00 
4082272,"NATURAL KILLER CELLS, FUNCTIONAL",$285.00 
4100010,PATH LVL1 GROSS ONLY EXAM,$40.56 
4100020,PATH LVL3 GROSS/MICRO UNCOMPLICATED,$98.49 
4100025,PATH LVL4 GROSS/MICRO SGL COMP/MTP UNCO,$100.89 
4100030,PATH LVL5 GROSS/MICRO COMPLICATED,$253.98 
4100035,PATH LVL6 GROSS/MICRO COMPLEX,$354.43 
4100040,PATH DECALCIFICATION,$30.43 
4100045,PATH SPECIAL STAINS GRP 1,$238.41 
4100050,PATH SPECIAL STAINS GRP 2,$198.60 
4100060,PATH IMMUNO HISTO CHEM STAIN ROUTINE,$248.07 
4100065,PATH SEMIQUANT IMMUNO HISTO CHEM MANUAL,$299.94 
4100070,PATH PROSTATE SAT BIOPSY >5 SPECIMENS,$519.54 
4100090,PATH CYTO FLUID FILTER CS ONLY W/INTERP,$151.56 
4100100,PATH CYTO CONCENTRATION SMEAR INTERP,$128.64 
4100101,PATH CYTO ANY SOURCE OTHER SCREEN INTERP,$156.69 
4100125,PATH CYTO FNA INTERP & REPORT,$277.77 
4100155,PATH CONSULT PERIPHERAL BLOOD SMEAR,$101.46 
4100195,PATH IMMUNO HISTO CHEM STAIN SUBSEQUENT,$217.08 
4100199,NG FLOW FIRST MARKER,$0.01 
4100200,NG FLOW CYTO MARKER 2-24,$160.00 
4100201,NG FLOW CYTO MARKER >24,$90.00 
4100202,NG FLOW INTERP 16 OR  MORE MARKERS,$450.00 
4100203,NG FISH MANUAL GLOBAL MULTIPLX PROBE STN,$750.00 
4100204,NG JAK2 V617F MUTATION ANALYSIS,$362.50 
4100205,NG CYTO TISSUE CULT BONE MARROW/BLD,$679.00 
4100206,NG CYTO TISSUE CULT ADDL BONE MARROW/BLD,$270.00 
4100207,NG CYTO CHROM ANALYS 20-25 CELLS 2 KARYO,$0.01 
4100208,NG IHC QUAL/SPEC INIT SGL AB STN,$270.00 
4100209,NG FISH AUTO MULTPLX PROBE STN,$555.00 
4100210,NG CYTO CHROM ANALYS ADDITONAL KARYOS,$0.01 
4100211,IO FISH HER2 BY BREAST,$506.00 
4100212,NG IHC QUALITATIVE ADDT'L SINGLE AB,$270.00 
4100213,IO PDL 1 OPDIVO,$399.00 
4200001,CT HEAD WO STROKE PROTOCOL,"$1,737.00 "
4200002,CT GUIDED BIOPSY,"$2,085.00 "
4200004,CTA ANGIOGRAM HEAD,"$3,797.00 "
4200005,CT HEAD WO,"$2,100.00 "
4200006,CT HEAD W,"$2,085.00 "
4200007,CT HEAD WWO,"$2,548.00 "
4200009,CT GUIDED BONE BX DEEP,"$3,341.00 "
4200010,CT IAC WO,"$1,622.00 "
4200012,CT IAC WWO,"$2,316.00 "
4200014,CT GUIDED NDL PLCMT,"$2,085.00 "
4200015,CT TEMPORAL BONE WO,"$1,853.00 "
4200018,CT FINE NEEDLE ASPIRATION,$473.00 
4200019,CT CHEST LTD WO,"$1,853.00 "
4200020,CT ST NECK WO,"$2,263.00 "
4200021,CT ST NECK W,"$1,969.00 "
4200024,CTA ANGIOGRAM NECK,"$3,394.00 "
4200025,CT CHEST WO,"$1,853.00 "
4200026,CT CHEST W,"$2,800.00 "
4200027,CT CHEST WWO,"$2,432.00 "
4200028,CT ABD ADDSLICES W,"$2,028.00 "
4200030,CT ABDOMEN WO,"$1,737.00 "
4200031,CT ABDOMEN W,"$1,981.00 "
4200032,CT ABDOMEN WWO,"$2,316.00 "
4200033,CT ABD ADDSLICES WWO,"$2,316.00 "
4200034,CT CERVICAL SPINE LTD WO,"$1,853.00 "
4200035,CT PELVIS WO,"$1,737.00 "
4200036,CT PELVIS W,"$2,200.00 "
4200038,CT PELVIS LTD WO,"$1,737.00 "
4200039,CT ABD LTD WO,"$1,737.00 "
4200040,CT CERVICAL SPINE WO,"$2,210.00 "
4200041,CT CERVICAL SPINE W,"$1,853.00 "
4200043,CT FACIAL COMP W,"$2,085.00 "
4200045,CT FACIAL COMP WO,"$1,763.00 "
4200046,CT FACIAL LTD WO,"$1,763.00 "
4200049,CT INJ LUMB TRANSFORAMINAL,"$3,440.00 "
4200050,CT THORACIC SPINE LTD WO,"$1,853.00 "
4200051,CT THORACIC SPINE COMP WO,"$1,853.00 "
4200052,CT CARDIAC CALCIUM SCORING,$346.00 
4200053,CT LUMBAR SPINE LTD WO,"$1,737.00 "
4200055,CT LUMBAR  WO,"$1,737.00 "
4200056,CT LUMBAR W,"$2,085.00 "
4200057,CT CORE NDL BX LUNG,"$2,570.00 "
4200059,CT INJ LUMB TF ADD LEVEL,"$1,274.00 "
4200060,CT UPPER EXTREMITY WO,"$1,506.00 "
4200061,CT UPPER EXTREMITY W,"$1,880.00 "
4200064,CT CORE NDL BX ABD/RETROPERITONEA,"$2,570.00 "
4200065,CT LOWER EXT WO,"$1,506.00 "
4200066,CT LOWER EXT W,"$1,863.00 "
4200069,CT CORE NDL BX MUSCLE,"$2,149.00 "
4200070,CT BONE MARROW BIOPSY DIAGNOSTIC,"$1,060.00 "
4200073,CT SINUS COMP WO,"$1,790.00 "
4200078,CT LEG LENGTH SCANOGRAM,$574.00 
4200079,CT CHEST PE PROTOCOL W CONTRAST,"$2,574.00 "
4200080,CT ORBIT COMP WWO,"$2,316.00 "
4200081,CT ORBIT COMP WO,"$1,622.00 "
4200082,CT ORBIT COMP W,"$1,913.00 "
4200086,CTA ANGIOGRAM HEAD/NECK STROKE PROTOCOL,"$3,797.00 "
4200088,CT THORACENTESIS W IMAGING,"$2,255.00 "
4200089,CT PUNC/ASP ABSCESS OR CYST,$637.00 
4200092,CT ABD/PEL WO,"$4,000.00 "
4200093,CT ABD/PEL ADDSLICES WWO,"$5,419.00 "
4200094,CT ABD LTD W,"$1,981.00 "
4200095,CT ABD/PEL W,"$4,400.00 "
4200096,CT ABD/PEL WWO,"$5,419.00 "
4200100,CT INJ SACROILIAC STEROID,"$1,853.00 "
4200101,CT ARTHROCENTESIS LG JOINT,$737.00 
4200103,CT DISCOGRAM LUMBAR,"$2,918.83 "
4200105,CT ARTHROCENTESIS INTERMED JOINT,$737.00 
4200109,CT INJ CERV/THOR TF SINGLE,"$2,006.00 "
4200111,CT RFA FACET BILAT 1ST SITE LUMB,"$3,000.00 "
4200112,CT RFA FACET BILAT ADDL LUMB,"$3,000.00 "
4200118,CT CHEST/ABDOMEN/PELVIS W CONTRAST,"$2,085.00 "
4200121,CT LUMBAR LTD FOR PLANNING,"$2,000.00 "
4200124,CT THORACENTESIS W/INSERTION PLEURAL CAT,"$2,947.71 "
4200126,CTA ANGIOGRAM ABD/PEL ADDSLICES,"$4,473.00 "
4200128,CT INJ THORACIC TRANSLAMINAR,"$1,940.00 "
4200129,CTA ANGIOGRAM ABDOMEN W RUNOFF,"$2,575.00 "
4200130,CTA ANGIOGRAM UPPER EXTREMITY,"$4,015.00 "
4200132,CTA ANGIOGRAM CHEST,"$3,148.00 "
4200133,CT ANGIOGRAM ABD WWO,"$3,367.00 "
4200134,CTA ANGIOGRAM LOWER EXTREMITY,"$3,151.00 "
4200136,CTA ANGIOGRAM ABD/PELVIS,"$4,703.00 "
4200138,CT GUIDED PERC DRAIN/CATH,"$2,611.00 "
4200139,CT DRAIN FLUID W CATHETER; PERCUTANEOUS,"$4,046.00 "
4200142,CT DRAIN APPENDICEAL ABSCESS PERC,"$4,046.00 "
4200144,CT UPPER EXT W ARTHROGRAM,"$1,622.00 "
4200146,CTA ANGIOGRAM ABD,"$5,100.00 "
4200151,CT CHEST LUNG CANCER SCREENING,$704.00 
4200155,CT RFA FACET SINGLE LUMB,"$2,656.00 "
4200156,CT RFA FACET ADDL LUMB,"$1,500.00 "
4200157,CT RFA OTHER PERIPHERAL NERVE,"$1,300.00 "
4200158,CT BONE MARROW ASP DIAGNOSTIC,"$2,117.00 "
4200159,CT BONE MARROW BIOPSY/ASP  DIAGNOSTIC,"$4,044.09 "
4200678,CT CHEST ADDSLICES W,"$2,085.00 "
4200700,CT ABD/PEL ADDSLICES W,"$3,891.00 "
4200790,CT INJ LUMBAR TRANSLAMINAR W/GUIDANCE,"$3,938.00 "
4200791,CT INJ LUMB FACET JT RIGHT,"$1,957.00 "
4200792,CT INJ LUMB FACET JT LEFT,"$1,957.00 "
4200793,CT INJ LUMB FACET JT 2ND LEVEL,"$1,390.00 "
4200794,CT INJ LUMB FACET JT 3RD+ LEVEL,"$1,159.00 "
4200795,CT INJ LUMB FACET JT BILAT,"$2,900.00 "
4200796,CT INJ LUMB FACET JT BILAT 2ND LEVEL,"$1,950.00 "
4200797,CT INJ LUMB FACET JT BILAT 3RD+ LEVEL,"$1,316.00 "
4200802,CT LUMBAR PUNCTURE DIAGNOSTIC,"$1,027.00 "
4200804,CT MYELOGRAM LUMBAR,"$2,128.00 "
4200807,CT SOFT TISSUE NECK WWO,"$1,969.00 "
4200808,CT CORE NDL BX LYMPH NODE,"$2,188.00 "
4200820,CT INJ CERV/THOR FACET JT 1 LEVEL,"$1,853.00 "
4200822,CT INJ MUSCLE TRIGGER PT 1-2 MUSCLE,$669.00 
4200824,CT COCCYGEAL NERVE BLOCK,"$1,521.00 "
4200850,CT MYELOGRAM CERVICAL,"$2,654.00 "
4300002,CT GUIDED BIOPSY PC,$320.00 
4300005,CT HEAD W/O PC,$239.00 
4300006,CT HEAD W PC,$316.00 
4300009,CT GUIDED BONE BIOPSY DEEP PC,"$1,229.00 "
4300010,CT IAC W/O PC,$359.00 
4300020,CT ST NECK W/O PC,$359.00 
4300021,CT ST NECK W PC,$388.00 
4300024,CTA NECK PC,$490.00 
4300028,CT ABD W ADDSLICE PC,$357.00 
4300029,CT ABDW/O ADDSLICEPC,$333.00 
4300032,CT ABD W W/O CONT PC,$392.00 
4300035,CT PELVIS W/O PC,$306.00 
4300036,CT PELVIS W PC,$325.00 
4300040,CT CERV SPINE W/OPC,$300.00 
4300043,CT FACIAL COMP W PC,$316.00 
4300045,CT FACIAL COMP W/O PC,$239.00 
4300051,CT THORACIC SPCOM PC,$280.00 
4300052,CARDIAC CALCIUM SCORING PC,$161.00 
4300056,CT LUMBAR W/PC,$341.00 
4300057,CORE NEEDLE BIOPSY LUNG CT PC,$923.00 
4300060,CT UPPER EXTREM WOPC,$280.00 
4300061,CT UPPER EXTREM W PC,$325.00 
4300063,INJECTION LUMBAR ADD LEVEL TRANSFOR  PC,$223.00 
4300065,CT LOWER EXTRE WO PC,$280.00 
4300066,CT LOWER EXTR W PC,$325.00 
4300070,CT GUIDED BONE MARROW ASPIRATION PC,$520.00 
4300079,CTA UPPER EXT PC,$315.00 
4300082,CT ORBIT COMP W PC,$386.00 
4300086,CT CHEST WADDSLICEPC,$349.00 
4300087,CT CHESTWO ADDSLICPC,$286.00 
4300092,CT ABD/PEL WO PC,$488.00 
4300093,CT ABD/PEL ADDSLICE WWO PC,$563.00 
4300095,CT ABD/PEL W PC,$510.00 
4300100,INJECTION SACROILIAC STEROID OR ANESTH P,$399.00 
4300102,INJ CERV OR THOR STEROID OR ANES ADD PC,$284.00 
4300103,CT INJ PROC DISCOGRAM LUMBAR PC,$822.00 
4300104,CT DISCOGRAM LUMBAR PC,$239.00 
4300109,INJ CERV OR THOR STEROID TRANSFOR SIN PC,$588.00 
4300110,INJ CERV OR THOR STEROID OR ANES BI PC,"$1,176.00 "
4300121,CT LUMBAR LTD FOR PLANNING PC,$150.00 
4300122,INJ PARAVERT FACET JT C/T BILAT 1 LEV PC,$946.00 
4300123,CTA HEAD PC,$490.00 
4300124,INJ PARAVERT FACET JT C/T 2ND LEV PC,$240.00 
4300125,INJ PARAVERT FACET JT C/T 2ND LEV  BI PC,$482.00 
4300128,INJ THOR STEROID TRANSLAMINAR SIN PC,$610.00 
4300129,CTA ABDOMENWRUNOFFPC,$668.00 
4300132,CTA CHEST PC,$510.00 
4300134,CTA LOWER EXTREM PC,$530.00 
4300135,PARACENTESIS CT GUIDED PC,$718.00 
4300136,CTA ABDOMEN AND PELVIS PC,$614.00 
4300137,PUNCTURE ASPIRATION ABSCESS/CYST PC,$324.00 
4300139,DRAINAGE PERITONEAL ABSCESS/CYST PERC PC,"$1,930.00 "
4300151,CT CHEST LUNG CANCER SCREENING PC,$284.00 
4300186,CT RFA PARA/VERT ADD LEVEL BILAT LUMB PC,"$1,040.00 "
4300680,INTERDISCAL PERC. ASPIRATION DX PC,$641.00 
4300789,CT RFA OTHER PERIP NERVE PC,$413.00 
4300790,INJ LUMBAR TRANSLAMINAR W/GUID STER PC,$597.00 
4300792,INJ PARAVERT FACET JT LUMBAR LT PC,$851.00 
4300793,INJ PARAVERT FACET JT LUM SECOND LEV PC,$220.00 
4300794,INJ PARAVERT FACET JT LUM THIRD + PC,$220.00 
4300798,GUIDED DESTR W NEUROLYTIC-CELIAC PL PC,$760.00 
4300803,CISTERNOGRAM CT PC,$343.00 
4300805,CT RFA PARA/VERT FACET SINGLE LUMB,"$1,292.00 "
4300810,INJ INTERCOSTAL NERVE SINGLE PC,$281.00 
4300811,INJ INTERCOSTAL NERVE MULTI REGION PC,$381.00 
4300821,INJ PARAVERT FACET JT CERV/THOR 1 LEV PC,$473.00 
4300823,INJ PROCEDURE BLOOD PATCH PC,$445.00 
4300825,INJ PROCEDURE SINUS TRACT PC,$287.00 
4300826,CT RFA PARA/VERT ADDL LUMB PC,$520.00 
4300851,MYELOGRAM CERVICAL CT PC,$608.00 
4300860,INJ TENDON SHEATH OR LIGAMENT SINGLE SIT,$138.00 
4301792,INJ PARAVERT FACET JT LUMBAR BILAT PC,"$1,702.00 "
4301793,INJ PARAVERT FACET  LUM SEC LEV PC BILAT,$440.00 
4301794,INJ PARAVERT FACET LUMB THIRD+ PC BILAT,$440.00 
4311100,INJECTION SACROILIAC STEROID OR ANESTH P,$798.00 
4400002,BD DEXA AXIAL,$517.00 
4400003,BD BODY COMPOSITION,$100.00 
4500002,DXA AXIAL PC,$56.00 
4600009,MM MAMMO SCR BILAT DIG W/CAD,$375.00 
4600010,MM MAMMO SCR UNI LT W/ CAD DIGITAL,$268.00 
4600011,MM MAMMO DX BILAT DIGITAL W/CAD,$410.00 
4600012,MM MAMMO DX UNI LT DIGITAL,$260.00 
4600013,MM MAMMO DX UNI RT DIGITAL,$260.00 
4600014,MM MAMMO SCR BILAT W/CAD IMPLANTS,$328.00 
4600015,MM MAMMO SCR UNI RT W/ CAD DIGITAL,$268.00 
4600750,MM STEREOTACTIC BREAST BIOPSY,"$2,732.00 "
4700009,MAMMO SCR BILAT W/CAD PC,$207.00 
4700010,MAMMO UNILAT SCREEN W/ CAD DIGITAL PC,$207.00 
4700011,MAMMO DX BILAT DIGITAL W/CAD PC,$272.00 
4700012,MAMMO DX UNILAT DIGITAL PC,$219.00 
4700019,MAMMO DX BILAT TOMO PC,$272.00 
4700700,MAMMO GUID NEEDLE LOC PC,$595.00 
4700750,STEREOTACTIC BREAST BIOPSY PC,"$1,649.00 "
4800001,MRI ABD WO,"$2,901.00 "
4800002,MRI ABD W,"$3,342.00 "
4800003,MRI ABD WWO,"$4,076.00 "
4800004,MRI BRAIN WO,"$2,663.00 "
4800005,MRI BRAIN W,"$3,262.00 "
4800006,MRI BRAIN WWO,"$4,055.00 "
4800007,MRI BRAIN LTD WO,"$2,663.00 "
4800010,MRI IAC WO,"$1,969.00 "
4800011,MRI IAC W,"$2,160.00 "
4800012,MRI IAC WWO,"$3,500.00 "
4800013,MRI ORBITS WO,"$1,666.00 "
4800015,MRI ORBITS WWO,"$3,540.00 "
4800016,MRI CERVICAL WO,"$2,906.00 "
4800017,MRI CERVICAL W,"$3,345.00 "
4800018,MRI CERVICAL WWO,"$3,708.00 "
4800020,MRI CHEST W,"$2,998.00 "
4800021,MRI CHEST WWO,"$3,588.00 "
4800022,MRI LUMBAR WO,"$2,887.00 "
4800023,MRI LUMBAR W,"$3,609.00 "
4800024,MRI LUMBAR WWO,"$3,376.00 "
4800025,MRI LUMBAR LTD WO,"$2,772.00 "
4800026,MRI LUMBAR LTD W,"$3,609.00 "
4800028,MRI LO RT EXT JT WO,"$2,849.00 "
4800029,MRI LO RT EXT JT W,"$2,779.00 "
4800030,MRI LO RT EXT JT WWO,"$3,011.00 "
4800031,MRI LO RT EXT NON JT WO,"$2,548.00 "
4800033,MRI LO RT EXT NON JT WWO,"$2,895.00 "
4800034,MRI UP RT EXT NON JT WO,"$2,304.00 "
4800036,MRI UP RT EXT NON JT WWO,"$3,474.00 "
4800037,MRI UP RT EXT JT WO,"$2,548.00 "
4800038,MRI UP RT EXT JT W,"$2,663.00 "
4800039,MRI UP RT EXT JT WWO,"$3,222.00 "
4800040,MRI SOFT TISSUE NECK WO,"$1,666.00 "
4800042,MRI SOFT TISSUE NECK WWO,"$3,540.00 "
4800043,MRI PELVIS WO,"$2,320.00 "
4800045,MRI PELVIS WWO,"$3,189.00 "
4800046,MRI THORACIC WO,"$2,316.00 "
4800048,MRI THORACIC WWO,"$3,837.00 "
4800049,MRA ABDOMEN W,"$2,676.00 "
4800051,MRI CERVICAL LTD WWO,"$3,708.00 "
4800052,MRA UPPER EXTREMITY,"$2,894.00 "
4800053,MRA LOWER EXTREMITY BILAT,"$2,558.00 "
4800056,MRA BRAIN WO,"$1,969.00 "
4800057,MRA NECK WO,"$2,819.00 "
4800058,MRA NECK W,"$2,672.00 "
4800059,MRA NECK WWO,"$3,011.00 "
4800060,MRI UP LT EXT JT W,"$2,663.00 "
4800061,MRI UP LT EXT JT WO,"$2,548.00 "
4800062,MRI UP LT EXT JT WWO,"$3,222.00 "
4800064,MRI UP LT EXT NON JT WO,"$2,304.00 "
4800065,MRI UP LT EXT NON JT WWO,"$3,474.00 "
4800066,MRI LO LT EXT JT W,"$2,779.00 "
4800067,MRI LO LT EXT JT WO,"$2,849.00 "
4800068,MRI LO LT EXT JT WWO,"$3,011.00 "
4800070,MRI LO LT EXT NON JT WWO,"$2,895.00 "
4800071,MRI LO LT EXT NON JT WO,"$2,548.00 "
4800072,MRI THORACIC LTD WO,"$2,316.00 "
4800076,MRI BREAST BILAT WO,"$1,764.00 "
4800078,MRI ABD LTD WO,"$2,901.00 "
4800079,MRI ABD LTD WWO,"$4,076.00 "
4800080,MRI TMJ,"$2,779.00 "
4800081,MRI CERVICAL LTD WO,"$2,548.00 "
4800088,MRA PELVIS,"$1,694.00 "
4800089,MRI BREAST BILAT W/WO,"$2,079.00 "
4800096,MRI CHEST LTD WO,"$2,351.00 "
4800097,MRI LO LT EXT JT W ARTHROGRAM,"$2,779.00 "
4800098,MRI THORACIC LTD W,"$2,683.00 "
4800100,MRI BREAST BIOPSY,"$3,422.00 "
4800101,MRI FACIAL WWO,"$3,540.00 "
4800104,MRI UP LT EXT JT W ARTHROGRAM,"$2,663.00 "
4800105,MRI PELVIS LTD WWO,"$2,087.00 "
4800107,MRI UP RT EXT JT WO LTD,"$2,548.00 "
4800109,MRI LO RT EXT JT W ARTHROGRAM,"$2,779.00 "
4800110,MRI UP RT EXT JT W ARTHROGRAM,"$2,663.00 "
4800111,MRI LIVER W EOVIST,"$4,076.00 "
4800112,MRI LIVER W GADAVIST,"$4,076.00 "
4900001,MRI ABD W/O PC,$408.00 
4900003,MRI ABD W/WO PC,$634.00 
4900005,MRI BRAIN W PC,$500.00 
4900006,MRI BRAIN W/WO PC,$642.00 
4900007,MRI BRAIN LTD W/O PC,$414.00 
4900015,MRI ORBIT W/WO PC,$601.00 
4900016,MRI CERVICAL W/O PC,$415.00 
4900017,MRI CERVICAL W PC,$500.00 
4900018,MRI CERVICAL WWO PC,$642.00 
4900019,MRI CHEST W/O PC,$408.00 
4900022,MRI LUMBAR W/O PC,$417.00 
4900024,MRI LUMBAR W/WO PC,$643.00 
4900028,MRI LOWER EXT JT WO PC,$380.00 
4900029,MRI LOWER EXT JT W PC,$455.00 
4900030,MRI LOWER EXT JT W/WOPC,$602.00 
4900031,MRI LOWER EXT NONJTWOPC,$378.00 
4900033,MRI LOWER EXT NON JOINT WWO PC,$602.00 
4900034,MRI UPPER EXT NON JOINT WO PC,$380.00 
4900036,MRI UPPER EXT NON JOINT WWO PC,$602.00 
4900037,MRI UPPER EXT JOINT WO PC,$381.00 
4900038,MRI UPPER EXT JT W PC,$455.00 
4900039,MRI UPPER EXT JOINT WWO PC,$604.00 
4900043,MRI PELVIS LTD W/O PC,$410.00 
4900045,MRI PELVIS W/WO PC,$634.00 
4900046,MRI THORACIC W/O PC,$415.00 
4900047,MRI THORACIC W PC,$500.00 
4900048,MRI THORACIC W/WO PC,$642.00 
4900053,MRA LOWER EXREMITY BILAT PC,"$1,010.00 "
4900056,MRA BRAIN WO PC,$337.00 
4900057,MRA NECK WO PC,$337.00 
4900059,MRA NECK WWO PC,$504.00 
4900089,MRI BREAST BILATERAL WITH CONTRAST PC,$457.00 
4900099,MRI BREAST BIOPSY PC,"$2,400.00 "
4900102,MRI FACIAL W/O PC,$377.00 
5000005,XR AC JOINTS BILAT,$522.00 
5000015,XR STERNUM,$522.00 
5000016,XR ARTHROCENTESIS LG JOINT,$737.00 
5000017,XR ARTHROCENTESIS SM JOINT,$737.00 
5000018,XR ARTHROCENTESIS INTERMED JT,$737.00 
5000019,XR SCAPULA LT,$438.00 
5000020,XR SCAPULA RT,$438.00 
5000025,XR CLAVICLE 1V LT,$287.00 
5000026,XR CLAVICLE 1V RT,$287.00 
5000029,XR CLAVICLE 2V LT,$287.00 
5000030,XR CLAVICLE 2V RT,$287.00 
5000031,XR CLAVICLE 2V BILAT,$388.00 
5000034,XR SHOULDER 1V LT,$212.00 
5000035,XR SHOULDER 1V RT,$212.00 
5000036,XR FOOT 1V BILAT,$595.00 
5000037,XR SHOULDER 2V LT,$348.00 
5000038,XR SHOULDER 2V RT,$348.00 
5000039,XR SHOULDER 2V BILAT,$595.00 
5000040,XR SHOULDER 3V LT,$488.00 
5000041,XR SHOULDER 3V BILAT,$776.00 
5000042,XR SHOULDER 1V BILAT,$417.00 
5000043,XR SHOULDER 3V RT,$488.00 
5000044,XR HUMERUS 1V LT,$417.00 
5000045,XR HUMERUS 1V RT,$417.00 
5000046,XR SHOULDER 4V LT,$508.00 
5000047,XR SHOULDER 4V RT,$508.00 
5000048,XR SHOULDER 4V BILAT,$838.00 
5000049,XR HUMERUS 2V LT,$417.00 
5000050,XR HUMERUS 2V RT,$417.00 
5000051,XR HUMERUS 2V BILAT,$595.00 
5000055,XR ELBOW 2V LT,$385.00 
5000056,XR ELBOW 2V RT,$385.00 
5000057,XR ELBOW 1V LT,$385.00 
5000058,XR FL GUID TUBE PATENCY CHECK,$373.00 
5000059,XR ELBOW 3V LT,$494.00 
5000060,XR ELBOW 3V RT,$494.00 
5000061,XR ELBOW 3V BILAT,$895.00 
5000062,XR ELBOW 2V BILAT,$768.00 
5000064,XR FOREARM 1V LT,$417.00 
5000065,XR FOREARM 1V RT,$417.00 
5000066,XR FOREARM 2V BILAT,$595.00 
5000067,XR ELBOW 1V RT,$385.00 
5000068,XR HAND 1V LT,$353.00 
5000070,XR FOREARM 2V LT,$417.00 
5000072,XR FOREARM 2V RT,$417.00 
5000073,XR HAND 1V RT,$353.00 
5000079,XR WRIST 2V LT,$300.00 
5000080,XR WRIST 2V RT,$300.00 
5000081,XR WRIST 1V LT,$212.00 
5000082,XR WRIST 1V RT,$212.00 
5000084,XR WRIST COMPLETE LT,$450.00 
5000085,XR WRIST COMPLETE RT,$450.00 
5000086,XR WRIST 2V BILAT,$595.00 
5000087,XR WRIST COMPLETE BILAT,$640.00 
5000095,XR HAND 2V LT,$353.00 
5000096,XR HAND 2V RT,$353.00 
5000100,XR HAND 3V LT,$540.00 
5000101,XR HAND 3V BILAT,$776.00 
5000102,XR HAND 2V BILAT,$595.00 
5000103,XR HAND 3V RT,$540.00 
5000104,XR FINGER LT,$302.00 
5000105,XR FINGER RT,$302.00 
5000108,XR HAND 1V BILAT,$595.00 
5000109,XR HIP 1V LT W OR WO PELVIS,$293.00 
5000110,XR HIP 1V RT W OR WO PELVIS,$293.00 
5000112,FINE NEEDLE ASPIRATION,"$1,000.00 "
5000115,XR HIPS BILAT W OR WO PELVIS,$447.00 
5000116,XR FINGER 1V LT,$302.00 
5000117,XR FINGER 1V RT,$302.00 
5000120,XR HIPS BILAT CHILD W OR WO PELVIS,$237.00 
5000123,XR HIP 2V LT W OR WO PELVIS,$417.00 
5000124,XR HIP 2V RT W OR WO PELVIS,$417.00 
5000125,XR HIP ARTHROGRAM,"$1,122.00 "
5000126,XR INJ PROC HIP ARTHROGRAM,$258.00 
5000127,XR INJ PROC HIP STEROID,$258.00 
5000128,XR ANKLE ARTHROGRAM,"$1,122.00 "
5000129,XR FEMUR 1V LT,$162.00 
5000130,XR FEMUR 1V RT,$162.00 
5000132,XR LONGLEG WT BEARING,$522.00 
5000133,XR ANKLE INJ PROCEDURE,$258.00 
5000134,XR FEMUR 2V LT,$464.00 
5000135,XR FEMUR 2V RT,$464.00 
5000136,XR FEMUR 2V BILAT,$797.00 
5000143,XR KNEE 1-2V LT,$269.00 
5000144,XR KNEE 3V LT,$557.00 
5000145,XR KNEE 1-2V RT,$269.00 
5000147,XR KNEE 3V RT,$557.00 
5000148,XR KNEE 3V BILAT,$561.00 
5000149,XR KNEE 1-2V BILAT,$534.00 
5000151,XR EXT INFANT UPPER BILAT,$313.00 
5000153,XR EXT INFANT LOWER BILAT,$327.00 
5000155,XR TIB/FIB 1V LT,$417.00 
5000156,XR TIB/FIB 2V BILAT,$595.00 
5000159,XR EXT INFANT UPPER RT,$159.00 
5000160,XR TIB/FIB 2V LT,$417.00 
5000161,XR KNEE 4+V BILAT,$919.00 
5000162,XR TIB/FIB 1V RT,$417.00 
5000163,XR TIB/FIB 2V RT,$417.00 
5000164,XR KNEE 4+V RT,$488.00 
5000170,XR ANKLE 2V LT,$300.00 
5000171,XR ANKLE 2V RT,$300.00 
5000172,XR ANKLE 1V RT,$212.00 
5000173,XR ANKLE 1V LT,$212.00 
5000174,XR STRESS VIEWS,$371.00 
5000175,XR ANKLE COMP 3-5V LT,$522.00 
5000177,XR ANKLE COMPLETE BILAT,$690.00 
5000178,XR ANKLE COMP 3-5V RT,$522.00 
5000181,XR WRIST ARTHROGRAM LT,"$1,122.00 "
5000182,XR WRIST ARTHROGRAM RT,"$1,122.00 "
5000183,XR TOE ARTHROGRAM,$563.00 
5000184,XR FOOT 2V LT,$300.00 
5000185,XR FOOT 2V RT,$300.00 
5000189,XR FOOT 3V LT,$480.00 
5000190,XR FOOT 3V RT,$480.00 
5000191,XR FOOT 3V BILAT,$776.00 
5000192,XR FOOT 2V BILAT,$595.00 
5000193,XR FOOT 1V LT,$300.00 
5000194,XR FOOT 1V RT,$300.00 
