,,,
HOSPITAL INPATIENT DRG STANDARD CHARGES - FISCAL YEAR 2018,,,
MDC,MDC Description,Medicare DRG Code & Name, Avg. Standard Charge Per Encounter 
10,"Endocrine, Nutritional & Metabolic System","627 - THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC MS"," $56,563 "
10,"Endocrine, Nutritional & Metabolic System","628 - OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC MS"," $87,946 "
10,"Endocrine, Nutritional & Metabolic System","629 - OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC MS"," $48,930 "
10,"Endocrine, Nutritional & Metabolic System","630 - OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC MS"," $59,060 "
10,"Endocrine, Nutritional & Metabolic System",637 - DIABETES W MCC MS," $39,624 "
10,"Endocrine, Nutritional & Metabolic System",638 - DIABETES W CC MS," $21,746 "
10,"Endocrine, Nutritional & Metabolic System",639 - DIABETES W/O CC/MCC MS," $21,554 "
10,"Endocrine, Nutritional & Metabolic System","640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC MS"," $32,422 "
10,"Endocrine, Nutritional & Metabolic System","641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC MS"," $22,010 "
10,"Endocrine, Nutritional & Metabolic System",642 - INBORN AND OTHER DISORDERS OF METABOLISM MS," $84,621 "
10,"Endocrine, Nutritional & Metabolic System",643 - ENDOCRINE DISORDERS W MCC MS," $40,016 "
10,"Endocrine, Nutritional & Metabolic System",644 - ENDOCRINE DISORDERS W CC MS," $22,818 "
10,"Endocrine, Nutritional & Metabolic System",645 - ENDOCRINE DISORDERS W/O CC/MCC MS," $28,198 "
10,"Endocrine, Nutritional & Metabolic System",,
11,Kidney & Urinary Tract,652 - KIDNEY TRANSPLANT MS," $218,536 "
11,Kidney & Urinary Tract,653 - MAJOR BLADDER PROCEDURES W MCC MS," $94,451 "
11,Kidney & Urinary Tract,654 - MAJOR BLADDER PROCEDURES W CC MS," $106,142 "
11,Kidney & Urinary Tract,655 - MAJOR BLADDER PROCEDURES W/O CC/MCC MS," $89,404 "
11,Kidney & Urinary Tract,656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC MS," $94,774 "
11,Kidney & Urinary Tract,657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC MS," $66,361 "
11,Kidney & Urinary Tract,658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC MS," $51,465 "
11,Kidney & Urinary Tract,659 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC MS," $82,724 "
11,Kidney & Urinary Tract,660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC MS," $63,098 "
11,Kidney & Urinary Tract,661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC MS," $58,742 "
11,Kidney & Urinary Tract,662 - MINOR BLADDER PROCEDURES W MCC MS," $64,485 "
11,Kidney & Urinary Tract,663 - MINOR BLADDER PROCEDURES W CC MS," $43,202 "
11,Kidney & Urinary Tract,664 - MINOR BLADDER PROCEDURES W/O CC/MCC MS," $66,812 "
11,Kidney & Urinary Tract,665 - PROSTATECTOMY W MCC MS," $76,171 "
11,Kidney & Urinary Tract,667 - PROSTATECTOMY W/O CC/MCC MS," $59,414 "
11,Kidney & Urinary Tract,668 - TRANSURETHRAL PROCEDURES W MCC MS," $55,681 "
11,Kidney & Urinary Tract,669 - TRANSURETHRAL PROCEDURES W CC MS," $38,645 "
11,Kidney & Urinary Tract,670 - TRANSURETHRAL PROCEDURES W/O CC/MCC MS," $53,048 "
11,Kidney & Urinary Tract,672 - URETHRAL PROCEDURES W/O CC/MCC MS," $51,866 "
11,Kidney & Urinary Tract,673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC MS," $114,548 "
11,Kidney & Urinary Tract,674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC MS," $52,292 "
11,Kidney & Urinary Tract,675 - OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC MS," $32,678 "
11,Kidney & Urinary Tract,682 - RENAL FAILURE W MCC MS," $30,774 "
11,Kidney & Urinary Tract,683 - RENAL FAILURE W CC MS," $21,368 "
11,Kidney & Urinary Tract,684 - RENAL FAILURE W/O CC/MCC MS," $16,559 "
11,Kidney & Urinary Tract,685 - ADMIT FOR RENAL DIALYSIS MS," $17,365 "
11,Kidney & Urinary Tract,686 - KIDNEY & URINARY TRACT NEOPLASMS W MCC MS," $49,278 "
11,Kidney & Urinary Tract,687 - KIDNEY & URINARY TRACT NEOPLASMS W CC MS," $31,222 "
11,Kidney & Urinary Tract,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC MS," $24,696 "
11,Kidney & Urinary Tract,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC MS," $20,167 "
11,Kidney & Urinary Tract,693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC MS," $41,821 "
11,Kidney & Urinary Tract,694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC MS," $25,340 "
11,Kidney & Urinary Tract,695 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC MS," $21,587 "
11,Kidney & Urinary Tract,696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC MS," $17,452 "
11,Kidney & Urinary Tract,697 - URETHRAL STRICTURE MS," $24,181 "
11,Kidney & Urinary Tract,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC MS," $42,219 "
11,Kidney & Urinary Tract,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC MS," $27,980 "
11,Kidney & Urinary Tract,700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC MS," $20,030 "
11,Kidney & Urinary Tract,,
12,Male Reproductive System,707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC MS," $78,510 "
12,Male Reproductive System,708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC MS," $66,786 "
12,Male Reproductive System,709 - PENIS PROCEDURES W CC/MCC MS," $79,667 "
12,Male Reproductive System,710 - PENIS PROCEDURES W/O CC/MCC MS," $32,892 "
12,Male Reproductive System,711 - TESTES PROCEDURES W CC/MCC MS," $54,822 "
12,Male Reproductive System,712 - TESTES PROCEDURES W/O CC/MCC MS," $49,128 "
12,Male Reproductive System,713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC MS," $63,610 "
12,Male Reproductive System,714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC MS," $41,296 "
12,Male Reproductive System,715 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC MS," $69,297 "
12,Male Reproductive System,717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC MS," $63,111 "
12,Male Reproductive System,718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC MS," $39,315 "
12,Male Reproductive System,"722 - MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC MS"," $29,493 "
12,Male Reproductive System,"723 - MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC MS"," $15,285 "
12,Male Reproductive System,725 - BENIGN PROSTATIC HYPERTROPHY W MCC MS," $8,616 "
12,Male Reproductive System,726 - BENIGN PROSTATIC HYPERTROPHY W/O MCC MS," $18,428 "
12,Male Reproductive System,727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC MS," $56,924 "
12,Male Reproductive System,728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC MS," $18,826 "
12,Male Reproductive System,730 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC MS," $11,522 "
12,Male Reproductive System,,
13,Female Reproductive System,"734 - PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC MS"," $48,207 "
13,Female Reproductive System,"735 - PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC MS"," $43,033 "
13,Female Reproductive System,736 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC MS," $73,515 "
13,Female Reproductive System,737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC MS," $50,256 "
13,Female Reproductive System,738 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC MS," $37,623 "
13,Female Reproductive System,"739 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC MS"," $78,615 "
13,Female Reproductive System,"740 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC MS"," $49,844 "
13,Female Reproductive System,"741 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC MS"," $53,681 "
13,Female Reproductive System,742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC MS," $44,598 "
13,Female Reproductive System,743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC MS," $39,371 "
13,Female Reproductive System,"744 - D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC MS"," $49,502 "
13,Female Reproductive System,"745 - D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC MS"," $51,828 "
13,Female Reproductive System,"746 - VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC MS"," $41,035 "
13,Female Reproductive System,"747 - VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC MS"," $26,952 "
13,Female Reproductive System,748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES MS," $38,239 "
13,Female Reproductive System,749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC MS," $86,991 "
13,Female Reproductive System,750 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC MS," $36,867 "
13,Female Reproductive System,"754 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC MS"," $24,814 "
13,Female Reproductive System,"755 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC MS"," $20,933 "
13,Female Reproductive System,"756 - MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC MS"," $72,837 "
13,Female Reproductive System,"757 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC MS"," $24,886 "
13,Female Reproductive System,"758 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC MS"," $22,343 "
13,Female Reproductive System,"759 - INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC MS"," $18,221 "
13,Female Reproductive System,760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC MS," $19,075 "
13,Female Reproductive System,761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC MS," $11,189 "
13,Female Reproductive System,,
14,Pregnancy; Childbirth,765 - CESAREAN SECTION W CC/MCC MS," $36,560 "
14,Pregnancy; Childbirth,766 - CESAREAN SECTION W/O CC/MCC MS," $31,338 "
14,Pregnancy; Childbirth,767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C MS," $30,020 "
14,Pregnancy; Childbirth,768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C MS," $60,012 "
14,Pregnancy; Childbirth,769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE MS," $58,881 "
14,Pregnancy; Childbirth,"770 - ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY MS"," $23,418 "
14,Pregnancy; Childbirth,774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES MS," $22,959 "
14,Pregnancy; Childbirth,775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES MS," $19,051 "
14,Pregnancy; Childbirth,776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE MS," $15,016 "
14,Pregnancy; Childbirth,777 - ECTOPIC PREGNANCY MS," $47,821 "
14,Pregnancy; Childbirth,778 - THREATENED ABORTION MS," $12,338 "
14,Pregnancy; Childbirth,779 - ABORTION W/O D&C MS," $15,146 "
14,Pregnancy; Childbirth,780 - FALSE LABOR MS," $9,837 "
14,Pregnancy; Childbirth,781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS MS," $13,251 "
14,Pregnancy; Childbirth,782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS MS," $13,142 "
14,Pregnancy; Childbirth,,
15,Newborns & Neonates (Perinatal Period),"789 - NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY MS"," $107,281 "
15,Newborns & Neonates (Perinatal Period),"790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE MS"," $158,627 "
15,Newborns & Neonates (Perinatal Period),791 - PREMATURITY W MAJOR PROBLEMS MS," $66,825 "
15,Newborns & Neonates (Perinatal Period),792 - PREMATURITY W/O MAJOR PROBLEMS MS," $37,795 "
15,Newborns & Neonates (Perinatal Period),793 - FULL TERM NEONATE W MAJOR PROBLEMS MS," $39,177 "
15,Newborns & Neonates (Perinatal Period),794 - NEONATE W OTHER SIGNIFICANT PROBLEMS MS," $11,339 "
15,Newborns & Neonates (Perinatal Period),795 - NORMAL NEWBORN MS," $6,464 "
15,Newborns & Neonates (Perinatal Period),,
16,"Blood, Blood Forming Organs & Immunological Disorders",799 - SPLENECTOMY W MCC MS," $138,520 "
16,"Blood, Blood Forming Organs & Immunological Disorders",800 - SPLENECTOMY W CC MS," $99,606 "
16,"Blood, Blood Forming Organs & Immunological Disorders",801 - SPLENECTOMY W/O CC/MCC MS," $60,945 "
16,"Blood, Blood Forming Organs & Immunological Disorders",802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC MS," $53,413 "
16,"Blood, Blood Forming Organs & Immunological Disorders",803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC MS," $60,963 "
16,"Blood, Blood Forming Organs & Immunological Disorders",804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC MS," $47,823 "
16,"Blood, Blood Forming Organs & Immunological Disorders",808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC MS," $50,946 "
16,"Blood, Blood Forming Organs & Immunological Disorders",809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC MS," $26,396 "
16,"Blood, Blood Forming Organs & Immunological Disorders",810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC MS," $17,053 "
16,"Blood, Blood Forming Organs & Immunological Disorders",811 - RED BLOOD CELL DISORDERS W MCC MS," $43,025 "
16,"Blood, Blood Forming Organs & Immunological Disorders",812 - RED BLOOD CELL DISORDERS W/O MCC MS," $18,177 "
16,"Blood, Blood Forming Organs & Immunological Disorders",813 - COAGULATION DISORDERS MS," $91,029 "
16,"Blood, Blood Forming Organs & Immunological Disorders",814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC MS," $47,447 "
16,"Blood, Blood Forming Organs & Immunological Disorders",815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC MS," $41,639 "
16,"Blood, Blood Forming Organs & Immunological Disorders",816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC MS," $45,233 "
16,"Blood, Blood Forming Organs & Immunological Disorders",,
17,Myeloproliferative Diseases & Disorders,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC MS," $501,787 "
17,Myeloproliferative Diseases & Disorders,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC MS," $57,978 "
17,Myeloproliferative Diseases & Disorders,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC MS," $49,457 "
17,Myeloproliferative Diseases & Disorders,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC MS," $202,785 "
17,Myeloproliferative Diseases & Disorders,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC MS," $62,205 "
17,Myeloproliferative Diseases & Disorders,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC MS," $68,279 "
17,Myeloproliferative Diseases & Disorders,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC MS," $136,441 "
17,Myeloproliferative Diseases & Disorders,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC MS," $71,635 "
17,Myeloproliferative Diseases & Disorders,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC MS," $60,064 "
17,Myeloproliferative Diseases & Disorders,829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCE MS," $110,391 "
17,Myeloproliferative Diseases & Disorders,830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCE MS," $49,390 "
17,Myeloproliferative Diseases & Disorders,834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC MS," $239,309 "
17,Myeloproliferative Diseases & Disorders,835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC MS," $65,484 "
17,Myeloproliferative Diseases & Disorders,836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC MS," $30,432 "
17,Myeloproliferative Diseases & Disorders,837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC MS," $253,125 "
17,Myeloproliferative Diseases & Disorders,838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT MS," $51,294 "
17,Myeloproliferative Diseases & Disorders,839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC MS," $22,243 "
17,Myeloproliferative Diseases & Disorders,840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC MS," $96,120 "
17,Myeloproliferative Diseases & Disorders,841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC MS," $39,378 "
17,Myeloproliferative Diseases & Disorders,842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC MS," $44,933 "
17,Myeloproliferative Diseases & Disorders,843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC MS," $36,122 "
17,Myeloproliferative Diseases & Disorders,844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC MS," $24,538 "
17,Myeloproliferative Diseases & Disorders,845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC MS," $19,415 "
17,Myeloproliferative Diseases & Disorders,846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC MS," $81,024 "
17,Myeloproliferative Diseases & Disorders,847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC MS," $60,672 "
17,Myeloproliferative Diseases & Disorders,848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC MS," $11,229 "
17,Myeloproliferative Diseases & Disorders,849 - RADIOTHERAPY MS," $52,153 "
17,Myeloproliferative Diseases & Disorders,,
18,Infectious & Parasitic Disease & Disorders,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC MS," $161,774 "
18,Infectious & Parasitic Disease & Disorders,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC MS," $54,463 "
18,Infectious & Parasitic Disease & Disorders,855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC MS," $67,631 "
18,Infectious & Parasitic Disease & Disorders,856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC MS," $130,673 "
18,Infectious & Parasitic Disease & Disorders,857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC MS," $53,583 "
18,Infectious & Parasitic Disease & Disorders,858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC MS," $37,506 "
18,Infectious & Parasitic Disease & Disorders,862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC MS," $40,584 "
18,Infectious & Parasitic Disease & Disorders,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC MS," $24,625 "
18,Infectious & Parasitic Disease & Disorders,864 - FEVER MS," $26,006 "
18,Infectious & Parasitic Disease & Disorders,865 - VIRAL ILLNESS W MCC MS," $36,627 "
18,Infectious & Parasitic Disease & Disorders,866 - VIRAL ILLNESS W/O MCC MS," $26,686 "
18,Infectious & Parasitic Disease & Disorders,867 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC MS," $65,753 "
18,Infectious & Parasitic Disease & Disorders,868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC MS," $36,748 "
18,Infectious & Parasitic Disease & Disorders,869 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC MS," $14,852 "
18,Infectious & Parasitic Disease & Disorders,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS MS," $249,751 "
18,Infectious & Parasitic Disease & Disorders,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC MS," $50,648 "
18,Infectious & Parasitic Disease & Disorders,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC MS," $24,438 "
18,Infectious & Parasitic Disease & Disorders,,
19,Mental Diseases & Disorders,876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS MS," $44,881 "
19,Mental Diseases & Disorders,880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION MS," $21,192 "
19,Mental Diseases & Disorders,881 - DEPRESSIVE NEUROSES MS," $13,165 "
19,Mental Diseases & Disorders,882 - NEUROSES EXCEPT DEPRESSIVE MS," $11,020 "
19,Mental Diseases & Disorders,883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL MS," $17,167 "
19,Mental Diseases & Disorders,884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY MS," $31,800 "
19,Mental Diseases & Disorders,885 - PSYCHOSES MS," $23,068 "
19,Mental Diseases & Disorders,886 - BEHAVIORAL & DEVELOPMENTAL DISORDERS MS," $15,058 "
19,Mental Diseases & Disorders,887 - OTHER MENTAL DISORDER DIAGNOSES MS," $19,430 "
19,Mental Diseases & Disorders,,
20,Alcohol/Drug Use or Induced Mental Disorders,"894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA MS"," $9,658 "
20,Alcohol/Drug Use or Induced Mental Disorders,896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC MS," $26,614 "
20,Alcohol/Drug Use or Induced Mental Disorders,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC MS," $14,405 "
20,Alcohol/Drug Use or Induced Mental Disorders,,
21,"Injuries, Poison & Toxic Effects of Drugs",901 - WOUND DEBRIDEMENTS FOR INJURIES W MCC MS," $209,625 "
21,"Injuries, Poison & Toxic Effects of Drugs",902 - WOUND DEBRIDEMENTS FOR INJURIES W CC MS," $67,374 "
21,"Injuries, Poison & Toxic Effects of Drugs",903 - WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC MS," $45,817 "
21,"Injuries, Poison & Toxic Effects of Drugs",904 - SKIN GRAFTS FOR INJURIES W CC/MCC MS," $114,975 "
21,"Injuries, Poison & Toxic Effects of Drugs",905 - SKIN GRAFTS FOR INJURIES W/O CC/MCC MS," $43,264 "
21,"Injuries, Poison & Toxic Effects of Drugs",906 - HAND PROCEDURES FOR INJURIES MS," $52,517 "
21,"Injuries, Poison & Toxic Effects of Drugs",907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC MS," $134,342 "
21,"Injuries, Poison & Toxic Effects of Drugs",908 - OTHER O.R. PROCEDURES FOR INJURIES W CC MS," $71,733 "
21,"Injuries, Poison & Toxic Effects of Drugs",909 - OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC MS," $45,837 "
21,"Injuries, Poison & Toxic Effects of Drugs",913 - TRAUMATIC INJURY W MCC MS," $57,897 "
21,"Injuries, Poison & Toxic Effects of Drugs",914 - TRAUMATIC INJURY W/O MCC MS," $55,776 "
21,"Injuries, Poison & Toxic Effects of Drugs",915 - ALLERGIC REACTIONS W MCC MS," $56,911 "
21,"Injuries, Poison & Toxic Effects of Drugs",916 - ALLERGIC REACTIONS W/O MCC MS," $27,728 "
21,"Injuries, Poison & Toxic Effects of Drugs",917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC MS," $37,148 "
21,"Injuries, Poison & Toxic Effects of Drugs",918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC MS," $19,393 "
21,"Injuries, Poison & Toxic Effects of Drugs",919 - COMPLICATIONS OF TREATMENT W MCC MS," $48,484 "
21,"Injuries, Poison & Toxic Effects of Drugs",920 - COMPLICATIONS OF TREATMENT W CC MS," $31,602 "
21,"Injuries, Poison & Toxic Effects of Drugs",921 - COMPLICATIONS OF TREATMENT W/O CC/MCC MS," $25,430 "
21,"Injuries, Poison & Toxic Effects of Drugs","922 - OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC MS"," $43,101 "
21,"Injuries, Poison & Toxic Effects of Drugs","923 - OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC MS"," $40,508 "
21,"Injuries, Poison & Toxic Effects of Drugs",,
22,Burns,927 - EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W SKIN GRAFT MS," $193,653 "
22,Burns,928 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC MS," $81,619 "
22,Burns,929 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC MS," $54,974 "
22,Burns,933 - EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W/O SKIN GRAFT MS," $131,005 "
22,Burns,934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ MS," $42,861 "
22,Burns,935 - NON-EXTENSIVE BURNS MS," $45,750 "
22,Burns,,
23,Factors influencing Health Status,939 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC MS," $74,604 "
23,Factors influencing Health Status,940 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC MS," $51,446 "
23,Factors influencing Health Status,941 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC MS," $31,443 "
23,Factors influencing Health Status,947 - SIGNS & SYMPTOMS W MCC MS," $47,657 "
23,Factors influencing Health Status,948 - SIGNS & SYMPTOMS W/O MCC MS," $34,113 "
23,Factors influencing Health Status,949 - AFTERCARE W CC/MCC MS," $54,450 "
23,Factors influencing Health Status,950 - AFTERCARE W/O CC/MCC MS," $33,025 "
23,Factors influencing Health Status,951 - OTHER FACTORS INFLUENCING HEALTH STATUS MS," $16,563 "
23,Factors influencing Health Status,,
