NORTH SHORE MEDICAL CENTER STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
32000246,HC VENOGRAPHY ADRENAL UNILATERAL SELECTIVE RS&I,"$7,675.00"
32000239,HC HYSTEROSALPINGOGRAPHY RS&I,$905.00
32000238,HC DILATION NEPHROSTOMY/URETER/URETHRA RS&I,"$3,589.00"
32000235,HC RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,"$2,200.00"
32000232,HC URETHROCYSTOGRAPHY VOIDING RS&I,"$1,094.00"
32000231,HC URETHROCYSTOGRAPHY RETROGRADE RS&I,$822.00
32000229,HC CYSTOGRAPHY MINIMUM 3 VIEWS RS&I,$973.00
32000228,HC UROGRAPHY ANTEGRADE RS&I,$979.00
32000227,HC X-RAY URINARY TRACT EXAM WITH CONTRAST MATERIAL,$979.00
32000224,HC UROGRAPHY IV W/WO KUB W/WO TOMOGRAPHY,"$1,307.00"
32000223,HC PRQ TRANSHEPATC DILAT BILIARY DUCT STRICTRE RS&I,"$1,323.00"
32000222,HC INTRALUMINAL DILATION STRICTURES&/OBSTRCJS RS&I,$928.00
32000221,HC PERCUTANEOUS PLACEMENT ENTEROCLYSIS TUBE RS&I,"$1,137.00"
32000220,HC INTRO LONG GI TUBE W/MULT FLUORO&FILMS RS&,"$1,137.00"
32000219,HC CMBN NDSC CATHJ BILIARY&PNCRTC DUCTAL SYS RS&I,"$1,137.00"
32000218,HC ENDOSCOPIC CATHJ PANCREATIC DUCTAL SYS RS&I,"$1,137.00"
32000217,HC ENDOSCOPIC CATHJ BILIARY DUCTAL SYSTEM RS&I,"$1,138.00"
32000213,HC CHOLANGIOGRAPHY&/PANCREATOGRAPHY NTRAOP RS&I,"$1,137.00"
32000209,HC RADEX COLON W/SPEC HI DNS BARIUM W/WO GLUCAGON,"$2,473.00"
32000208,HC RADEX COLON BARIUM ENEMA W/WOKUB,"$1,781.00"
32000206,HC RADEX SMALL INTESTINE W/MULTIPLE SERIAL FILMS,"$1,235.00"
32000205,HC RADEX GI UPR W/WO GLUCOSE W/SM INTEST FOLLW-THRU,"$2,194.00"
32000204,HC RADEX UPPER GI W/WO GLUCAGON/DELAY FLMS W/KUB,"$1,624.00"
32000203,HC RADEX UPPER GI W/WO GLUCAGON/DELAY FILMS W/O KUB,"$1,452.00"
32000202,HC RADEX GI TRACT UPR W/SM INT W/MULT SERIAL FLMS,"$2,026.00"
32000201,HC RADEX GI TRACT UPPER W/WO DELAYED FILMS W/KUB,"$1,348.00"
32000200,HC RADEX GI TRACT UPPER W/WO DELAYED FILMS W/O KUB,"$1,231.00"
32000199,HC SWALLOWING FUNCJ W/CINERADIOGRAPY/VIDRADIOG,"$1,022.00"
32000198,HC RADEX ESOPHAGUS,"$1,029.00"
32000197,HC RADEX PHARYNX&/CERVICAL ESOPHAGUS,$887.00
32000196,HC RADEX ABD COMPL AQT ABD W/S/E/D VIEWS 1 VIEW CH,$536.00
32000195,HC RADEX ABDOMEN COMPL W/DCBTS&/ERC VIEWS,$441.00
32000194,HC RADEX ABD ANTEROPOST&ADDL OBLQ&CONE VIEWS,$426.00
32000193,HC RADEX ABDOMEN 1 ANTEROPOSTERIOR VIEW,$263.00
32000192,HC RADEX TOE MINIMUM 2 VIEWS,$332.00
32000189,HC RADEX CALCANEUS MINIMUM 2 VIEWS,$306.00
32000186,HC RADEX FOOT COMPLETE MINIMUM 3 VIEWS,$349.00
32000183,HC RADIOLOGIC EXAMINATION FOOT 2 VIEWS,$296.00
32000180,HC RADEX ANKLE ARTHROGGRAPHY RS&I,"$1,051.00"
32000177,HC RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,$353.00
32000174,HC RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,$311.00
32000170,HC RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,$320.00
32000167,HC RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,$295.00
32000164,HC RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,"$1,276.00"
32000161,HC RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,$353.00
32000160,HC RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,$463.00
32000157,HC RADIOLOGIC EXAMINATION KNEE 3 VIEWS,$394.00
32000154,HC RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,$319.00
32000141,HC RADEX HIP ARTHROGRAPHY RS&I,"$1,003.00"
32000131,HC RADEX FINGR MINIMUM 2 VIEWS,$347.00
32000128,HC RADEX HAND MINIMUM 3 VIEWS,$349.00
32000125,HC RADEX HAND 2 VIEWS,$306.00
32000122,HC RADEX WRIST ARTHROGRAPHY RS&I,"$1,241.00"
32000119,HC RADEX WRIST COMPLETE MINIMUM 3 VIEWS,$401.00
32000116,HC RADEX WRIST 2 VIEWS,$328.00
32000112,HC RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,$311.00
32000109,HC RADEX FOREARM 2 VIEWS,$296.00
32000106,HC RADEX ELBOW ARTHROGRAPHY RS&I,"$1,006.00"
32000105,HC RADEX ELBOW ARTHROGRAPHY RS&I (LT),"$1,006.00"
32000104,HC RADEX ELBOW ARTHROGRAPHY RS&I (RT),"$1,006.00"
32000103,HC RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,$394.00
32000100,HC RADEX ELBOW 2 VIEWS,$304.00
32000097,HC RADEX HUMERUS MINIMUM 2 VIEWS,$320.00
32000094,HC RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,$403.00
32000093,HC RADEX SHOULDER ARTHROGRAPHY RS&I,"$1,174.00"
32000090,HC RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,$324.00
32000087,HC RADEX SHOULDER 1 VIEW,$255.00
32000084,HC RADEX CLAVICLE COMPLETE,$302.00
32000081,HC DISKOGRAPY LUMBAR RS&I,"$8,225.00"
32000079,HC DISKOGRAPY CERVICAL/THORACIC RS&I,"$8,225.00"
32000078,HC EPIDUROGRAPY RS&I,"$1,086.00"
32000077,HC MYELOGRAPY 2/MORE REGIONS RS&I,"$2,225.00"
32000076,HC MYELOGRAPY LUMBOSACRAL RS&I,"$1,566.00"
32000075,HC MYELOGRAPY THORACIC RS&I,"$1,344.00"
32000074,HC MYELOGRAPY CERVICAL RS&I,"$1,620.00"
32000073,HC RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,$316.00
32000072,HC RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,$390.00
32000071,HC RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,$325.00
32000070,HC RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,$296.00
32000069,HC RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,$250.00
32000068,HC RADEX SPINE LUMBOSACRAL ONLY BENDING 2/3 VIEWS,$555.00
32000067,HC RADEX SPINE LUMBSCRL COMPL W/BENDING VIEWS MIN 6,$816.00
32000066,HC RADEX SPINE LUMBOSACRAL MINIMUM 4 VIEWS,$610.00
32000065,HC RADEX SPINE LUMBOSACRAL 2/3 VIEWS,$441.00
32000062,HC RADEX SPINE THORACIC MINIMUM 4 VIEWS,$495.00
32000061,HC RADEX SPINE THORACIC 3 VIEWS,$414.00
32000060,HC RADEX SPINE THORACIC 2 VIEWS,$360.00
32000058,HC RADEX SPINE CERVICAL 6 OR MORE VIEWS,$736.00
32000057,HC RADEX SPINE CERVICAL 4 OR 5 VIEWS,$582.00
32000056,HC RADEX SPINE CERVICAL 3 VIEWS OR LESS,$416.00
32000055,HC RADEX SPINE 1 VIEW SPECIFY LEVEL,$255.00
32000053,HC RADEX STERNOCLAVICULAR JT/JTS MINIMUM 3 VIEWS,$413.00
32000052,HC RADEX STERNUM MINIMUM 2 VIEWS,$348.00
32000051,HC RADEX RIBS BI W/POSTEROANT CH MINIMUM 4 VIEWS,$578.00
32000050,HC RADEX RIBS BILATERAL 3 VIEWS,$440.00
32000049,HC RADEX RIBS UNI W/POSTEROANT CH MINIMUM 3 VIEWS,$426.00
32000048,HC RADEX RIBS UNILATERAL 2 VIEWS,$350.00
32000047,HC RADEX RIBS UNILATERAL 2 VIEWS (LT),$350.00
32000046,HC RADEX RIBS UNILATERAL 2 VIEWS (RT),$350.00
32000044,HC SIALOGRAPY RS&I,"$1,155.00"
32000041,HC CPLX DYNAMIC PHARYNGEAL&SP EVAL C/V REC,$965.00
32000040,HC RADEX PHARYNX/LARX W/FLUOR&/MAGNIFICATION TQ,$847.00
32000039,HC RADIOLOGIC EXAMINATION NECK SOFT TISSUE,$305.00
32000038,HC ORTHOPANTOGRAM,$213.00
32000036,HC RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH BILAT,$532.00
32000035,HC RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH UNILAT,$335.00
32000031,HC RADIOLOGIC EXAM SKULL COMPLETE MINIMUM 4 VIEWS,$514.00
32000030,HC RADIOLOGIC EXAMINATION SKULL 4/> VIEWS,$394.00
32000028,HC RADEX SINUSES PARANASAL COMPL MINIMUM 3 VIEWS,$413.00
32000025,HC RADEX SINUSES PARANASAL <3 VIEWS,$320.00
32000022,HC RADEX ORBITS COMPLETE MINIMUM 4 VIEWS,$482.00
32000013,HC RADEX NASAL BONES COMPLETE MINIMUM 3 VIEWS,$360.00
32000012,HC RADEX FACIAL BONES COMPLETE MINIMUM 3 VIEWS,$468.00
32000011,HC RADEX FACIAL BONES < 3 VIEWS,$308.00
32000010,HC RADEX INTERNAL AUDITORY MEATI COMPLETE,$532.00
32000007,HC RADEX MASTOIDS COMPL MINIMUM 3 VIEWS PR SIDE,$632.00
32000006,HC RADIOLOGIC EXAM MASTOIDS < 3 VIEWS PER SIDE,$374.00
32000005,HC RADIOLOG EXAM MANDIBLE COMPL MINIMUM 4 VIEWS,$438.00
32000004,HC RADIOLOGIC EXAMINATION MANDIPLE PRTL <4 VIEWS,$335.00
32000003,HC RADIOLOGIC EXAMINATION EYE DETECT FOREIGN BODY,$324.00
31000921,HC TPMT AND NUDT15 GENOTYPE,"$1,232.00"
31000913,HC HPA-15 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000912,HC HPA-9 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000911,HC HPA-6 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000910,HC HPA-5 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000909,HC HBB FULL GENE SEQUENCE,"$2,288.00"
31000908,HC HBB DUPLICATION/DELETION VARIANTS,"$1,426.00"
31000907,HC HBB KNOWN FAMILIAL VARIANTS,"$2,645.00"
31000906,HC HBB COMMON VARIANTS,"$1,232.00"
31000905,HC TYMS GENE ANALYSIS COMMON VARIANTS,"$1,232.00"
31000904,HC TPMT GENE ANALAYSIS COMMON VARIANTS,"$1,232.00"
31000903,HC RUNX1 GENE ANALYSIS TARGETED SEQUENCE ANALYSIS,"$2,322.00"
31000902,HC SLCO1B1 GENE ANALYSIS COMMON VARIANTS,"$1,232.00"
31000901,HC IFNL3 GENE ANALYSIS RS12979860 VARIANT,$532.00
31000900,HC HBA1/HBA2 GENE ANALYSIS DUP/DEL VARIANTS,"$1,426.00"
31000899,HC HBA1/HBA2 GENE ANALYSIS FULL GENE SEQUENCE,"$4,229.00"
31000898,HC HBA1/HBA2 GENE ANALYSIS KNOWN FAMILIAL VARIANT,"$2,645.00"
31000897,HC F9 FULL GENE SEQUENCE,"$4,229.00"
31000896,HC DYPD GENE ANALYSIS COMMON VARIANTS,"$1,232.00"
31000895,HC CYP3A5 GENE ANALYSIS COMMON VARIANTS,"$1,232.00"
31000894,HC CYP3A4 GENE ANALYSIS COMMON VARIANTS,"$1,232.00"
31000891,HC IDH2 COMMON VARIANTS,"$2,085.00"
31000890,HC IDH1 COMMON VARIANTS,"$1,362.00"
31000889,HC HPA-4 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000888,HC HPA-3 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000887,HC HPA-2 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000886,HC HPA-1 GENOTYPING GENE ANALYSIS COMMON VARIANT,"$1,063.00"
31000867,HC VEDOLIZUMAB LEVEL,$283.00
31000782,"HC NSM JAK2 EXON 12 MUTATION, B","$1,026.00"
31000781,HC NSM UNLISTED MOLECULAR PATH,"$2,727.00"
31000698,HC NRAS GENE ANALYSIS VARIANTS IN EXON 2&3,"$1,543.00"
31000697,HC KRAS GENE ANALYSIS ADDITIONAL VARIANT(S),"$1,029.00"
31000694,HC CALR GENE ANALYSIS COMMON VARIANTS IN EXON 9,$783.00
31000692,HC ABL1 GENE ANALYSIS KINASE DOMAIN VARIANTS,$813.00
31000503,"HC SURGICAL PATHOLOGY, GROSS AND MICRO EXAM, FOR PROSTATE NDL  BIOPSY, ANY METH","$1,059.00"
31000501,HC IMHISTOCHEM/CYTCHM EA MULTIPLEX ANTIBODY SLIDE,$607.00
31000500,HC IMHISTOCHEM/CYTCHM INIT ANTIBODY STAIN PROCEDURE,$305.00
31000499,HC IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE,$303.00
31000497,HC M/PHMTRC ALYS ISH QUANT/SEMIQ MNL EACH MULTIPRB,$656.00
31000496,HC M/PHMTRC ALYS ISH QUANT/SEMIQ CPTR EACH MULTIPRB,$981.00
31000490,HC IN SITU HYBRIDIZATION 1ST PROBE STAIN,$517.00
31000332,HC MYD88 MUTATION ANALYSIS,$596.00
31000261,HC SHOX (GHD) DNA SEQ/DEL,$888.00
31000201,HC UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,"$2,822.00"
31000184,HC UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,"$2,736.00"
31000183,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 7 (91),"$2,258.00"
31000182,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 6 (91),"$3,075.00"
31000181,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 5 (91),"$1,534.00"
31000180,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 4,"$1,062.00"
31000178,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 1,$670.00
31000175,HC PMP22 GENE ANALYSIS FULL SEQUENCE ANALYSIS,"$1,302.00"
31000174,HC PMP22 GENE ANAL DUPLICATION/DELETION ANALYSIS,"$2,429.00"
31000171,HC PTEN GENE ANALYSIS FULL SEQUENCE ANALYSIS,"$2,656.00"
31000170,HC HBA1/HBA2 ANALYSIS FOR COMMON DELETIONS/VARIANT,"$1,293.00"
31000159,HC SAT BIOPSY PROSTATE 1-20 SPC,"$1,059.00"
31000158,HC IMCYTCHM TISS IMMUNOPROXIDASE EA ANTIBODY,$305.00
31000157,HC PATH CONSLTJ SURG 1ST BLK FROZEN SCTJ 1 SPEC,$297.00
31000156,HC SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT,$236.00
31000154,HC SPECIAL STAIN GROUP 1 MICROORGANISMS I&R,$296.00
31000153,HC DECALCIFICATION PROCEDURE,$142.00
31000152,HC LEVEL VI SURG PATHOLOGY GROSS&MICROSCOPIC EXAM,"$1,279.00"
31000151,HC LEVEL V SURG PATHOLOGY GROSS&MICROSCOPIC EXAM,$903.00
31000150,HC LEVEL IV SURG PATHOLOGY GROSS&MICROSCOPIC EXAM,$297.00
31000149,HC LEVEL III SURG PATHOLOGY GROSS&MICROSCOPIC EXA,$305.00
31000148,HC LEVEL II SURG PATHOLOGY GROSS&MICROSCOPIC EXAM,$139.00
31000147,HC LEVEL I SURG PATHOLOGY GROSS EXAMINATION ONLY,$142.00
31000141,HC CHRMSM ANALYSIS ADDL HIGH RESOLUTION STUDY,$332.00
31000140,HC CHRMSM ANALYSIS ADDL CELLS COUNTED EACH STUDY,$189.00
31000137,HC CHRMSM ANALYSIS ADDL KARYOTYP EACH STUDY,$248.00
31000129,HC MOLECULAR CYTOGENETICS DNA PROBE EACH,$208.00
31000125,HC CHRMSM ANALYZE 20-25 CELLS,"$1,201.00"
31000122,HC CHRMSM COUNT 15-20 CLL 2KARYOTYP BANDING,"$1,232.00"
31000121,HC CHRMSM COUNT 5 CELL 1KARYOTYPE BANDING,"$1,745.00"
31000113,HC TISS CUL NEO DISORDERS BONE MARROW BLOOD CELLS,$761.00
31000105,HC FLOW CYTOMETRY INTERPJ 16/> MARKERS,$305.00
31000104,HC FLOW CYTOMETRY INTERPJ 9-15 MARKERS,"$1,295.00"
31000103,HC FLOW CYTOMETRY INTERPJ 2-8 MARKERS,$836.00
31000102,HC FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY EA (91),$236.00
31000101,HC FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY EA,$236.00
31000099,HC FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY 1ST,$171.00
31000097,HC FLOW CYTOMETRY CELL CYCLE/DNA ANALYSIS,$322.00
31000096,HC CYTP FINE NDL ASPIRATE IMMT CYTOHIST STD EA EVAL,$79.00
31000095,HC CYTP C/V AUTO THIN LYR PREPJ SCR MNL RESCR PHYS,$262.00
31000093,HC CYTP EVAL FINE NEEDLE ASPIRATE INTERP & REPORT,$331.00
31000092,HC CYTP FINE NDL ASPIRATE IMMT CYTOHIST STD DX 1ST,$305.00
31000088,HC CYTP SLIDES CERV/VAG MNL SCRN PHYSICIAN SUPV,$106.00
31000087,HC CYTP SMRS ANY OTH SRC EXTND STD > 5 SLIDES,$305.00
31000086,HC CYTP SMRS ANY OTH SRC PREPJ SCR&INTERPJ,$147.00
31000085,HC CYTP SMRS ANY OTH SRC SCR&INTERPJ,$169.00
31000080,HC CYTP SLIDES C/V MNL SCR UNDER PHYS,$106.00
31000076,HC CYTP CERV/VAG AUTO THIN LAYER PREP MNL SCREEN,$197.00
31000070,HC CYTP INSITU HYBRID URINE SPEC 3-5 PROBES EA MNL,"$2,472.00"
31000069,HC CYTP SLCTV CELL ENHANCEMENT INTERPJ XCPT C/V,$305.00
31000068,HC CYTP CONCENTRATION SMEARS & INTERPRETATION,$305.00
31000065,HC CYTP FLU WASHGS/BRUSHINGS XCPT C/V SMRS INTERPJ,$196.00
31000059,HC MICRODISSECTION PREP IDENTIFIED TARGET MANUAL,$466.00
31000055,HC M/PHMTRC ALYS IN SITU HYBRIDIZATION EA PROBE MNL,$740.00
31000053,HC M/PHMTRC ALYS ISH EA PRB CPTR-ASST TECHNOLOGY,$853.00
31000051,HC IN SITU HYBRIDIZATION EACH PROBE,$517.00
31000048,HC M/PHMTRC ALYS TUMOR IMHCHEM EA ANTBDY CMPTR ASST,$479.00
31000047,HC M/PHMTRC ALYS TUMOR IMHCHEM EA ANTIBODY MANUAL,$332.00
31000038,HC IMMUNOFLUORESCENCE PER SPEC 1ST SINGL ANTB STAIN,$305.00
31000037,HC PATH CONSLTJ SURG CYTOLOGIC EXAM ADDL SITE,$142.00
31000036,HC PATH CONSLTJ SURG CYTOLOGIC EXAM INITIAL SITE,$305.00
31000035,HC PATH CONSLTJ SURG EA ADDL BLK FROZEN SECTION,$142.00
31000034,HC PATHOLOGY CONSULTATION DURING SURGERY,$139.00
31000033,HC CONSLTJ COMPRE REVIEW REPRT REFERRED MATRL,$885.00
31000032,HC CONSLTJ&REPRT MATERIAL REQUIRING PREPJ SLIDES,$305.00
31000031,HC CONSLTJ&REPRT SLIDES PREPARED ELSEWHERE,$142.00
31000026,HC CYTOGENETICS&MOLEC CYTOGENETICS INTERP&REP,$139.00
31000010,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,"$3,605.00"
31000009,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 8,"$1,465.00"
31000008,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 7,"$2,258.00"
31000007,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 6,"$3,075.00"
31000006,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 5,"$1,534.00"
31000005,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 4,"$1,062.00"
31000004,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 3,$986.00
31000003,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 2,$954.00
31000002,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 1,$670.00
31000001,HC CLINICAL PATHOLOGY CONSULTATION LIMITED,$171.00
30003513,HC CYP2D6 GENE COPY NUMBER CMN VRNTS TRGT SEQ ALYS,$622.00
30003476,HC IADNA DNA/RNA ZIKA VIRUS AMPLIFIED PROBE TQ,$447.00
30003475,HC IADNA DNA/RNA RSV AMPLIFIED PROBE TECHNIQUE,$610.00
30003474,HC ZIKA VIRUS IGM ANTIBODY,$147.00
30003473,HC ALLERGEN SPEC IGE RECOMBINANT/PURIFIED COMPNT EA,$156.00
30003450,HC NSM EPILEPSY PANEL,"$7,193.00"
30003378,HC ANTIGBM,$146.00
30003376,HC PLA2R,$146.00
30003375,HC ANCA,$305.00
30003374,HC ANCA,$146.00
30003340,HC PRESUMPTIVE DRUG TEST BY INSTRUMENT CHEMISTRY ANALYZER,$452.00
30003332,HC NEWBORN METABOLIC SCREENING,$202.00
30003323,"HC NSM WHOLE GENOME, CONSTITUTIONAL","$1,367.00"
30003322,HC NSM STREP PNEUMONIAE AG,$110.00
30003321,HC NSM EPSTEIN BARR PCR QUANT,$424.00
30003320,HC NSM BK VIRUS,$424.00
30003319,"HC OSMOLALITY, FECES",$47.00
30003318,"HC NSM POTASSIUM, FECES",$47.00
30003317,"HC NSM RHMTID FCTR IGG,IGA,IGM",$127.00
30003316,HC NSM ANTI-STRIATED MUSCLE AB,$127.00
30003315,HC NSM ANTI CENTROMERE,$127.00
30003314,HC NSM MAG AB REFLEX,$127.00
30003313,"HC NSM ANTI MULLERIAN HORMONE,S",$127.00
30003312,HC NSM SACCHAROMYCES CEREVISAE IGA,$127.00
30003311,HC NSM SOL LIVER ANTIGEN IGG AB,$127.00
30003310,HC NSM IGFBP3,$127.00
30003309,"HC NSM TRYPTASE, SERUM",$127.00
30003308,HC NSM HU ANTIBODY,$127.00
30003307,HC NSM GM1 AUTOANTIBODY TEST,$127.00
30003306,HC NSM ANTI GLOMERULAR BSMNT MEM,$127.00
30003305,HC NSM ADMARK PHOSPHOTAU ANLS,$127.00
30003304,HC NSM VASC ENDTHL GRWTH FACTR,$127.00
30003303,"HC NSM IL6, SERUM",$127.00
30003302,"HC NSM INHIBIN B, IMMUNOASSAY",$127.00
30003301,HC NSM ALPHA SUB-UNIT,$127.00
30003300,HC NSM DIGITOXIN,$127.00
30003299,HC LACOSAMIDE,$176.00
30003298,"HC NSM VORICONAZOLE, SERUM",$157.00
30003297,HC NSM INFLIXIMAB LEVEL,$132.00
30003296,HC NSM TEGRETOL EPOXIDE 2,$176.00
30003058,HC MASS SPECT&TANDEM MASS SPECT NONDRG ANAL NES EA,$182.00
30003057,HC COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,$182.00
30002981,"HC DRUG SCREENING OPIATES 1 OR MORE (OPIATE(S), DRUG AND METABOLITES, EACH PROCEDURE)",$165.00
30002980,HC DRUG SCREENING OPIATES 1 OR MORE (DIHYDROMORPHINONE),$165.00
30002978,HC FLURAZEPAM (BENZODIAZEPINES 1-12),$85.00
30002975,HC ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2 (NORTIPTYLINE),$310.00
30002972,HC IMIPRAMINE (ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2),$310.00
30002969,HC DOXEPIN (ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2),$310.00
30002966,HC DESIPRAMINE (ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2),$310.00
30002963,HC DRUG SCREEN ANALGESICS NON-OPIOID 1 OR 2 (ACETAMINOPHEN),$69.00
30002961,HC DRUG SCREEN QUANT ANABOLIC STEROID 1 OR 2 (EPIANDROSTERONE),$68.00
30002960,HC NICOTINE (ALKALOIDS NOT OTHERWISE SPECIFIED),$132.00
30002959,HC ETHCHLORVYNOL (QUANTITATIVE ALCOHOLS),$71.00
30002957,HC DRUG SCREEN QUANT DIPROPYLACETIC ACID TOTAL,$133.00
30002926,HC IADNA HUMAN PAPILLOMAVIRUS TYPES 16 & 18 ONLY,$256.00
30002925,HC IADNA HUMAN PAPILLOMAVIRUS HIGH-RISK TYPES,$256.00
30002911,HC NUCLEAR MITOCHONDRIAL 100 GENE GENOMIC SEQ,"$3,769.00"
30002897,HC PCA3/KLK3 PROSTATE SPECIFIC ANTIGEN RATIO,$609.00
30002896,HC MLH1 GENE ANALYSIS PROMOTER METHYLATION ANALYSIS,$665.00
30002894,HC DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 7/MORE,$224.00
30002892,HC DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 1-3,$75.00
30002890,HC TRAMADOL,$65.00
30002886,HC DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2,$178.00
30002883,HC PREGABALIN,$178.00
30002882,"HC OXYCODONE OPIATE(S), DRUG AND METABOLITES EC",$100.00
30002881,HC DRUG SCREENING OPIOIDS & OPIATE ANALOGS 5/MORE,$575.00
30002878,HC DRUG SCREENING OPIATES 1 OR MORE,$165.00
30002877,HC METHYLPHENIDATE,$165.00
30002876,HC METHYLENEDIOXYAMPHETAMINES,$73.00
30002875,HC DRUG SCREENING METHADONE,$121.00
30002873,HC HEROIN METABOLITE,$147.00
30002871,HC DRUG SCREENING FENTANYL,$139.00
30002870,HC COCAINE OR METABOLITE (COCAINE),$81.00
30002869,HC CANNABINOIDS SYNTHETIC 7/MORE,$192.00
30002866,HC CANNABINOIDS NATURAL,$66.00
30002865,HC DRUG SCREENING BUPRENORPHINE,$153.00
30002863,HC DRUG SCREENING BENZODIAZEPINES 1-12,$85.00
30002862,HC DRUG SCREENING BARBITURATES,$79.00
30002859,HC PHENOTHIAZINE (ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 1-3),$153.00
30002856,HC METHUSIXIMIDE (ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 1-3),$146.00
30002855,HC ANTIDEPRESSANTS NOT OTHERWISE SPECIFIED,$82.00
30002852,HC ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2,$310.00
30002846,HC DRUG SCREEN ANALGESICS NON-OPIOID 1 OR 2,$69.00
30002844,HC DRUG SCREEN QUANT ANABOLIC STEROID 1 OR 2,$68.00
30002841,HC DRUG SCREEN QUANT AMPHETAMINES 1 OR 2,$73.00
30002840,HC ALKALOIDS NOT OTHERWISE SPECIFIED,$132.00
30002837,HC ALCOHOL (QUANTITATIVE ALCOHOLS),$71.00
30002831,HC DRUG SCREEN QUANT DIPROPYLACETIC ACID FREE,$133.00
30002829,HC DRUG SCREEN QUANTITATIVE DIGOXIN TOTAL,$130.00
30002828,HC ELISA HIV-1/HIV-2 SCREEN,$105.00
30002790,HC ANTI MULLERIAN HORMONE QUANT,$127.00
30002771,HC BWH S.PNEUMONIAE AG URINE (INFEC AGENT),$117.00
30002751,HC ANTIBODY BORRELIA RELAPSING FEVER (91),$132.00
30002316,HC CARBOHYDRATE DEFICIENT TRANSFERRIN,$182.00
30002297,HC HER ANAPLASMA DET PCR,$255.00
30002282,HC BABESIA MICROTITER DNA PCR,$255.00
30002262,HC NWH MML VORI VORICONAZOLE SERUM,$89.00
30001866,HC EVEROLIMUS,$82.00
